gene,slope_z,r,p,n_cells_expr,biotype
Nol4,0.177881518803572,0.1032393345310049,0.0021791042202685,879,protein-coding
Dtna,0.0820834043112727,0.0710411851195368,0.0078127929229095,1401,protein-coding
Mapre2,0.0257909806122977,0.0230183134977644,6.036757980061033e-05,30364,protein-coding
Zfp397,0.0221262232507955,0.0240519470315253,0.011548513751912,11026,protein-coding
Zfp35,-0.0025890517550907,-0.0031156802927241,0.7782011293741471,8175,protein-coding
Ino80c,0.0040926734956893,0.0048372279998389,0.4959166298233192,19818,protein-coding
Galnt1,0.0086555061523715,0.0090570418504587,0.0655542749854496,41339,protein-coding
2700062C07Rik,0.0010353657689947,0.001213572647836,0.8839532813646602,14468,protein-coding
Rprd1a,0.0376581302246392,0.0436639761613581,7.638563108434714e-05,8201,protein-coding
Slc39a6,0.0413819188071134,0.0491967902304023,6.0065504724496765e-12,19533,protein-coding
Elp2,0.0343408026251242,0.037382014421459,4.769626177412549e-06,14968,protein-coding
Mocos,0.0105185449908213,0.0100612867982782,0.3089700588519001,10227,protein-coding
Fhod3,0.0760012975861825,0.0865312505833748,4.344219776212056e-07,3400,protein-coding
AW554918,0.0651478292585261,0.0705715536985589,3.7223994786329455e-05,3409,protein-coding
Celf4,0.1165627274315813,0.1242575206233478,8.454956288174147e-29,7971,protein-coding
Pik3c3,0.0279568458097403,0.025713144748719,0.0060584377108004,11392,protein-coding
Rit2,0.2983585150967481,0.2060618743685087,0.0377251230544432,102,protein-coding
Syt4,0.2004782330219662,0.1203437624015949,3.619360367105976e-07,1777,protein-coding
Slc25a46,0.0091722325925099,0.0089957005125447,0.1421273976997296,26629,protein-coding
Sap130,0.0106655872903483,0.0099127824902825,0.3904780464387237,7507,protein-coding
Ammecr1l,0.0289018608427948,0.0256577153711101,0.0001690681699392,21485,protein-coding
Polr2d,0.028688630739299,0.0347803329552367,1.4658110127477416e-08,26521,protein-coding
Wdr33,0.0142916824257552,0.014447726675298,0.0034962403560944,40856,protein-coding
Sft2d3,0.0340208470888652,0.0388336126816282,6.948838068320985e-06,13392,protein-coding
Lims2,0.191593742699212,0.1456582933860675,1.0884547384938374e-84,17735,protein-coding
Gpr17,-0.4742732013134194,-0.2327028951816376,0.0968883027697115,52,protein-coding
Myo7b,0.3723306854209697,0.1429514558917669,9.401663952670577e-14,2690,protein-coding
Iws1,0.0250385006297064,0.0262728509165072,5.518958814784165e-05,23552,protein-coding
Proc,-0.013321714989882,-0.0092659101939553,0.4679195641496326,6139,protein-coding
Map3k2,0.0076373719204959,0.0072079929976129,0.3168503752017345,19286,protein-coding
Ercc3,0.0177614863188938,0.0173191453532341,0.0693125480793941,11000,protein-coding
Bin1,-0.0159750734274203,-0.0187896148952724,0.0001377623606972,41158,protein-coding
Gypc,0.0089803813157307,0.0107662010835572,0.2101662781619726,13549,protein-coding
Tslp,0.1003937281923322,0.1053538593918144,3.85915005923832e-17,6350,protein-coding
Wdr36,0.0242650955495979,0.0299869368766004,0.0001415993319536,16099,protein-coding
Camk4,-0.0309506807133269,-0.0494528247843874,0.0003998182071715,5121,protein-coding
Stard4,0.0316453838285614,0.0265563870541639,0.0026304523059123,12827,protein-coding
Apc,0.031947089008623,0.0282399397825927,2.340789707323946e-05,22426,protein-coding
Srp19,-0.0005125711011031,-0.0006059250418105,0.8839286044594152,58054,protein-coding
Reep5,-0.0383389850195891,-0.0433329931433061,2.334798643315377e-44,103857,protein-coding
Pkd2l2,-0.0058722808498423,-0.0101902610634216,0.7538901933305591,949,protein-coding
Fam13b,0.011719611144867,0.0108678571346712,0.3124345208244003,8641,protein-coding
Nme5,0.0018928478598651,0.0026259353977512,0.9127394233067544,1744,protein-coding
Brd8,0.0269615516120711,0.0281152717481744,7.260288094927877e-06,25450,protein-coding
Kif20a,-0.0026982942907941,-0.0061476438785439,0.5803082998887024,8092,protein-coding
Cdc23,0.0604532300952793,0.0735812284898047,1.1399469744233197e-15,11823,protein-coding
Gfra3,0.0063628833670782,0.0077904339409147,0.8812796649646708,370,protein-coding
Cdc25c,-0.0032443992205035,-0.0077093827304878,0.5900936926670972,4885,protein-coding
Fam53c,0.0155090620029035,0.0154488629110324,0.0649005977081345,14278,protein-coding
Kdm3b,-2.0384202235739053e-05,-2.1511051165200736e-05,0.9977837051032408,16677,protein-coding
Reep2,0.0154250138762661,0.0125158458703617,0.6584337889840929,1250,protein-coding
Egr1,0.0646935003520432,0.0567479751464178,2.226911232264393e-46,63389,protein-coding
Etf1,0.0196926044963136,0.0207771144905997,2.2760720548504697e-07,62032,protein-coding
Hspa9,-0.0228238853231011,-0.0235087677380792,1.4303455397153532e-09,66258,protein-coding
Ctnna1,0.1116461471443729,0.0953121938474487,3.1050968005754106e-104,51511,protein-coding
Lrrtm2,-0.0123523042386015,-0.0044010515601784,0.946496187066709,235,protein-coding
Sil1,0.0381063027605899,0.0348520910315486,9.067033992369752e-07,19845,protein-coding
Matr3,0.0160531775504275,0.0170436645797815,7.689247574334368e-05,53812,protein-coding
Paip2,-0.0130630532741572,-0.013663307145709,2.7891437252880524e-05,94036,protein-coding
Slc23a1,-0.0387383536579683,-0.040301726162301,0.0035277510237385,5239,protein-coding
Spata24,0.0284900958899562,0.0416894247745783,0.0001832671854573,8048,protein-coding
Dnajc18,0.0406616436755177,0.0462414527538334,2.9882412768214715e-06,10198,protein-coding
Ecscr,0.0440922588950764,0.0334505591827751,2.0370584561378384e-05,16218,protein-coding
Cxxc5,-0.0232366644921077,-0.0250499998868472,0.0001501069747717,22897,protein-coding
Psd2,-0.0373582638218736,-0.0792184272602395,0.4503630427933822,93,protein-coding
Nrg2,0.1183320832505222,0.1281545964199015,0.0001559028156686,866,protein-coding
Pura,0.0161274665908784,0.0160227707347884,0.0045185388039157,31404,protein-coding
Pfdn1,0.0105182710160961,0.0108137389236075,0.0055465019788131,65778,protein-coding
Hbegf,0.0359165776588851,0.0295881932162936,1.1718808231476914e-06,26974,protein-coding
Slc4a9,-0.0241701665696373,-0.0326905504701603,0.3305312515155385,888,protein-coding
Ankhd1,0.0364809979110992,0.0348712250284701,6.411631144065089e-09,27704,protein-coding
Eif4ebp3,0.3111890319794245,0.2094273752560436,3.288019514762787e-151,15298,protein-coding
Sra1,0.0401135919799358,0.0404702709016797,2.1044975778997672e-24,63401,protein-coding
Apbb3,0.0213749292172629,0.0216151453143812,0.1184074016234711,5220,protein-coding
Slc35a4,0.0130939465953223,0.0146674938276067,0.0089267922773953,31781,protein-coding
E230025N22Rik,0.0148242952842671,0.0074078636022139,0.9297806512310144,144,protein-coding
Cd14,0.0500444587894993,0.0445058225447823,6.276254741352248e-09,17023,protein-coding
Tmco6,-0.0188570019358074,-0.0164216328796941,0.1947273112825619,6237,protein-coding
Ndufa2,0.0010081783013341,0.0010286434692192,0.7140687001209114,126877,protein-coding
Ik,0.004691823855839,0.0047020701318311,0.2919219160653152,50240,protein-coding
Wdr55,-0.0019939524453726,-0.0026915446200765,0.7364916682292801,15633,protein-coding
Dnd1,0.0120767658606954,0.0144335077237071,0.6635131651785497,911,protein-coding
Hars2,0.0300651380382872,0.0316951371956398,0.0009931130792132,10788,protein-coding
Zmat2,-0.0060664152140417,-0.0061944861100635,0.1183019196222674,63581,protein-coding
Pcdha2,0.0460175398561024,0.0211558540936405,0.9274754365286256,21,protein-coding
Pcdha10,0.0220332682452736,0.0174562107582415,0.9126287787617058,42,protein-coding
Pcdha11,-0.0431044713103489,-0.0442738792181796,0.7753644696798455,44,protein-coding
Pcdhac2,-0.0405796634032053,-0.0311586684666142,0.6339014905575645,236,protein-coding
Pcdhb2,0.1116721211082463,0.105899064793841,0.5387511097228659,36,protein-coding
Pcdhb3,-0.0170839089192481,-0.0164962815377125,0.8005529697021554,237,protein-coding
Pcdhb4,0.0801488945062382,0.053506694580318,0.2833125501525916,404,protein-coding
Pcdhb5,0.0115615596603465,0.0115611067882378,0.8416762462767042,301,protein-coding
Pcdhb7,0.0917916695811005,0.0652197517944829,0.1105068436354195,600,protein-coding
Pcdhb9,0.0776667090043051,0.0676999606516667,0.0582866380919993,783,protein-coding
Pcdhb10,-0.1128813349859225,-0.0994814011338499,0.3079710928665103,107,protein-coding
Pcdhb11,0.0485357541381258,0.054073531680838,0.49706420168549,160,protein-coding
Pcdhb12,0.1125690872687559,0.0738727655830692,0.1590063746359979,365,protein-coding
Pcdhb13,0.0703544433689755,0.0330560583517902,0.6022031879865889,251,protein-coding
Pcdhb14,0.0560326373228308,0.0467319502786732,0.1470976949261998,964,protein-coding
Pcdhb15,-0.1585252107096928,-0.2407082390573458,0.0012098613576397,178,protein-coding
Pcdhb16,0.0406639292302079,0.0377532852273156,0.2781703656087173,827,protein-coding
Pcdhb17,0.0804408724361715,0.0860171022926577,0.0007449491909907,1534,protein-coding
Pcdhb18,-0.001245616579695,-0.0013023871367653,0.9811675010503008,331,protein-coding
Pcdhb19,0.0120033062029576,0.0119073233907671,0.8615519640528804,217,protein-coding
Pcdhb20,0.0471890390730344,0.0473438873826148,0.1798898193957378,804,protein-coding
Pcdhb21,0.1024519460575296,0.0918502863390717,0.1279525482529633,276,protein-coding
Pcdhb22,0.0164223449488987,0.0170565912162854,0.6754357650261551,605,protein-coding
Slc25a2,-0.1197593074273492,-0.1019077793039518,0.27636089821278,116,protein-coding
Taf7,0.0961507500087239,0.1001848634202461,4.651707139129583e-74,32859,protein-coding
Pcdhga1,0.0478959545168072,0.0406748542056283,0.7083617142857301,87,protein-coding
Pcdhga2,0.1039592003906183,0.0475406877857036,0.4911381038198146,212,protein-coding
Pcdhga3,-0.049913573398265,-0.0402133307170791,0.7035052678673765,92,protein-coding
Pcdhgb1,-0.029757736159706,-0.0425045733695372,0.7471050639782463,60,protein-coding
Pcdhga4,0.1020047950072404,0.1023926836790942,0.0761094947580299,301,protein-coding
Pcdhgb2,0.0978901494962111,0.1052904316988557,0.1246570586059176,214,protein-coding
Pcdhga5,0.0582847955448638,0.0515983776673615,0.3351014752088759,351,protein-coding
Pcdhga6,-0.0264450119787456,-0.0210878963636873,0.7335575153330607,263,protein-coding
Pcdhga7,0.1185033726895907,0.1076220203122292,0.1273750619421858,202,protein-coding
Pcdhgb4,0.0609035183992544,0.0589683244101837,0.6873360727833373,49,protein-coding
Pcdhga8,-0.0269466296111819,-0.0200921018820262,0.8660160573600489,73,protein-coding
Pcdhgb5,0.1414222755252951,0.1220070176436661,0.1077368164221945,175,protein-coding
Pcdhga9,0.0293829430750251,0.0303571565989077,0.757388903238533,106,protein-coding
Pcdhgb6,0.0897598583741185,0.0901760515034164,0.196292999894244,207,protein-coding
Pcdhga10,0.1153753841839155,0.1001310209404236,0.088186392283267,291,protein-coding
Pcdhgb7,0.0785428346294006,0.0847007734527,0.4326797870186208,88,protein-coding
Pcdhga11,0.2366678294681947,0.1600199946176003,0.0919166355655775,112,protein-coding
Pcdhgb8,0.0719889345098882,0.0557256711157748,0.7067723775868134,48,protein-coding
Pcdhga12,0.0796079538350544,0.0559000767509552,0.4664014579585033,172,protein-coding
Pcdhgc3,0.1067096782566614,0.0822651504061011,0.1594480756678267,294,protein-coding
Pcdhgc4,-0.0256224661109869,-0.0334744054550795,0.8375293666343055,40,protein-coding
Pcdhgc5,0.1234888212643547,0.1579283707071154,0.4409856841365897,26,protein-coding
Hdac3,0.020416720496434,0.0209134112591224,0.0001524872450023,32785,protein-coding
Rell2,0.0712597626035543,0.068997474453314,0.0208713213353348,1121,protein-coding
Fchsd1,0.0064598808687766,0.0067321760790002,0.6871075676963447,3582,protein-coding
Arap3,0.1357115055439165,0.1191254872631025,2.509895066212565e-32,9806,protein-coding
Pcdh1,0.0582192611267121,0.0399041180834865,9.223183461040686e-06,12343,protein-coding
Pcdh12,0.0615185838853696,0.0421526053844622,0.0507233635138916,2149,protein-coding
Rnf14,0.0222106493171293,0.0220087034144668,0.0001940373947595,28667,protein-coding
Gnpda1,-0.0050989042836114,-0.0051657039940617,0.5359908402156791,14356,protein-coding
Ndfip1,0.0115409597748065,0.0107175835921448,0.0318045784570266,40125,protein-coding
Spry4,0.0875513787768755,0.0702752077085627,3.162469512338518e-07,5284,protein-coding
Fgf1,-0.0427109050388092,-0.0455139185122733,8.398353963464734e-05,7461,protein-coding
Gm5820,0.0342843173364833,0.037706347615004,0.4492000319473771,405,protein-coding
Nr3c1,0.0509725106337835,0.0471199544429,5.0722181584589685e-24,45972,protein-coding
Yipf5,0.0333743502684447,0.0339790292382958,5.9224420008515605e-12,40994,protein-coding
Prelid2,0.0631668456285717,0.0391071484990376,0.0020572238884588,6208,protein-coding
Sh3rf2,0.003969421699497,0.0052274012493756,0.7191089298571733,4736,protein-coding
Rbm27,0.013582282072923,0.0143934651365805,0.0073043930956859,34736,protein-coding
Tcerg1,0.0233106005437822,0.0279130396563598,6.942667237805816e-06,25930,protein-coding
Ppp2r2b,0.0029322455062674,0.003196014091904,0.896753132616045,1651,protein-coding
Stk32a,0.1008324218320385,0.0829236851065975,0.0028231682910542,1295,protein-coding
Dpysl3,0.0340285526289089,0.0354703816969141,0.0010262071047066,8565,protein-coding
Jakmip2,-0.0080872420397394,-0.01790541770003,0.6446166464704206,666,protein-coding
Scgb3a2,-0.084230663943535,-0.1186787702857885,0.0196820629164707,386,protein-coding
Gm94,0.0286926615294939,0.0550303072047784,3.534629769715115e-07,8553,protein-coding
Spink5,0.0722713021519532,0.1235604336055614,2.6056448658625104e-22,6137,protein-coding
Spink6,0.0262825447351491,0.0566898560464619,0.4601174725005428,172,protein-coding
Spink12,-0.0103837898432116,-0.0200680728478079,0.846121090803495,96,protein-coding
Myot,-0.0112026795782454,-0.0186688849553025,0.8046445190117659,178,protein-coding
Dcp2,0.0170861147727095,0.0177759543468321,0.0065507147068919,23393,protein-coding
Mcc,0.1339024455654422,0.1174753369239104,2.2026933131317503e-30,9446,protein-coding
Ythdc2,0.0137225776821697,0.0140215318879236,0.2220477055140814,7586,protein-coding
Kcnn2,-0.0163935459407567,-0.0095221445656175,0.8228925723179332,555,protein-coding
Trim36,-0.2209804991695446,-0.1342933322846446,4.316962486136489e-08,1651,protein-coding
Pggt1b,0.0522589843106472,0.051065268148742,3.1847773296498926e-06,8314,protein-coding
Ccdc112,0.0350884679637899,0.0358330409711234,0.0121428278169168,4898,protein-coding
Fem1c,0.0033234263321701,0.003351065815413,0.7785869137207411,7042,protein-coding
Ticam2,0.0317813891870726,0.0406460581396836,0.0147587117264303,3598,protein-coding
Tmed7,0.0314970630881092,0.0305840904626382,1.7146453136883295e-13,58034,protein-coding
Eif1a,0.0376162370945285,0.0379570841435441,2.5895071735711306e-18,52840,protein-coding
Cdo1,0.0843609437660681,0.0639252944774438,6.166246531320551e-10,9348,protein-coding
Atg12,0.0099651038915858,0.0096233360782283,0.1175228027161215,26457,protein-coding
Ap3s1,-0.0655394549882069,-0.0694495499477484,1.1644711822311172e-67,62480,protein-coding
Commd10,0.0258691048297921,0.0272611154052592,0.0001303604037101,19690,protein-coding
Sema6a,0.0530892341633795,0.0344326829077219,0.0005962016271865,9939,protein-coding
Dtwd2,0.0247100248452663,0.0324091025241172,0.0362365207533754,4176,protein-coding
Dmxl1,-0.014734876944949,-0.0142148328902655,0.068018250137964,16482,protein-coding
Tnfaip8,-0.0077120009771856,-0.0102388549246281,0.0092476077418396,64619,protein-coding
Hsd17b4,0.0297330901736131,0.0257153987935963,3.3337498251718034e-06,32677,protein-coding
Prr16,0.0182462232136318,0.0234449293334719,0.5585273278637222,625,protein-coding
Srfbp1,0.0370031961207599,0.0486539615230503,1.1767204498785868e-05,8104,protein-coding
Lox,0.0625972510403047,0.0599745764414843,1.7628269758664826e-05,5117,protein-coding
Zfp474,0.0308597155486409,0.0381717555730494,0.8225223169793311,37,protein-coding
Sncaip,0.1450659827552368,0.1081618474466598,9.598749328347177e-09,2800,protein-coding
Snx2,-5.723232830339311e-05,-5.738015502092066e-05,0.9892735239058114,54898,protein-coding
Snx24,0.02825915956311,0.0209910429588919,0.0559711386018969,8291,protein-coding
Ppic,0.0855909729144407,0.083586172167479,1.268930572301439e-48,30631,protein-coding
Prdm6,0.0958975011194093,0.0788337959799949,0.0108687895568745,1043,protein-coding
Cep120,-0.0004958061680522,-0.0004751436346359,0.9589629517058564,11730,protein-coding
Csnk1g3,-0.007621283902165,-0.0068820469317675,0.2393421610110118,29233,protein-coding
Zfp608,0.0103838803612234,0.0103463882245274,0.3542145053685888,8020,protein-coding
Aldh7a1,-0.0547420419817632,-0.0509198746162888,1.894154778207238e-14,22589,protein-coding
Phax,0.0059464240258496,0.0063551748566541,0.2202323126751227,37212,protein-coding
Lmnb1,-0.0346809757177711,-0.0493529757015879,3.712038027277827e-19,32814,protein-coding
C330018D20Rik,-0.0245574032837789,-0.0213200294768539,0.0403204697366667,9250,protein-coding
Megf10,-0.0097004287979977,-0.0121546324449538,0.7554656526408592,659,protein-coding
Prrc1,0.0399364826584571,0.0404434129155299,5.507634255011575e-10,23514,protein-coding
Ctxn3,-0.0029852158697851,-0.0034738455510328,0.953770242510336,281,protein-coding
Slc12a2,0.0023009547019743,0.0023561013677172,0.7875380806721727,13087,protein-coding
Fbn2,-0.0207672837553321,-0.0275918964384324,0.3822332953589977,1005,protein-coding
Slc27a6,-0.0041609097620332,-0.0062404741297329,0.9456110119492932,122,protein-coding
Isoc1,0.0115493162399787,0.0132056000847659,0.0973560075447955,15761,protein-coding
Adamts19,0.0064574214292772,0.0081403027575766,0.898301239250886,249,protein-coding
Chsy3,-0.0056591235961907,-0.0050127632820113,0.8774363947626194,949,protein-coding
Gm4841,0.0150443984267678,0.0182099666897741,0.7506448562666712,307,protein-coding
F830016B08Rik,0.0029370321139623,0.0017689413394153,0.9445401560881664,1549,protein-coding
Iigp1,0.1179939488504669,0.0832779840010475,2.170457464058379e-25,15582,protein-coding
Dctn4,0.0139568239001658,0.0136734739501614,0.0453793180623084,21419,protein-coding
Rbm22,0.0265285484783166,0.0276038076480114,1.2472401673440677e-07,36665,protein-coding
Myoz3,-0.0266440607611868,-0.0215037757079414,0.7892233148499325,157,protein-coding
Synpo,-0.0123006314300431,-0.0089785621927596,0.4277740121053915,7803,protein-coding
Ndst1,0.0137533288081419,0.0142973214021127,0.0890074165711184,14150,protein-coding
Rps14,-0.0580273156283709,-0.0589013019321796,3.015342737023402e-116,151143,protein-coding
Cd74,0.0082027682125323,0.0091301149684677,0.0104511485612703,78651,protein-coding
Tcof1,-0.0046608609216772,-0.0059636992439574,0.3302644170154317,26653,protein-coding
Arsi,-0.0302544808759312,-0.0353385474088394,0.6247135912814604,194,protein-coding
Camk2a,0.0003806033502322,0.0004388171232281,0.98796051912809,1185,protein-coding
Slc6a7,-0.0031424590104578,-0.0026867048863968,0.9632252336045763,297,protein-coding
Cdx1,-0.707108146562346,-0.2280166436606156,1.7153318395355647e-20,1615,protein-coding
Pdgfrb,-0.0166793127038406,-0.017772107842458,0.1039890384748029,8370,protein-coding
Csf1r,0.1808248482653703,0.173293733592499,5.201815912660092e-143,21265,protein-coding
Hmgxb3,0.0227566181345573,0.0213369478384044,0.0590796324651864,7827,protein-coding
Slc26a2,0.3150341526679104,0.1894480350704057,1.699841963883301e-68,8372,protein-coding
Pde6a,-0.1193981713988102,-0.1329806499951226,0.0021771179053798,529,protein-coding
Ppargc1b,-0.0488811422987087,-0.0444705464042556,0.0006189282411371,5922,protein-coding
Arhgef37,-0.0160734933750354,-0.0212301788434678,0.4911346563840676,1054,protein-coding
Csnk1a1,0.030188554204532,0.0303748075430948,8.12117616512303e-18,80088,protein-coding
Il17b,-0.0099125469131561,-0.0179561716874542,0.633137972342921,709,protein-coding
Pcyox1l,0.0487279529073155,0.061093803372465,6.493537668838191e-06,5441,protein-coding
Grpel2,0.0216652092064114,0.0191127255244576,0.0078819940669962,19326,protein-coding
Afap1l1,0.0890257511649889,0.0740594861765301,3.4854826993898583e-16,12095,protein-coding
Ablim3,0.2457300474441072,0.1772054395892374,5.130030204018137e-59,8227,protein-coding
Sh3tc2,0.080090197135782,0.0944637514702966,4.796009061592599e-07,2830,protein-coding
Adrb2,0.0176353371441578,0.0210059854608669,0.0001239538576598,33381,protein-coding
Htr4,-0.019352106112507,-0.0324206238636638,0.6996757451363793,144,protein-coding
Fbxo38,0.0005809514470367,0.0005012312430501,0.948213363504386,16794,protein-coding
Spink10,0.0877589792638307,0.0734161028521399,0.0028371834804933,1651,protein-coding
Spink13,0.0281362041487369,0.0378518827035862,0.7277822841026935,87,protein-coding
Apcdd1,0.0376229227614552,0.061409854837769,0.2818701548053017,309,protein-coding
Napg,0.0044264832728883,0.0046635440529573,0.5296075434739986,18171,protein-coding
Txnl1,-0.0124562417531992,-0.0130738734064363,0.0004183263973052,72826,protein-coding
Wdr7,0.0078123619621134,0.0077021944595909,0.5300129861127507,6650,protein-coding
St8sia3,0.0718427337453974,0.0427334881062483,0.3892825375429988,408,protein-coding
Onecut2,0.047933132026653,0.0217101399382658,0.4115228654088342,1433,protein-coding
Fech,-0.0588409292874334,-0.0569783100171501,2.340909005703864e-25,33299,protein-coding
Atp8b1,0.0847566550257462,0.0554499636723595,8.263557589621384e-10,12244,protein-coding
Nedd4l,-0.0142419530346442,-0.0111546882693048,0.2238383474763177,11893,protein-coding
Alpk2,-0.0606365108665796,-0.0947619853377382,0.0225834658336411,579,protein-coding
Malt1,-0.017709042209702,-0.0205511304280521,0.0268621517797456,11601,protein-coding
Zfp532,0.0989952872354545,0.080763421072856,4.410969340474397e-07,3900,protein-coding
Sec11c,-0.0544380968574802,-0.0620724293751787,2.888810385830512e-69,80160,protein-coding
Grp,-0.1922424103924322,-0.2058217652365783,0.0001483754438814,335,protein-coding
Rax,-0.0515718363305017,-0.049400734450359,0.5812563898675696,127,protein-coding
Lman1,0.0698036010700162,0.0680030348238096,6.918054401513157e-43,40660,protein-coding
Ccbe1,0.0174703754559066,0.0189304568736902,0.4506557746843554,1590,protein-coding
Pmaip1,-0.0167288452879218,-0.0160078518728573,0.0547949953354452,14394,protein-coding
Gnal,-0.1114590119407298,-0.0666287995338388,0.0160700885356127,1305,protein-coding
Chmp1b,0.0716069800274395,0.0641391411226462,1.300829319455708e-29,30982,protein-coding
Mppe1,-0.0116048836893406,-0.0151197606695903,0.3408843503764609,3970,protein-coding
Impa2,-0.0175886478317295,-0.0297417276425943,3.031596078673601e-05,19662,protein-coding
Cidea,0.0446590012436318,0.049270206710793,0.111603208445693,1044,protein-coding
Tubb6,0.026833685770889,0.0299786442434796,6.664385076869028e-08,32434,protein-coding
Afg3l2,0.008916378942322,0.0081981375312672,0.2024784712369027,24171,protein-coding
Spire1,0.0066432610952003,0.0080755673201373,0.4822705114216793,7573,protein-coding
Cep76,0.000922957944391,0.0014074471173822,0.9181625714738064,5332,protein-coding
Psmg2,0.0129997311748812,0.0158988242132823,0.0116809282047241,25155,protein-coding
Ptpn2,0.0070051190624319,0.0082631710875075,0.1415998069459935,31643,protein-coding
Seh1l,0.0162216799073932,0.0182406899236198,0.0005701393460519,35675,protein-coding
Cep192,0.0342877512479232,0.0380533728910257,0.0006155478355612,8096,protein-coding
Rnmt,0.0199302473731002,0.0230309757709433,0.001781919418264,18401,protein-coding
Mc5r,0.0254418668547167,0.0910786992290627,0.5043967560833791,56,protein-coding
Mc2r,-0.0544039090331507,-0.0666778474919013,0.6748153421802244,42,protein-coding
Tcf4,0.1272153520606603,0.1172324722617323,3.7662220685715565e-148,48558,protein-coding
Ccdc68,0.2235891581529641,0.1065319687461083,3.216115798913951e-11,3861,protein-coding
Rab27b,0.0013305140906436,0.0018214692942677,0.8649733607498041,8718,protein-coding
4930503L19Rik,0.0567227398385645,0.057906361461934,0.0004055555498743,3726,protein-coding
Stard6,0.0931155456722802,0.0642668777460269,0.0225819003357557,1259,protein-coding
Poli,0.0225511434197079,0.0258432566662882,0.1094263719839346,3838,protein-coding
Mbd2,0.0127578927964395,0.0119067895473772,0.0290548435791354,33606,protein-coding
Dcc,0.0194903080334887,0.0666666666666666,0.8062184979868993,16,protein-coding
Mex3c,0.0281489850119891,0.0265678671494012,0.0010376161419738,15240,protein-coding
Smad4,0.01421868053637,0.013571144421978,0.0378310772113673,23416,protein-coding
Elac1,0.0159360465082748,0.0162505395758059,0.199707593665318,6229,protein-coding
Me2,-0.0089000967751365,-0.0089197749918905,0.1438041419779963,26858,protein-coding
Mro,0.2663818454605154,0.107679087936375,0.4128332758611812,60,protein-coding
Mapk4,-0.0301945705996478,-0.0470995369083813,0.0651489111052764,1534,protein-coding
Ska1,-0.0038630040077792,-0.0096825527553049,0.3352003674093983,9908,protein-coding
Cxxc1,0.0204560225055581,0.0221369701680407,0.0001604493827658,29065,protein-coding
Mbd1,0.0481751587974993,0.0456552601056937,8.688476245967552e-10,18022,protein-coding
Myo5b,0.3309165807717155,0.1793985384816797,1.1836139114803755e-47,6431,protein-coding
Acaa2,0.0139698630916616,0.0138698992154773,0.0013024272185285,53742,protein-coding
Lipg,0.0081084469235102,0.0065815943703275,0.6522664454479883,4690,protein-coding
Rpl17,-0.0624926735870445,-0.0635231612943424,6.544649998359963e-134,149995,protein-coding
BC031181,0.0726753574170374,0.073065191058185,2.2562709559359386e-93,78495,protein-coding
Dym,0.0265156514647874,0.0223030755064887,0.0033663746710755,17282,protein-coding
Smad7,0.0254020191844613,0.0213534799207345,0.0001057798320062,32959,protein-coding
Ctif,0.0382438769119548,0.0335156185113302,0.0178002025011741,4999,protein-coding
Zbtb7c,0.0450560278274684,0.0585504606259007,3.935031883079842e-06,6204,protein-coding
Smad2,0.0212546686174827,0.023391685788196,0.0001206270095208,27012,protein-coding
Ier3ip1,0.0492652836724434,0.0497248011214704,1.6519685402598178e-48,86533,protein-coding
Hdhd2,0.0107372231027396,0.0120045695362512,0.0717075473746962,22508,protein-coding
Katnal2,-0.2583309463032546,-0.5531310524556527,0.0140299019839544,19,protein-coding
Pias2,0.0302814523855183,0.0282344515821347,0.0003276041756587,16185,protein-coding
St8sia5,0.1807560655246316,0.1271639630143589,0.008215960116671,431,protein-coding
Haus1,0.0247282511278585,0.0349965576765777,6.37659143684643e-05,13048,protein-coding
Pstpip2,-0.0414757904018295,-0.0426586021685165,0.0511295778087992,2091,protein-coding
Siglec15,-0.0232295463602331,-0.0531386228251112,0.5921390465543988,104,protein-coding
Slc14a1,-0.0021480650512214,-0.0031011658974614,0.80305235612869,6470,protein-coding
Slc14a2,-0.0107014028751165,-0.0147815996472456,0.7127036650311802,623,protein-coding
Setbp1,-0.0100276811558573,-0.0104662090360549,0.3390816717978208,8345,protein-coding
Pard6g,0.0227410935890143,0.0339140767563199,1.5888214495412362e-05,16189,protein-coding
Adnp2,0.0595303761707396,0.0515038006660633,0.003121931824594,3291,protein-coding
Rbfa,-0.0227808812154452,-0.0261796124844209,1.4023291999557796e-08,46945,protein-coding
Txnl4a,-0.0139667790637371,-0.0149924142362946,1.8962257793648525e-05,81368,protein-coding
Hsbp1l1,-0.0236556043115139,-0.0147163573016482,0.4539963710208916,2591,protein-coding
Kcng2,0.1945499128678879,0.1386078245314226,4.4396216117370303e-05,862,protein-coding
Ctdp1,0.0207179275941504,0.0224177295134493,0.0080054496529635,13992,protein-coding
Nfatc1,-0.0060968838468519,-0.0074042873710381,0.2368365813131083,25526,protein-coding
Atp9b,0.0223552728324963,0.0195650818124363,0.0268907833288091,12795,protein-coding
Sall3,-0.0277783293342222,-0.0365845512930174,0.4124691593306159,504,protein-coding
Galr1,0.1541200657892742,0.1243662679969818,0.0553685380112062,238,protein-coding
Mbp,-0.0386914715775049,-0.0437652462831872,1.424175849912278e-09,19111,protein-coding
Zfp236,0.0193212449239839,0.0184876820772192,0.1083528126734447,7544,protein-coding
Zfp516,0.0866167699847402,0.0875673482667737,1.947729788774572e-24,13523,protein-coding
