gene,slope_z,r,p,n_cells_expr,biotype
Ifrd2,-0.0285400079517743,-0.0341883232511703,1.228532648365221e-07,23923,protein-coding
Sema3b,-0.0688436047422467,-0.0580442156925958,1.9298943435301684e-06,6718,protein-coding
Gnai2,0.0237908991795591,0.0242344882171815,9.842961910940649e-18,125187,protein-coding
Slc38a3,0.0339737823833873,0.0182493051374103,0.329512475450504,2857,protein-coding
Gnat1,0.1101553379052557,0.0621935752231311,0.3585592696197579,220,protein-coding
Sema3f,0.1120232582111825,0.1158883738549601,2.6334912829188487e-30,9682,protein-coding
Rbm5,0.0245161196282039,0.0243643374364509,4.404794058344478e-06,35503,protein-coding
Rbm6,0.0173448874848095,0.0160116437125949,0.0118848809132119,24682,protein-coding
Mon1a,0.0258856186080257,0.0214078618966955,0.0223809682808848,11381,protein-coding
Mst1r,0.081337347066589,0.0716922996258351,3.083532544033859e-06,4226,protein-coding
Camkv,0.0135183163484553,0.0280328246849483,0.587406491322594,377,protein-coding
Traip,0.0052235125823931,0.0104936546485789,0.4549590164700378,5072,protein-coding
Uba7,0.0270807393629917,0.0234590060108197,0.0088894704941647,12437,protein-coding
Ip6k1,0.0264274226597681,0.0240387668148789,2.7506711618782063e-05,30421,protein-coding
Gmppb,0.0474801236545508,0.0487853001578624,9.976042556977174e-12,19447,protein-coding
Rnf123,-0.021072730621683,-0.0219282181752295,0.0121765718390417,13070,protein-coding
Amigo3,0.1293774776983484,0.1405328683785994,7.574047756545512e-09,1676,protein-coding
Mst1,0.0299380308350544,0.0217545629905679,0.2242935594086892,3122,protein-coding
Apeh,-0.0358170439069382,-0.0345154700445578,1.408976556478139e-07,23249,protein-coding
Bsn,0.1855394554250876,0.1937824545069155,4.641959897836095e-17,1844,protein-coding
Dag1,0.0103770125674744,0.0100617753994395,0.3202083692954756,9762,protein-coding
Nicn1,0.0288403745367626,0.0282523133484365,0.0095729178089818,8409,protein-coding
Amt,-0.0737398830104143,-0.0689645887897161,0.520757306227712,89,protein-coding
Tcta,0.0119136575162674,0.010778518912462,0.2169926196002306,13121,protein-coding
Rhoa,0.0103536191156005,0.0105214223991938,0.0001316463049257,132046,protein-coding
Gpx1,-0.0689750282004268,-0.0700858055610101,4.0544539784175895e-135,124294,protein-coding
Usp4,0.0284665227795216,0.0277857736532184,3.74792561604856e-07,33433,protein-coding
1700102P08Rik,-0.0358151599895366,-0.0508999521025183,0.231652840758366,554,protein-coding
Klhdc8b,0.0737341549202137,0.0816745061213713,7.895609464159186e-11,6320,protein-coding
Ccdc71,0.0283269323007618,0.0273814187561862,0.0001922804501312,18542,protein-coding
Lamb2,0.0716090968608556,0.0706219197399025,1.4749887318052878e-24,20928,protein-coding
Usp19,0.0264912217443262,0.0260342710461771,6.522091160316175e-06,29985,protein-coding
Qrich1,0.0269630984498203,0.027587622422584,2.430181939552309e-06,29188,protein-coding
Impdh2,-0.0134570273346471,-0.0164005377759473,1.980383588771444e-05,67687,protein-coding
Ndufaf3,0.00116559977605,0.0012266541067874,0.8231421681185502,33202,protein-coding
Dalrd3,0.0204472225944527,0.0215995385420608,0.000502084752271,25949,protein-coding
Wdr6,0.0745466296073615,0.0814787651201951,1.3844738113003644e-18,11625,protein-coding
P4htm,0.0365794935268195,0.0369203004096762,0.0296207718635772,3471,protein-coding
Arih2,0.0166896651703512,0.0152904317893698,0.0214375444123526,22630,protein-coding
Slc25a20,0.1774533175707374,0.1318033055096785,4.8694029435175176e-64,16291,protein-coding
Prkar2a,0.0400591499306182,0.0349211653604474,0.0001000825510219,12406,protein-coding
Ip6k2,0.0372530937447093,0.0350916422514524,2.3125461366681363e-05,14540,protein-coding
Nckipsd,0.056608621473947,0.0571336416228573,0.0005653913323665,3638,protein-coding
Celsr3,0.231009061816148,0.1408372590371181,3.11820652501181e-07,1309,protein-coding
Slc26a6,0.1331776335256531,0.1883814498131036,0.0447277489479396,114,protein-coding
Uqcrc1,-0.0253837425433855,-0.0263862676398369,5.178520793110281e-15,87861,protein-coding
Col7a1,-0.003504842538323,-0.0059117938215165,0.7114364646577989,3918,protein-coding
Ucn2,-0.0074926183568418,-0.0133035427458836,0.7721997618765135,476,protein-coding
Pfkfb4,-0.0272955318153523,-0.0322020245478617,0.0020431942822316,9169,protein-coding
Shisa5,-0.0404100559170572,-0.0415196630138939,1.1740357859173555e-38,98000,protein-coding
Trex1,0.0467966117448975,0.0481464760979212,1.473353697396408e-15,27436,protein-coding
Atrip,0.0238212626084233,0.0248382796387344,0.0217732436084424,8532,protein-coding
Ccdc51,-0.0023707239768505,-0.0023739526874975,0.8328389584713296,7907,protein-coding
Plxnb1,0.0379592261636751,0.0443302347060086,0.000107615002881,7627,protein-coding
Fbxw13,0.0122239311272038,0.0240488726552928,0.7917569465461508,123,protein-coding
Fbxw22,0.0571746974861272,0.1150884486502472,0.6600499658995564,17,protein-coding
Fbxw15,0.0437264892836487,0.0588702988412824,0.4390069313959501,175,protein-coding
Fbxw24,0.1286579446964961,0.1039664864176477,0.528788345906607,39,protein-coding
Spink8,0.0086220387157295,0.0136264713385587,0.748953561252931,554,protein-coding
Nme6,0.0203388488623565,0.0231515188686458,0.0055147287010353,14369,protein-coding
Camp,-0.0403542030201096,-0.0775396336848027,1.1874142617337462e-40,29555,protein-coding
Cdc25a,0.0063164903688741,0.0062899175588793,0.5070225005065643,11129,protein-coding
Dhx30,0.0302788903703997,0.0336869553472646,2.0142189962419748e-05,16010,protein-coding
Smarcc1,-0.0029966874192199,-0.0034300026175259,0.5678482989595885,27737,protein-coding
Cspg5,-0.0648620182099557,-0.0378229150803209,0.2339695087302382,992,protein-coding
Scap,0.028293855250431,0.0284801154382817,3.768058255381724e-05,20934,protein-coding
Ptpn23,0.0333435923546605,0.0300461697581341,0.0008353273752965,12360,protein-coding
Ngp,-0.0347052856573569,-0.0667954481404368,1.686055493566481e-30,29469,protein-coding
Klhl18,0.0072607881920006,0.007122771238065,0.5362048137428193,7544,protein-coding
Kif9,-0.0152866778062493,-0.014447211980067,0.4699164550655798,2504,protein-coding
Setd2,0.0112676774922574,0.010755524452389,0.0844527010476025,25736,protein-coding
Nradd,0.0321710499013583,0.0422777501419804,3.476356039074444e-05,9582,protein-coding
Nbeal2,-0.0062829365478034,-0.006717859126195,0.441263621406594,13142,protein-coding
Ccdc12,0.0090044426612096,0.0093753881058453,0.0052045634019393,88817,protein-coding
Pth1r,-0.1051474196498833,-0.1268269251436679,1.1534049400442255e-39,10714,protein-coding
Myl3,0.0734550549181943,0.0556826203283721,0.1307142646466573,738,protein-coding
Prss50,-0.0228687522924543,-0.0357140287112053,0.6120665967506842,204,protein-coding
Tmie,0.0276584459983845,0.0281850603361816,0.2683717257607642,1544,protein-coding
Als2cl,0.0441908163003845,0.0331395194397588,0.0045241280145564,7338,protein-coding
Lrrc2,0.0740730448865908,0.068912387268155,0.1738588419090239,391,protein-coding
Rtp3,0.0377743632077949,0.0257732165852291,0.2488131166682245,2004,protein-coding
Ltf,-0.0245869973012251,-0.0545071400850556,8.256391971937745e-17,23309,protein-coding
Ccrl2,0.0234200891628137,0.023560266589273,0.0066465106721741,13269,protein-coding
Lrrfip2,0.0523722849357008,0.0515607061836748,9.476720507450124e-26,41349,protein-coding
Mlh1,0.0364921314610578,0.0396237026690828,0.000930005638459,6979,protein-coding
Epm2aip1,0.0494369931199344,0.0453961731894051,3.528875906025673e-06,10427,protein-coding
Trank1,-0.0718325652790013,-0.0544001241776836,0.4596214781707831,187,protein-coding
Dclk3,-0.0147337170977989,-0.0221081929877703,0.2945330984893678,2250,protein-coding
Stac,-0.0482817098644894,-0.0539052769753764,0.2773539920124356,408,protein-coding
Arpp21,-0.0150435378934099,-0.0318938046235712,0.0779254993829546,3056,protein-coding
Pdcd6ip,0.058833004885225,0.0554823800880769,1.6087920543264223e-39,56127,protein-coding
Clasp2,0.062415667032433,0.0626997725077175,3.6390212511583285e-10,9979,protein-coding
Ubp1,0.0067806372453975,0.0070414516522403,0.2511836197175472,26558,protein-coding
Fbxl2,0.097611430088332,0.0803889208876595,0.0030535086192347,1356,protein-coding
Susd5,-0.0195001652833922,-0.0279150806789106,0.5855165522764347,384,protein-coding
Bcl2a1c,-0.0007078734143354,-0.000662104103051,0.9766301905892114,1960,protein-coding
Crtap,0.064620789253265,0.0674551348727333,1.024481000084499e-20,19104,protein-coding
Tmppe,0.0150910397852327,0.0149472368380909,0.1340608870851712,10049,protein-coding
Glb1,-0.006703689031241,-0.0062138639076903,0.3827740440035337,19731,protein-coding
Ccr4,-0.0034082620285676,-0.0081146636482816,0.8127090431274007,855,protein-coding
Cnot10,0.0298091468273127,0.0303117243533577,4.395141580575732e-05,18162,protein-coding
Dync1li1,0.0183596207374081,0.017739896295366,0.0955572175931517,8829,protein-coding
Cmtm6,0.0125271683374844,0.0122381093182569,0.0057224520742241,50981,protein-coding
Cmtm7,-0.0410512374734598,-0.0518045854065225,5.094107641948567e-38,61835,protein-coding
Cmtm8,0.1622783521932859,0.0921281805581743,3.049434145462721e-26,13179,protein-coding
Gpd1l,-0.0111044577010145,-0.0099777768643107,0.2338482498451918,14238,protein-coding
Osbpl10,0.143459845846353,0.0750825103952891,0.0610769807764883,623,protein-coding
Stt3b,3.246322041237043e-05,3.4168804713038306e-05,0.9936336143347296,54535,protein-coding
Gadl1,-0.0195602641706426,-0.0623816606919912,0.1259771950673452,603,protein-coding
Tgfbr2,0.0378936696419785,0.0379749118758624,7.173950797227521e-13,35686,protein-coding
Rbms3,0.0322324390626744,0.0356624799815192,0.0001667856776189,11139,protein-coding
Azi2,0.0503817349605042,0.0446844689200331,2.631934388748405e-16,33555,protein-coding
Cmc1,0.0040967375837942,0.0041298586488808,0.4172643445373691,38582,protein-coding
Eomes,-0.0719739686634085,-0.0919745987353448,1.2228999839975394e-05,2254,protein-coding
Golga4,0.0717859045748262,0.0640945806355596,2.2300511374224944e-37,39654,protein-coding
Itga9,0.1399495619631136,0.100771949899493,4.541878036780333e-14,5579,protein-coding
Ctdspl,0.0787951115050628,0.0719564227796508,4.669792142421514e-21,17083,protein-coding
Vill,-0.0152367696469269,-0.024413357351475,0.01011220405739,11098,protein-coding
Plcd1,0.0508676326377663,0.0490706071158714,4.1755789623750325e-07,10626,protein-coding
Dlec1,-0.0305907841495456,-0.0456563358859118,0.2927388037308457,533,protein-coding
Acaa1b,-0.0433948723218005,-0.0266115793462641,0.0045480576901993,11367,protein-coding
Slc22a14,0.1140638782017273,0.0911214604639823,0.6446926350157551,28,protein-coding
Slc22a13,-0.0987177094433547,-0.1605309143291821,2.5318552222824184e-05,682,protein-coding
Slc22a13b,0.0560675072856241,0.043763651090458,0.4501253080068104,300,protein-coding
Oxsr1,0.0186702028920742,0.0175258041193441,0.0177775513618569,18290,protein-coding
Myd88,0.0542370050525927,0.0581898597905129,2.7982739666171405e-29,37206,protein-coding
Acaa1a,0.0460466572089887,0.0442192951563085,2.321001239407313e-28,62329,protein-coding
Xylb,-0.0564285322102092,-0.0624622189478995,1.0575211371439498e-06,6096,protein-coding
Acvr2b,0.1050908334817979,0.089816901602698,2.6210812997254388e-08,3826,protein-coding
Exog,0.0496671653057193,0.0666890228359134,1.5837645573715468e-05,4183,protein-coding
Scn5a,-0.0041186603013521,-0.006702849387559,0.903598125099368,329,protein-coding
Scn11a,0.0638916244661017,0.0990488851368485,0.6230508580051686,27,protein-coding
Wdr48,0.0388260094226634,0.0410386261755552,4.219047684947439e-07,15185,protein-coding
Gorasp1,0.0566917597788638,0.0623643040760482,1.2346406270241098e-07,7179,protein-coding
Ttc21a,0.164255034989737,0.1450995491069988,3.3462246405979927e-10,1857,protein-coding
Csrnp1,0.061766985016513,0.066734810156858,1.4346758111379137e-45,44978,protein-coding
Xirp1,-0.018127083788361,-0.0256938855900021,0.5986509362891148,422,protein-coding
Cx3cr1,0.0459532419723486,0.0535600006331863,7.878575628094373e-08,10040,protein-coding
Ccr8,0.0294838974350925,0.0555256468838929,0.3820025987350588,250,protein-coding
Slc25a38,-0.020093600311868,-0.0221370430918216,0.0041277430445707,16786,protein-coding
Rpsa,-0.1159378472491076,-0.1187411714312802,0.0,146773,protein-coding
Myrip,-0.0804815610622711,-0.0693852260485705,0.0094816891417504,1397,protein-coding
Eif1b,0.0113841395806945,0.0125074814845484,0.0012212380450326,66848,protein-coding
Entpd3,0.2458901462044552,0.2396326048584387,4.5820552763845285e-51,3823,protein-coding
Rpl14,-0.0805582178447874,-0.0820184635372279,9.63887135248768e-218,146977,protein-coding
Ctnnb1,0.114489144122631,0.1033176352489049,1.6926841250907867e-161,68334,protein-coding
Ulk4,0.0707971736658357,0.0729361534658473,0.0095443178618847,1262,protein-coding
Trak1,0.026509042589922,0.0226301713517697,0.0054722443555902,15066,protein-coding
Cck,-0.0467348785738984,-0.0731075677978307,0.000788799051488,2105,protein-coding
Lyzl4,-0.0595035740428195,-0.0414206782672726,0.4391791582278427,351,protein-coding
Vipr1,-0.0326161449642593,-0.0160661579132643,0.4064556506204146,2672,protein-coding
Sec22c,0.0097793095869814,0.0111330604073013,0.3675436908145407,6553,protein-coding
Nktr,0.0550214616555927,0.0550327149474381,1.0577392880296352e-26,37723,protein-coding
Hhatl,-0.0537547106641945,-0.0337094200448317,0.3530699416352226,761,protein-coding
Ccdc13,-0.0410887542163407,-0.046199110282409,0.5267685218683893,190,protein-coding
Higd1a,0.1026185963172206,0.1045223261655063,1.3384905129050558e-188,78107,protein-coding
Cyp8b1,-0.0895390000094168,-0.0505322805961386,0.1001098596058043,1060,protein-coding
Snrk,0.1807015733597951,0.1449529226268182,4.5683062948609344e-177,37908,protein-coding
Ano10,0.0306051997077606,0.0240097997011255,0.0033031541504393,14972,protein-coding
Abhd5,-0.0261210709683787,-0.0286919624259586,1.356804536115852e-07,33738,protein-coding
Zfp445,0.022384108892816,0.0219909569622882,0.0011502865794629,21851,protein-coding
Zfp105,0.0540780090344149,0.0460521504592942,0.1090570611884726,1212,protein-coding
1110059G10Rik,0.0109362420651757,0.0114080610923471,0.0638570166161932,26389,protein-coding
Kif15,0.0056057918555261,0.0109583177766589,0.3598141017375348,6985,protein-coding
Tmem42,0.0063657794896111,0.0071743759423887,0.4217272018786144,12543,protein-coding
Tgm4,-0.0694102009007586,-0.119310736671132,0.3948089056663019,53,protein-coding
Zdhhc3,0.0076004463024144,0.0081276058646685,0.1481656374459029,31656,protein-coding
Exosc7,0.0047649513811981,0.005629973763928,0.3097761604043459,32549,protein-coding
Clec3b,-0.0014781265055056,-0.0015218652993615,0.8430102937860785,16937,protein-coding
Cdcp1,0.0119669719391023,0.0085604396739916,0.6742675748182103,2413,protein-coding
Tmem158,0.0214755620335021,0.0248318609665896,0.0085339542723828,11218,protein-coding
Lars2,0.0372729514068049,0.0275942715404523,0.0007649867682432,14869,protein-coding
Limd1,-0.0137485188713019,-0.0156415866772874,0.0012295437582922,42691,protein-coding
Sacm1l,0.0358901312555413,0.034700054165772,8.79091086180045e-08,23760,protein-coding
Slc6a20b,-0.007621822643971,-0.0129000064289021,0.3720154188389258,4791,protein-coding
Slc6a20a,0.0140118793086098,0.0113588750433946,0.9278742668818784,66,protein-coding
Lztfl1,0.021624802510125,0.0245814384452575,0.0014243000533463,16835,protein-coding
Ccr9,-0.029390562053417,-0.0560446967652499,6.49846540216415e-05,5073,protein-coding
Fyco1,0.0077491586421487,0.0073480543187327,0.4414678498262596,10975,protein-coding
Cxcr6,-0.0192037987739085,-0.0278554678638855,0.0852173923926619,3819,protein-coding
Xcr1,-0.0405051458010544,-0.0523933210521046,0.1471561691754476,767,protein-coding
Ccr1,-0.0055297622128233,-0.0086404252773607,0.2858539473195929,15259,protein-coding
Ccr3,-0.0798824765902648,-0.076512034424304,0.1183119893068607,418,protein-coding
Ccr2,-0.0109712480741189,-0.0164736830873348,0.0226259498476993,19150,protein-coding
Ccr5,0.0942654236163032,0.0746299260157562,4.7747473398507655e-09,6140,protein-coding
2010315B03Rik,-0.0197261713043176,-0.014938691187164,0.2282496882696881,6507,protein-coding
Ppp2r3d,0.0322885921325699,0.0312100490445873,1.966467693303152e-05,18700,protein-coding
Nudt11,0.0640879463194989,0.057418689127692,0.0586625986884007,1085,protein-coding
Nudt10,0.0933727788531066,0.0967219262067547,0.0175131621450337,603,protein-coding
Bmp15,0.0285773103763467,0.0354265371727591,0.6149355231914573,204,protein-coding
Shroom4,0.0589555245114083,0.0467891601167925,0.3567629720594133,390,protein-coding
Dgkk,0.0499893107533329,0.0837414446372927,0.4906798558635513,70,protein-coding
Clcn5,-0.1362563618101882,-0.1066745546132163,0.0002165028224362,1198,protein-coding
Usp27x,0.1102868189960955,0.111231267061123,1.649771508344114e-05,1493,protein-coding
Ppp1r3f,0.0190814565983233,0.0189641390961776,0.4767526326603398,1410,protein-coding
Foxp3,-0.0325789923598551,-0.059581292582495,0.118173404723292,689,protein-coding
Ccdc22,0.0314490103387356,0.0361634029739996,1.2861870830312516e-06,17917,protein-coding
Cacna1f,0.1112312637905616,0.0963162338755819,3.498540770204038e-05,1840,protein-coding
Syp,0.0931896910462772,0.0728058031591969,8.087310284485462e-05,2926,protein-coding
Prickle3,0.0781966051341725,0.0781493917513085,9.942562002761718e-13,8304,protein-coding
Plp2,-0.0325554879542717,-0.0438989587204039,3.8936643305128446e-27,60343,protein-coding
Magix,0.1406925248005251,0.0913292693321831,3.2353678375141084e-07,3119,protein-coding
Gpkow,0.0309681365339902,0.0303575170832835,0.0012634800706744,11277,protein-coding
Wdr45,0.0083148299955067,0.007408837828764,0.29099729855289,20315,protein-coding
