gene,slope_z,r,p,n_cells_expr
Gar1,0.004357978117718917,0.005570128878158355,0.269557561037725,39291
Cfi,0.04461654814786866,0.02443702816111929,0.1858107955085168,2933
Pla2g12a,0.025658994354051626,0.027665772426948926,4.913426920019475e-06,27260
Casp6,0.0008896709556609413,0.000911823718253406,0.8958833607468689,20600
Ccdc109b,-0.04049834902026242,-0.05210673767853677,3.309548083458917e-13,19502
Sec24b,0.0204200705609049,0.019409994948203606,0.013254654189662552,16283
Col25a1,0.024730005744972684,0.031048833106016444,0.5890947681245318,305
Agxt2l1,0.003085232035714297,0.0016776785868479718,0.9495117595644422,1427
Ostc,-3.156973680064825e-05,-3.328727885543398e-05,0.9927037296680481,75473
Rpl34,0.03249670066632174,0.03358388055972183,1.802590705412496e-09,32059
Rpl34-ps1,0.03699354977065353,0.040350277511401494,1.1645633027053775e-15,39359
Lef1,-0.023863331135769227,-0.04026598506541212,0.004495573651663189,4977
Hadh,0.07541861548460546,0.06753798836159494,4.8021440864323395e-51,49402
Cyp2u1,0.07156464614640093,0.07350763741639643,0.0724582415566565,598
Sgms2,-0.011007783014115822,-0.011640296216256058,0.10108349612987559,19842
Papss1,0.04368407166065204,0.0406982727339243,1.55359904166463e-12,30152
Dkk2,0.03243834815907198,0.032526883444815795,0.06160009642519287,3303
Aimp1,-0.019804551181123245,-0.022416599359656023,3.2291710829328406e-08,60812
Tbck,0.007514304678092851,0.007295097122302314,0.7512236092783314,1891
Npnt,0.17852317862430836,0.16823722156643378,4.243855529875635e-31,4687
Gstcd,0.04202254320160172,0.050468944388839906,0.027941640570167552,1897
Ints12,2.506518411698955e-06,2.985015312423231e-06,0.9996890858244523,17044
Arhgef38,-0.12970424082595458,-0.10353108140880048,0.049668258451052646,360
Ppa2,-0.02338035039847214,-0.024951821406698802,1.996769963875723e-06,36288
Tet2,0.020625175537875663,0.018306378359118053,0.08098912925379662,9087
Cxxc4,0.14222391215646368,0.11339982213004347,1.062865082737257e-05,1501
Tacr3,-0.025455155606962956,-0.04327278189557079,0.581029316666487,165
Cenpe,-0.0032522217338472725,-0.006239440380742346,0.5058182486750518,11374
Bdh2,-0.10287214959088149,-0.12726509556535184,4.75053036328682e-38,10187
Nhedc2,0.023318223838851414,0.02130618361784624,0.6212922422906371,540
Nhedc1,0.06590574646882216,0.06113668973001928,0.40841482047438504,185
Cisd2,-0.008600005099054047,-0.00926854127386818,0.02447047608779601,58913
4930539J05Rik,0.06138536273355333,0.06635728648248332,0.028328258533537373,1092
Ube2d3,0.005110775432117992,0.0053272403278214475,0.05679712222090795,127858
Manba,0.006635969141141175,0.006561087673141638,0.5223975359085034,9507
Nfkb1,0.007398064368539973,0.007810247638449945,0.11462924118472116,40808
Slc39a8,0.07680458512584697,0.06106151169454766,1.119638252727217e-05,5168
Bank1,-0.037471260989534516,-0.04390243098332326,2.4739038720938332e-08,16113
Ppp3ca,0.025353900454589268,0.027614086171565883,2.830793911540993e-10,52161
Emcn,0.07413502097046006,0.05317836047655935,2.3047943354739684e-10,14194
Ddit4l,-0.03674249942616627,-0.04891621751307128,0.004314543309464533,3403
H2afz,-0.10037046053359161,-0.1046921252074114,0.0,128907
Dnajb14,0.01847150621777861,0.019875472912269758,0.014955113020749896,14990
Lamtor3,0.02299711812559371,0.025287532819689137,1.3540567104563772e-08,50423
Dapp1,-0.010772589416293266,-0.01366439625757218,0.04949277062036,20666
Gm5105,0.016295859013839887,0.015368672642186288,0.9130247646501588,53
Mttp,-0.020132116610045978,-0.012493022816753447,0.4678579965559516,3379
Rg9mtd2,0.02303361387300887,0.027115105174420413,0.04066856548171852,5699
0610031O16Rik,-0.027517017407241974,-0.030379603512756762,0.6063919061480798,290
Adh7,-0.02771965135141161,-0.045836347248973085,4.368490992655594e-06,10033
Adh1,-0.03849691337334088,-0.029664751801178085,0.00012503465068846797,16717
Adh6a,0.0049746539851831546,0.011178052195843679,0.8538647562640838,274
Adh6-ps1,0.015773549605966757,0.007729052047799282,0.9105016993505066,214
Adh4,-0.1608559239430576,-0.08947771426910743,0.05514781042232995,460
Adh5,0.005619014631328593,0.005867324766214045,0.20021112872039706,47665
Metap1,0.006267664268896639,0.006661892327483292,0.3310067989291885,21294
Eif4e,0.009203682671541832,0.01019883907885584,0.013822523465860726,58266
