tissue,cell_type,go_term,NES,FDR
Liver,Kupffer cell,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),-1.4901044653044089,0.4044463561958742
Liver,Kupffer cell,Endosomal Transport (GO:0016197),1.4896223319923747,0.8990887456815095
Liver,Kupffer cell,Regulation Of Lysosomal Lumen pH (GO:0035751),1.4887859339550855,0.8719321044500649
Liver,Kupffer cell,Cellular Response To Oxidative Stress (GO:0034599),-1.484895490214083,0.396237625982354
Liver,Kupffer cell,Cellular Response To Reactive Oxygen Species (GO:0034614),-1.4839382325387784,0.3791757221279974
Liver,Kupffer cell,Ceramide Metabolic Process (GO:0006672),1.4828954774562535,0.8826796410534246
Liver,Kupffer cell,Lysosomal Lumen Acidification (GO:0007042),1.4794462861047672,0.8747791411711057
Liver,Kupffer cell,mRNA Transcription (GO:0009299),-1.473867222185702,0.3828253272305336
Liver,Kupffer cell,Protein Processing (GO:0016485),1.472150848891454,0.8996557864761505
Liver,Kupffer cell,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),1.472007668404696,0.8713352671569343
Liver,Kupffer cell,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),1.4708645608685271,0.8512019607166648
Liver,Kupffer cell,Positive Regulation Of Protein Localization (GO:1903829),-1.4668927891544634,0.3823088287692833
Liver,Kupffer cell,Regulation Of Lipid Metabolic Process (GO:0019216),1.4666656180189344,0.8547265484481681
Liver,Kupffer cell,Endosome Organization (GO:0007032),1.4654372229341546,0.83731137843552
Liver,Kupffer cell,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),-1.4651166930941109,0.3698042205256412
Liver,Kupffer cell,Gene Expression (GO:0010467),-1.4630210326137147,0.358974427964439
Liver,Kupffer cell,Regulation Of Response To Biotic Stimulus (GO:0002831),1.4625823992555873,0.8336410996786102
Liver,Kupffer cell,Positive Regulation Of Cellular Metabolic Process (GO:0031325),1.4579744054428578,0.8422412183973327
Liver,Kupffer cell,Metal Ion Transport (GO:0030001),-1.4572705165329989,0.3575704108445507
Liver,Kupffer cell,Ribosome Biogenesis (GO:0042254),-1.457240922139375,0.3444051232927789
Liver,Kupffer cell,Protein Modification By Small Protein Removal (GO:0070646),1.4566394041872923,0.8266822612007471
Liver,Kupffer cell,mRNA Export From Nucleus (GO:0006406),1.4560694845068602,0.8079412014075836
Liver,Kupffer cell,rRNA Processing (GO:0006364),-1.4554729502205148,0.3344384065804709
Liver,Kupffer cell,Icosanoid Metabolic Process (GO:0006690),1.4529826337373946,0.8054004429597913
Liver,Kupffer cell,Ribosomal Large Subunit Biogenesis (GO:0042273),-1.4476514810482954,0.337659576359871
Liver,Kupffer cell,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),-1.4463270798354575,0.32851190409459
Liver,Kupffer cell,Protein Tetramerization (GO:0051262),-1.4442857792826689,0.3207702675677327
Liver,Kupffer cell,Proton Transmembrane Transport (GO:1902600),1.440584925752672,0.8650852837439391
Liver,Kupffer cell,Nervous System Development (GO:0007399),1.436855679103347,0.8687393442653724
Liver,Kupffer cell,Peptidyl-Threonine Modification (GO:0018210),1.4357762572315484,0.8566583270365904
Liver,Kupffer cell,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),1.430852196232547,0.8678232041921087
Liver,Kupffer cell,Plasma Membrane Organization (GO:0007009),1.4265336688146455,0.8757880636776924
Liver,Kupffer cell,Positive Regulation Of Catabolic Process (GO:0009896),1.4221156506579928,0.8840132236025559
Liver,Kupffer cell,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),-1.4183574378498347,0.357641341270642
Liver,Kupffer cell,RNA Export From Nucleus (GO:0006405),1.4113068860094775,0.9382389943348022
Liver,Kupffer cell,Positive Regulation Of Protein Catabolic Process (GO:0045732),1.4099464245814806,0.9278549707964252
Liver,Kupffer cell,Positive Regulation Of Stress Fiber Assembly (GO:0051496),-1.4098399966110693,0.3621959343884477
Liver,Kupffer cell,Regulation Of Stress Fiber Assembly (GO:0051492),-1.4091364372184016,0.3526589258782246
Liver,Kupffer cell,Mitotic Cell Cycle Phase Transition (GO:0044772),1.4056687587713146,0.9366615269067756
Liver,Kupffer cell,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),1.4055223253663178,0.918835466065588
Liver,Kupffer cell,Nucleocytoplasmic Transport (GO:0006913),1.4048104705101774,0.9051975976709192
Liver,Kupffer cell,Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),1.402567760791411,0.9030511814864984
Liver,Kupffer cell,Protein Sumoylation (GO:0016925),1.4023529947228432,0.8867859855834942
Liver,Kupffer cell,Protein K48-linked Ubiquitination (GO:0070936),1.4004911054555833,0.8827953977809117
Liver,Kupffer cell,Intracellular pH Reduction (GO:0051452),1.398890284750009,0.8764661806453097
Liver,Kupffer cell,Protein Polyubiquitination (GO:0000209),1.396117169461265,0.879054991892272
Liver,Kupffer cell,Long-Chain Fatty Acid Metabolic Process (GO:0001676),1.3912762159827603,0.8945267433700319
Liver,Kupffer cell,Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),1.3879043120327696,0.9001372915118255
Liver,Kupffer cell,Protein Dephosphorylation (GO:0006470),1.3833459770137335,0.9126694425457726
Liver,Kupffer cell,Regulation Of Chemokine Production (GO:0032642),1.382147424538252,0.9047973396378496
Liver,Kupffer cell,Endocytosis (GO:0006897),1.3820590260208263,0.8903755563281414
Liver,Kupffer cell,Ubiquitin-Dependent ERAD Pathway (GO:0030433),1.3779430151675731,0.8993439638377627
Liver,Kupffer cell,Negative Regulation Of Cell Growth (GO:0030308),1.3771221353100198,0.8910485906353751
Liver,Kupffer cell,Negative Regulation Of Metabolic Process (GO:0009892),1.3766619391988155,0.8794122854542016
Liver,Kupffer cell,DNA Replication (GO:0006260),1.371190072699758,0.8987754809567914
Liver,Kupffer cell,Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),1.36930548190798,0.8968863997380375
Liver,Kupffer cell,Monoatomic Ion Transport (GO:0006811),1.3685294757607926,0.8886822583707675
Liver,Kupffer cell,Negative Regulation Of Transferase Activity (GO:0051348),1.3675910652741785,0.8808703687646676
Liver,Kupffer cell,mRNA Transport (GO:0051028),1.3674886115035616,0.8684680960475782
Liver,Kupffer cell,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),1.367250970789604,0.8574841084955119
Liver,Kupffer cell,Leukocyte Cell-Cell Adhesion (GO:0007159),1.3671690448856026,0.8457420684734306
Liver,Kupffer cell,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),1.366137608379044,0.8410052139824544
Liver,Kupffer cell,Positive Regulation Of Cell Cycle (GO:0045787),1.3658797387675696,0.8308603214959621
Liver,Kupffer cell,Membrane Protein Proteolysis (GO:0033619),1.365735729314938,0.8202360222628324
Liver,Kupffer cell,Cell-Cell Junction Assembly (GO:0007043),-1.3642505866709855,0.4390529682427574
Liver,Kupffer cell,Endocytic Recycling (GO:0032456),1.363300307239013,0.8223063044892074
Liver,Kupffer cell,DNA-templated DNA Replication (GO:0006261),1.3628861095432665,0.8134483719523039
Liver,Kupffer cell,Negative Regulation Of Mitochondrion Organization (GO:0010823),-1.3614726455287238,0.4332385390469001
Liver,Kupffer cell,Negative Regulation Of Growth (GO:0045926),1.3613075617595656,0.8121500403884837
Liver,Kupffer cell,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),1.3568664600070932,0.8253481280569849
Liver,Kupffer cell,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),-1.355657992570466,0.4337195635752794
Liver,Kupffer cell,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),1.3552286992592797,0.8242089836034651
Liver,Kupffer cell,Negative Regulation Of Innate Immune Response (GO:0045824),1.3517596896071915,0.8328962818536421
Liver,Kupffer cell,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),-1.351196976258137,0.433176911943195
Liver,Kupffer cell,Negative Regulation Of Protein Binding (GO:0032091),1.3498678387535967,0.8332215148048969
Liver,Kupffer cell,Positive Regulation Of Endocytosis (GO:0045807),-1.349564884934794,0.4261229788421797
Liver,Kupffer cell,Negative Regulation Of Protein Kinase Activity (GO:0006469),1.3443617675624249,0.8526500922434055
Liver,Kupffer cell,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),1.343968564004438,0.8442505169157998
Liver,Kupffer cell,Cellular Response To Virus (GO:0098586),1.343883432297794,0.8345546111825414
Liver,Kupffer cell,Positive Regulation Of Cellular Process (GO:0048522),1.3434978247057998,0.8265469419818798
Liver,Kupffer cell,Protein Modification By Small Protein Conjugation (GO:0032446),1.3434089527498505,0.8171945341096728
Liver,Kupffer cell,Vesicle Organization (GO:0016050),1.3427147677424436,0.8110443591747245
Liver,Kupffer cell,Response To Endoplasmic Reticulum Stress (GO:0034976),1.3368763573483164,0.831816373574673
Liver,Kupffer cell,Regulation Of RNA Metabolic Process (GO:0051252),1.3344296671537197,0.8353104640959502
Liver,Kupffer cell,mRNA Transcription By RNA Polymerase II (GO:0042789),-1.3344001442655358,0.4492976378658954
Liver,Kupffer cell,Vesicle Fusion (GO:0006906),1.330277541425254,0.8486873633323988
Liver,Kupffer cell,Transport Across Blood-Brain Barrier (GO:0150104),1.3263240166041397,0.8619644498466476
Liver,Kupffer cell,Myeloid Leukocyte Differentiation (GO:0002573),1.3261934683858554,0.8531215547332808
Liver,Kupffer cell,Regulation Of Autophagosome Assembly (GO:2000785),1.325728757520155,0.8464668756648505
Liver,Kupffer cell,Dicarboxylic Acid Metabolic Process (GO:0043648),1.3253361733132356,0.839509449284901
Liver,Kupffer cell,Peptidyl-Lysine Modification (GO:0018205),1.3208533958644693,0.8547138178417673
Liver,Kupffer cell,Negative Regulation Of Cell Differentiation (GO:0045596),1.3181759920574914,0.8595592340449426
Liver,Kupffer cell,Organonitrogen Compound Biosynthetic Process (GO:1901566),1.3179077709239382,0.8520658119272507
Liver,Kupffer cell,DNA-templated Transcription Initiation (GO:0006352),1.3178566309367024,0.8435258984499927
Liver,Kupffer cell,Vacuolar Transport (GO:0007034),1.3173056715223093,0.8374571561050821
Liver,Kupffer cell,Ribonucleoprotein Complex Biogenesis (GO:0022613),-1.3162406207612007,0.4821370905667486
Liver,Kupffer cell,Regulation Of Cytokine Production (GO:0001817),1.3137966164615127,0.8478257110718277
Liver,Kupffer cell,Phosphatidylinositol Metabolic Process (GO:0046488),1.3126881650252151,0.84546845682469
Liver,Kupffer cell,Positive Regulation Of Growth (GO:0045927),1.307925137030324,0.8614563755467111
Liver,Kupffer cell,Regulation Of Protein Catabolic Process (GO:0042176),1.306559090165065,0.8601344726042784
Liver,Kupffer cell,Negative Regulation Of Kinase Activity (GO:0033673),1.3035906183276822,0.8679631902735196
Liver,Kupffer cell,Regulation Of Endopeptidase Activity (GO:0052548),1.3032271259226806,0.8616678503833793
Liver,Kupffer cell,Positive Regulation Of Proteolysis (GO:0045862),1.3017045558659692,0.8609082399311193
Liver,Kupffer cell,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),1.2995207271210345,0.8637580729891304
Liver,Kupffer cell,Stress-Activated MAPK Cascade (GO:0051403),-1.2990324116375558,0.5139145805072554
Liver,Kupffer cell,Cellular Response To Chemical Stress (GO:0062197),-1.298805532161353,0.5023551989971731
Liver,Kupffer cell,Insulin Receptor Signaling Pathway (GO:0008286),1.2968989053776951,0.8691565718258729
Liver,Kupffer cell,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1.2954978728516338,0.8682755913893835
Liver,Kupffer cell,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),1.294376776048069,0.866740526823725
Liver,Kupffer cell,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),1.293705617992822,0.8623074972537951
Liver,Kupffer cell,Negative Regulation Of Cellular Catabolic Process (GO:0031330),1.2907814941893505,0.869303368033467
Liver,Kupffer cell,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),1.290083678545106,0.8655436537740459
Liver,Kupffer cell,Cytosolic Transport (GO:0016482),1.289509836783991,0.8605749101665434
Liver,Kupffer cell,Positive Regulation Of Double-Strand Break Repair (GO:2000781),1.2861292898720276,0.8702597308449426
Liver,Kupffer cell,Lysosome Organization (GO:0007040),1.284389075113781,0.871397299670233
Liver,Kupffer cell,Endosome To Lysosome Transport (GO:0008333),1.2833651445108454,0.8694513494683785
Liver,Kupffer cell,Vesicle Budding From Membrane (GO:0006900),1.2823838365459472,0.8666779764521012
Liver,Kupffer cell,Multivesicular Body Assembly (GO:0036258),1.280823580485507,0.8598938801902857
Liver,Kupffer cell,Multivesicular Body Organization (GO:0036257),1.280823580485507,0.8598938801902857
Liver,Kupffer cell,Positive Regulation Of Exocytosis (GO:0045921),1.2796157419788734,0.858832646410174
Liver,Kupffer cell,COPII-coated Vesicle Budding (GO:0090114),1.27939403384129,0.853024003441236
Liver,Kupffer cell,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),1.2782664444151537,0.8518260780432826
Liver,Kupffer cell,Positive Regulation Of Cell Population Proliferation (GO:0008284),1.2777353580966186,0.8476296700833416
Liver,Kupffer cell,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),1.2760894827735152,0.8484531622792932
Liver,Kupffer cell,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),-1.2728247345362769,0.5608735931609506
Liver,Kupffer cell,Cellular Response To Hormone Stimulus (GO:0032870),1.2676694484027344,0.8826565109965208
Liver,Kupffer cell,Lysosome Localization (GO:0032418),1.266886517109537,0.8796473470081024
Liver,Kupffer cell,Regulation Of DNA Binding (GO:0051101),-1.2660032290950216,0.5669101920674248
Liver,Kupffer cell,Activation Of Protein Kinase Activity (GO:0032147),-1.2652959802170016,0.5563729755207822
Liver,Kupffer cell,Chromatin Remodeling (GO:0006338),1.262787745082324,0.8927771080400907
Liver,Kupffer cell,mRNA 3'-End Processing (GO:0031124),1.2592725607605983,0.9032952738978928
Liver,Kupffer cell,Vacuolar Acidification (GO:0007035),1.2561907628701552,0.9117064630315316
Liver,Kupffer cell,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",-1.2535014038435317,0.5771813585354096
Liver,Kupffer cell,Regulation Of Stem Cell Population Maintenance (GO:2000036),1.2534067910992217,0.9194870256958732
Liver,Kupffer cell,Establishment Of Protein Localization To Organelle (GO:0072594),1.2510636238474908,0.9243302157327624
Liver,Kupffer cell,Glycerophospholipid Biosynthetic Process (GO:0046474),1.2501161188565142,0.9221892144177384
Liver,Kupffer cell,Autophagosome Maturation (GO:0097352),1.2497496060718452,0.9171705940071316
Liver,Kupffer cell,"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",1.2486493726842087,0.9156307100145143
Liver,Kupffer cell,Regulation Of Small Molecule Metabolic Process (GO:0062012),1.2482429728331912,0.9109836639381412
Liver,Kupffer cell,Organonitrogen Compound Catabolic Process (GO:1901565),1.2482398495251077,0.9042997731522194
Liver,Kupffer cell,Establishment Of Protein Localization To Mitochondrion (GO:0072655),-1.2481054673652905,0.5807445524426658
Liver,Kupffer cell,intra-Golgi Vesicle-Mediated Transport (GO:0006891),1.2480899159221162,0.8984196715426294
Liver,Kupffer cell,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),1.248051908635374,0.8922241621485588
Liver,Kupffer cell,Peptidyl-Threonine Phosphorylation (GO:0018107),1.246837957339522,0.8919845272982386
Liver,Kupffer cell,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),1.2463675648517765,0.8877287632312167
Liver,Kupffer cell,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),1.2460357651105494,0.8829872215973588
Liver,Kupffer cell,Regulation Of DNA Metabolic Process (GO:0051052),1.2458458491272464,0.877839690551343
Liver,Kupffer cell,Antiviral Innate Immune Response (GO:0140374),1.245316329248297,0.8743244356525638
Liver,Kupffer cell,Modification-Dependent Protein Catabolic Process (GO:0019941),1.2442841329619378,0.8731478950427414
Liver,Kupffer cell,Regulation Of DNA-templated Transcription (GO:0006355),1.2441682951495787,0.8676572624221566
Liver,Kupffer cell,Glucose Homeostasis (GO:0042593),-1.2419577330825298,0.586054890795655
Liver,Kupffer cell,Regulation Of Cell Growth (GO:0001558),1.2407226604011663,0.8775105408825044
Liver,Kupffer cell,Regulation Of T Cell Proliferation (GO:0042129),1.2401365574997536,0.8742812275347639
Liver,Kupffer cell,Regulation Of Translational Initiation (GO:0006446),1.2392384478143543,0.8725764413461634
Liver,Kupffer cell,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),1.2392270487677015,0.8667467272036088
Liver,Kupffer cell,Vesicle Coating (GO:0006901),1.238458742151163,0.864601527066011
Liver,Kupffer cell,Positive Regulation Of Cellular Catabolic Process (GO:0031331),1.2382515370746805,0.8597125705382702
Liver,Kupffer cell,Negative Regulation Of Autophagy (GO:0010507),1.2378957931714505,0.855927161887351
Liver,Kupffer cell,Regulation Of Protein Import Into Nucleus (GO:0042306),1.2378194098985609,0.8505909735159002
Liver,Kupffer cell,Response To Molecule Of Bacterial Origin (GO:0002237),1.2374029534558315,0.8470421725588245
Liver,Kupffer cell,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),1.2371837173443396,0.842520057006218
Liver,Kupffer cell,Negative Regulation Of Cellular Process (GO:0048523),1.2343838093011057,0.8492448472597145
Liver,Kupffer cell,RNA Processing (GO:0006396),-1.2343295632029994,0.5959160977140999
Liver,Kupffer cell,Positive Regulation Of Interleukin-6 Production (GO:0032755),1.2341091158958473,0.8450681455011892
Liver,Kupffer cell,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),-1.232253624305231,0.589314616865704
Liver,Kupffer cell,Regulation Of Amide Metabolic Process (GO:0034248),1.2315208373630842,0.8509793589128519
Liver,Kupffer cell,Regulation Of Cellular Response To Stress (GO:0080135),1.2314514147946156,0.8458508177055373
Liver,Kupffer cell,Protein Targeting To Vacuole (GO:0006623),1.2265794799663494,0.8625554337700801
Liver,Kupffer cell,Inner Mitochondrial Membrane Organization (GO:0007007),1.2208957681392396,0.8827685556412045
Liver,Kupffer cell,Cellular Response To Salt (GO:1902075),1.2170875264029546,0.8955288020683282
Liver,Kupffer cell,RNA Transport (GO:0050658),1.215699288148088,0.8966124459798904
Liver,Kupffer cell,Positive Regulation Of Catalytic Activity (GO:0043085),1.215658779036101,0.891325892990937
Liver,Kupffer cell,Negative Regulation Of Developmental Process (GO:0051093),1.2140844479278536,0.8925415417011777
Liver,Kupffer cell,Regulation Of Neuron Death (GO:1901214),-1.213761704202439,0.6293352719545838
Liver,Kupffer cell,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),1.2128199704934088,0.8928147589202354
Liver,Kupffer cell,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),-1.210117182505542,0.6267664816447092
Liver,Kupffer cell,Regulation Of Neuron Apoptotic Process (GO:0043523),-1.2100253964011596,0.6154329084406776
Liver,Kupffer cell,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),-1.2100215106232068,0.6042815400498782
Liver,Kupffer cell,Negative Regulation Of mRNA Catabolic Process (GO:1902373),-1.20979159126201,0.5942435293156714
Liver,Kupffer cell,Cellular Response To Type I Interferon (GO:0071357),1.209572122326154,0.9030400535284696
Liver,Kupffer cell,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),1.2072435299612962,0.9081838196516768
Liver,Kupffer cell,Telomere Maintenance (GO:0000723),1.2055279742334533,0.9106262343774169
Liver,Kupffer cell,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),1.2048438013248186,0.9083010738856226
Liver,Kupffer cell,Negative Regulation Of Cell Cycle (GO:0045786),-1.2023713852872664,0.6056711752137887
Liver,Kupffer cell,Cellular Response To Cytokine Stimulus (GO:0071345),1.2017464138007303,0.9176308197863482
Liver,Kupffer cell,Regulation Of T Cell Activation (GO:0050863),1.201657611257693,0.9127549468928852
Liver,Kupffer cell,Negative Regulation Of MAPK Cascade (GO:0043409),1.1999511288441016,0.9151601204745032
Liver,Kupffer cell,Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),1.1991277026884637,0.9140311784442332
Liver,Kupffer cell,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),1.198900142210797,0.9098461749608642
Liver,Kupffer cell,Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),1.19869247659672,0.9054282571629924
Liver,Kupffer cell,Positive Regulation Of Peptidase Activity (GO:0010952),1.1978449125436894,0.9042172555319516
Liver,Kupffer cell,Cellular Response To Organic Substance (GO:0071310),1.1977389186034282,0.8995810950071131
Liver,Kupffer cell,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),1.197501306170188,0.8955151837701506
Liver,Kupffer cell,Positive Regulation Of ATP-dependent Activity (GO:0032781),1.1974609904761169,0.8906717338860566
Liver,Kupffer cell,Extracellular Matrix Organization (GO:0030198),1.197277861564169,0.8864817941548377
Liver,Kupffer cell,Receptor-Mediated Endocytosis (GO:0006898),1.1967277268882537,0.8839001529679102
Liver,Kupffer cell,Nuclear Export (GO:0051168),1.1959583701982748,0.882080426764382
Liver,Kupffer cell,RNA Splicing (GO:0008380),-1.1948999234715725,0.6165957481354167
Liver,Kupffer cell,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),1.1946575929019072,0.8830705586376294
Liver,Kupffer cell,Regulation Of Mitochondrial Membrane Potential (GO:0051881),-1.1942109098598783,0.6076096087571097
Liver,Kupffer cell,Regulation Of Cold-Induced Thermogenesis (GO:0120161),1.193864147899095,0.8817232581797962
Liver,Kupffer cell,Cellular Respiration (GO:0045333),-1.1927495031005868,0.6020493503290395
Liver,Kupffer cell,Cytokine-Mediated Signaling Pathway (GO:0019221),1.1914421560538195,0.8876197250007298
Liver,Kupffer cell,Regulation Of Intracellular Protein Transport (GO:0033157),1.189329223989444,0.8927667985485523
Liver,Kupffer cell,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),1.188422388273271,0.8916834988297621
Liver,Kupffer cell,Negative Regulation Of Immune Response (GO:0050777),1.188272531189544,0.8876133218903011
Liver,Kupffer cell,Regulation Of Erythrocyte Differentiation (GO:0045646),-1.186642451294044,0.6092827255469857
Liver,Kupffer cell,Supramolecular Fiber Organization (GO:0097435),1.1862902525362402,0.8909644473789669
Liver,Kupffer cell,Regulation Of Double-Strand Break Repair (GO:2000779),1.184601342965764,0.8933397440572705
Liver,Kupffer cell,Regulation Of Interleukin-2 Production (GO:0032663),1.1826030605185498,0.8973460128821314
Liver,Kupffer cell,DNA Repair (GO:0006281),1.1817715325399702,0.8964818952481521
Liver,Kupffer cell,Positive Regulation Of T Cell Differentiation (GO:0045582),1.1806381477371168,0.8967869692599642
Liver,Kupffer cell,Regulation Of Gene Expression (GO:0010468),1.1799320538218143,0.895357414738202
Liver,Kupffer cell,DNA Damage Response (GO:0006974),1.1776002832825314,0.9007222943264211
Liver,Kupffer cell,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),1.1775345180573282,0.8964307419566298
Liver,Kupffer cell,Response To Interferon-Beta (GO:0035456),1.1773073424534946,0.8928506832599444
Liver,Kupffer cell,Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),1.177102551027341,0.8890883167352818
Liver,Kupffer cell,Proteolysis (GO:0006508),1.175634904914226,0.8910699281583648
Liver,Kupffer cell,Positive Regulation Of Defense Response (GO:0031349),1.174619767113762,0.8906545428171893
Liver,Kupffer cell,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),1.174517369322918,0.8866559050617391
Liver,Kupffer cell,Regulation Of Cell-Matrix Adhesion (GO:0001952),1.1744170484950167,0.8827355694921114
Liver,Kupffer cell,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",1.1742543781780224,0.8791150017242679
Liver,Kupffer cell,Blood Vessel Morphogenesis (GO:0048514),1.1730435079489658,0.8799507484088936
Liver,Kupffer cell,Actin Polymerization Or Depolymerization (GO:0008154),1.1715409294465675,0.8817752246086582
Liver,Kupffer cell,Nitrogen Compound Transport (GO:0071705),1.1707725029852665,0.8805773731561453
Liver,Kupffer cell,Positive Regulation Of DNA Repair (GO:0045739),1.169029869136606,0.8834729737978404
Liver,Kupffer cell,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),1.1688564422636132,0.8800583110836786
Liver,Kupffer cell,Negative Regulation Of Phosphorylation (GO:0042326),1.1670025924671452,0.8836057835757941
Liver,Kupffer cell,Positive Regulation Of Immune Response (GO:0050778),1.1666078274685607,0.8811025005706873
Liver,Kupffer cell,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),1.1665706589471034,0.877067435575948
Liver,Kupffer cell,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),1.1665083406609178,0.8732278490783287
Liver,Kupffer cell,Protein Autoubiquitination (GO:0051865),1.165662500358542,0.8722106145570232
Liver,Kupffer cell,Regulation Of T Cell Differentiation (GO:0045580),1.1649452689231403,0.8711385560807096
Liver,Kupffer cell,Regulation Of Endothelial Cell Proliferation (GO:0001936),1.1644832844317776,0.8689246224576544
Liver,Kupffer cell,Phosphorylation (GO:0016310),1.1643571501255068,0.8654208151555558
Liver,Kupffer cell,Regulation Of mRNA Catabolic Process (GO:0061013),1.1641784490931937,0.8622661624931408
Liver,Kupffer cell,Interferon-Mediated Signaling Pathway (GO:0140888),1.1639003630822071,0.8596812830201822
Liver,Kupffer cell,Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),1.162301511926626,0.8616074412078139
Liver,Kupffer cell,Positive Regulation Of Interleukin-8 Production (GO:0032757),1.1615633551467852,0.860567794219931
Liver,Kupffer cell,Regulation Of Glycolytic Process (GO:0006110),1.16091232205342,0.8593240521181265
Liver,Kupffer cell,Cilium Assembly (GO:0060271),1.1605600901578863,0.856772168506641
Liver,Kupffer cell,Integrin-Mediated Signaling Pathway (GO:0007229),1.1598616102387878,0.8556358092771214
Liver,Kupffer cell,Positive Regulation Of Phagocytosis (GO:0050766),-1.158706423894212,0.6777444705911284
Liver,Kupffer cell,Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),-1.1585454070851178,0.6673546236994258
Liver,Kupffer cell,Positive Regulation Of Cell Motility (GO:2000147),1.1578274696804685,0.8600908525543545
Liver,Kupffer cell,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),1.1576551521876353,0.8569753481057453
Liver,Kupffer cell,Positive Regulation Of Myoblast Differentiation (GO:0045663),1.1575760326791762,0.853469774011164
Liver,Kupffer cell,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),1.1561437376363048,0.8550957862861858
Liver,Kupffer cell,Regulation Of Intracellular Signal Transduction (GO:1902531),1.15609497357337,0.8514997010746489
Liver,Kupffer cell,Lipid Transport (GO:0006869),1.156014392100117,0.8481666773015811
Liver,Kupffer cell,Positive Regulation Of Inflammatory Response (GO:0050729),1.1553521561182114,0.8469908864016098
Liver,Kupffer cell,mRNA Stabilization (GO:0048255),-1.1548161223000464,0.6683216740097984
Liver,Kupffer cell,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),1.154457331951749,0.8467188708134513
Liver,Kupffer cell,ERBB Signaling Pathway (GO:0038127),1.152975916825116,0.8490677556565445
Liver,Kupffer cell,Peptide Metabolic Process (GO:0006518),1.1528471610522335,0.8458864806485964
