tissue,cell_type,go_term,NES,FDR
Fat,endothelial cell,Regulation Of Cellular Response To Stress (GO:0080135),0.9904159097031624,1.0
Fat,endothelial cell,Negative Regulation Of Cell Population Proliferation (GO:0008285),-0.9903486051086554,1.0
Fat,endothelial cell,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),-0.9902462910318868,1.0
Fat,endothelial cell,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",0.9901123926143328,0.999452628020858
Fat,endothelial cell,Regulation Of MAPK Cascade (GO:0043408),-0.989160397596871,1.0
Fat,endothelial cell,Intracellular Protein Transport (GO:0006886),-0.9891297607044488,1.0
Fat,endothelial cell,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),-0.9887168529380976,1.0
Fat,endothelial cell,Positive Regulation Of Immune Response (GO:0050778),0.9885329815422812,1.0
Fat,endothelial cell,Stem Cell Differentiation (GO:0048863),-0.9876097290926884,1.0
Fat,endothelial cell,Negative Regulation Of Protein Binding (GO:0032091),0.9875439715800676,1.0
Fat,endothelial cell,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),0.9872263339891194,0.999042099706004
Fat,endothelial cell,Fatty Acid Oxidation (GO:0019395),-0.987053787687011,1.0
Fat,endothelial cell,Vacuolar Acidification (GO:0007035),-0.986370287510915,1.0
Fat,endothelial cell,Positive Regulation Of Chemotaxis (GO:0050921),0.9856170929830028,1.0
Fat,endothelial cell,Axon Development (GO:0061564),-0.984727466130049,1.0
Fat,endothelial cell,Determination Of Heart Left/Right Asymmetry (GO:0061371),0.9844759564927896,1.0
Fat,endothelial cell,Mitochondrial Translation (GO:0032543),0.9841892347824828,0.999299782478014
Fat,endothelial cell,Neurogenesis (GO:0022008),-0.9831091193849124,1.0
Fat,endothelial cell,Base-Excision Repair (GO:0006284),0.982531118883608,1.0
Fat,endothelial cell,Macrophage Activation (GO:0042116),-0.9808726187268716,1.0
Fat,endothelial cell,Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),0.9806847634305488,1.0
Fat,endothelial cell,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),-0.980344895514112,1.0
Fat,endothelial cell,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),-0.980344895514112,1.0
Fat,endothelial cell,Regulation Of Sodium Ion Transport (GO:0002028),0.979854957305192,1.0
Fat,endothelial cell,Proteolysis (GO:0006508),-0.9790959890333448,1.0
Fat,endothelial cell,Negative Regulation Of Transferase Activity (GO:0051348),-0.978807036262902,1.0
Fat,endothelial cell,Secondary Alcohol Metabolic Process (GO:1902652),-0.9786061593823342,1.0
Fat,endothelial cell,Receptor Internalization (GO:0031623),-0.978203640664,1.0
Fat,endothelial cell,Non-Membrane-Bounded Organelle Assembly (GO:0140694),-0.9762559631211492,1.0
Fat,endothelial cell,Selective Autophagy (GO:0061912),-0.9762352699648768,1.0
Fat,endothelial cell,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),-0.9761630849029868,1.0
Fat,endothelial cell,Positive Regulation Of Cation Channel Activity (GO:2001259),0.9744338897561956,1.0
Fat,endothelial cell,Iron-Sulfur Cluster Assembly (GO:0016226),0.9742858483638186,1.0
Fat,endothelial cell,Metallo-Sulfur Cluster Assembly (GO:0031163),0.9742858483638186,1.0
Fat,endothelial cell,Neuron Differentiation (GO:0030182),-0.9734689977230118,1.0
Fat,endothelial cell,Apoptotic Process (GO:0006915),0.973314057849713,1.0
Fat,endothelial cell,Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.9726860842617244,1.0
Fat,endothelial cell,Positive Regulation Of Protein Kinase Activity (GO:0045860),0.9726835532312464,1.0
Fat,endothelial cell,Epithelial Tube Morphogenesis (GO:0060562),0.9707136318554462,1.0
Fat,endothelial cell,Positive Regulation Of Protein Polymerization (GO:0032273),-0.9705548628054348,1.0
Fat,endothelial cell,Regulation Of Protein Transport (GO:0051223),0.9705360099890196,1.0
Fat,endothelial cell,Negative Regulation Of Binding (GO:0051100),0.9701270671600593,1.0
Fat,endothelial cell,Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),-0.9695677242999192,1.0
Fat,endothelial cell,Purine Ribonucleotide Catabolic Process (GO:0009154),-0.9674448897170964,1.0
Fat,endothelial cell,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.9669863337452468,1.0
Fat,endothelial cell,Protein K63-linked Ubiquitination (GO:0070534),0.9669551173451154,1.0
Fat,endothelial cell,Metal Ion Transport (GO:0030001),-0.9662532882213778,1.0
Fat,endothelial cell,Chromosome Organization (GO:0051276),0.9654622993903558,1.0
Fat,endothelial cell,Cholesterol Transport (GO:0030301),0.964259047736846,1.0
Fat,endothelial cell,Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),-0.9634234205005976,1.0
Fat,endothelial cell,Regulation Of Notch Signaling Pathway (GO:0008593),0.963045575624308,1.0
Fat,endothelial cell,Ribonucleoprotein Complex Biogenesis (GO:0022613),-0.9624336373909024,1.0
Fat,endothelial cell,Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),-0.9621930217721096,1.0
Fat,endothelial cell,Monoubiquitinated Histone Deubiquitination (GO:0035521),-0.9621930217721096,1.0
Fat,endothelial cell,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),0.9619230129276396,1.0
Fat,endothelial cell,Fatty Acid Metabolic Process (GO:0006631),-0.9619007320868556,1.0
Fat,endothelial cell,Oligosaccharide Metabolic Process (GO:0009311),0.9611526833237564,1.0
Fat,endothelial cell,post-Golgi Vesicle-Mediated Transport (GO:0006892),-0.9611149444436646,1.0
Fat,endothelial cell,RNA Methylation (GO:0001510),-0.9608005008381132,1.0
Fat,endothelial cell,Vesicle Organization (GO:0016050),0.9606173188202076,1.0
Fat,endothelial cell,Spliceosomal Complex Assembly (GO:0000245),0.9600463915972663,1.0
Fat,endothelial cell,Intracellular Iron Ion Homeostasis (GO:0006879),-0.9590367990713128,1.0
Fat,endothelial cell,Protein Localization To Chromosome (GO:0034502),-0.9582211187450778,1.0
Fat,endothelial cell,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),0.9577650181785452,1.0
Fat,endothelial cell,Regulation Of Cell Morphogenesis (GO:0022604),-0.9573205296126432,1.0
Fat,endothelial cell,Maturation Of SSU-rRNA (GO:0030490),-0.9563984185554985,1.0
Fat,endothelial cell,Sensory Perception Of Light Stimulus (GO:0050953),-0.9558924525149808,1.0
Fat,endothelial cell,Monoatomic Cation Homeostasis (GO:0055080),-0.9556903073064932,1.0
Fat,endothelial cell,Regulation Of Gene Expression (GO:0010468),-0.9555808392980482,1.0
Fat,endothelial cell,Protein Secretion (GO:0009306),-0.9549397157260312,1.0
Fat,endothelial cell,DNA-templated Transcription Initiation (GO:0006352),0.9546551002415428,1.0
Fat,endothelial cell,Microtubule Polymerization (GO:0046785),0.953976518730638,1.0
Fat,endothelial cell,Transport Across Blood-Brain Barrier (GO:0150104),-0.9538956303880612,1.0
Fat,endothelial cell,Regulation Of Amide Metabolic Process (GO:0034248),-0.9526901822401728,1.0
Fat,endothelial cell,Regulation Of RNA Splicing (GO:0043484),0.9518551637100606,1.0
Fat,endothelial cell,Histone H3 Acetylation (GO:0043966),0.951587569910194,1.0
Fat,endothelial cell,Regulation Of Protein Polymerization (GO:0032271),-0.9514395827308332,1.0
Fat,endothelial cell,Cellular Response To Topologically Incorrect Protein (GO:0035967),-0.9499753267513528,1.0
Fat,endothelial cell,Mitotic Spindle Assembly (GO:0090307),-0.948773135711644,1.0
Fat,endothelial cell,T Cell Differentiation (GO:0030217),-0.94757546452496,1.0
Fat,endothelial cell,Negative Regulation Of Growth (GO:0045926),-0.9472263960429002,1.0
Fat,endothelial cell,Regulation Of Cholesterol Efflux (GO:0010874),0.9468862601360576,1.0
Fat,endothelial cell,Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),-0.9463541493683588,1.0
Fat,endothelial cell,Positive Regulation Of Cell Growth (GO:0030307),0.9460350815784044,1.0
Fat,endothelial cell,Positive Regulation Of T Cell Differentiation (GO:0045582),0.9459247706950416,1.0
Fat,endothelial cell,Organelle Organization (GO:0006996),0.9458072918558972,1.0
Fat,endothelial cell,Positive Regulation Of DNA Repair (GO:0045739),0.9453058275449326,1.0
Fat,endothelial cell,Spindle Assembly (GO:0051225),-0.9451092479152544,1.0
Fat,endothelial cell,Cortical Cytoskeleton Organization (GO:0030865),0.944846264672026,1.0
Fat,endothelial cell,Regulation Of Cell Cycle Process (GO:0010564),0.9448248824392124,1.0
Fat,endothelial cell,Positive Regulation Of Cell Cycle (GO:0045787),-0.9446564733510964,1.0
Fat,endothelial cell,Vesicle-Mediated Transport (GO:0016192),-0.9445872572104436,1.0
Fat,endothelial cell,Membrane Fusion (GO:0061025),-0.943834367368012,1.0
Fat,endothelial cell,Regulation Of Chromosome Organization (GO:0033044),0.9432704602309216,1.0
Fat,endothelial cell,Positive Regulation Of Innate Immune Response (GO:0045089),0.9426083583764152,1.0
Fat,endothelial cell,Regulation Of T Cell Differentiation (GO:0045580),0.942207389978986,1.0
Fat,endothelial cell,Heterochromatin Formation (GO:0031507),0.941967734621326,1.0
Fat,endothelial cell,Negative Regulation Of Innate Immune Response (GO:0045824),0.9411877994036238,1.0
Fat,endothelial cell,"RNA Splicing, Via Transesterification Reactions (GO:0000375)",-0.9411330551850314,1.0
Fat,endothelial cell,Response To Insulin (GO:0032868),0.9408197242539508,1.0
Fat,endothelial cell,Protein-Containing Complex Organization (GO:0043933),0.9405185097779004,1.0
Fat,endothelial cell,Regulation Of Cell Population Proliferation (GO:0042127),-0.9405027579032242,1.0
Fat,endothelial cell,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),-0.9403745035622332,1.0
Fat,endothelial cell,Organic Substance Transport (GO:0071702),-0.9402907313860216,1.0
Fat,endothelial cell,Eye Development (GO:0001654),-0.940044650893563,1.0
Fat,endothelial cell,Cellular Response To BMP Stimulus (GO:0071773),-0.9398788126823872,1.0
Fat,endothelial cell,BMP Signaling Pathway (GO:0030509),-0.9398788126823872,1.0
Fat,endothelial cell,Protein Localization (GO:0008104),0.939479963267507,1.0
Fat,endothelial cell,Positive Regulation Of Type II Interferon Production (GO:0032729),0.9393435580010148,1.0
Fat,endothelial cell,Positive Regulation Of Protein Binding (GO:0032092),0.93913405215961,1.0
Fat,endothelial cell,Regulation Of JUN Kinase Activity (GO:0043506),0.9390758532067106,1.0
Fat,endothelial cell,Regulation Of Angiogenesis (GO:0045765),0.9389029170381488,1.0
Fat,endothelial cell,Negative Regulation Of Cellular Catabolic Process (GO:0031330),-0.9383302560464384,1.0
Fat,endothelial cell,Positive Regulation Of Multicellular Organismal Process (GO:0051240),0.9381561088485636,1.0
Fat,endothelial cell,Intracellular Protein Transmembrane Transport (GO:0065002),0.937670293038246,0.9997471926180422
Fat,endothelial cell,Regulation Of Cellular Biosynthetic Process (GO:0031326),0.9376650874243156,0.9966518273681164
Fat,endothelial cell,Ribosome Biogenesis (GO:0042254),-0.9365808420490932,1.0
Fat,endothelial cell,Negative Regulation Of Secretion By Cell (GO:1903531),-0.9365030522401352,1.0
Fat,endothelial cell,Sensory Perception Of Sound (GO:0007605),-0.9362171678131564,1.0
Fat,endothelial cell,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),-0.9359094294231312,1.0
Fat,endothelial cell,Regulation Of Protein Catabolic Process (GO:0042176),0.9358161479254796,0.999412144151856
Fat,endothelial cell,Regulation Of Proteolysis (GO:0030162),-0.9354218153655152,1.0
Fat,endothelial cell,Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),-0.9350289162549618,1.0
Fat,endothelial cell,Gland Development (GO:0048732),0.9336875020861296,1.0
Fat,endothelial cell,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),-0.932933650605124,1.0
Fat,endothelial cell,Positive Regulation Of Protein Modification Process (GO:0031401),-0.9325824428381904,1.0
Fat,endothelial cell,Response To Ionizing Radiation (GO:0010212),0.9325404045950167,1.0
Fat,endothelial cell,Protein Stabilization (GO:0050821),-0.932388505648608,1.0
Fat,endothelial cell,Anterograde Trans-Synaptic Signaling (GO:0098916),0.9293981698501076,1.0
Fat,endothelial cell,Regulation Of Embryonic Development (GO:0045995),0.9290687211851736,1.0
Fat,endothelial cell,Sterol Homeostasis (GO:0055092),0.9290417209609624,1.0
Fat,endothelial cell,Golgi To Plasma Membrane Transport (GO:0006893),0.9284250403192418,1.0
Fat,endothelial cell,Autophagosome Maturation (GO:0097352),-0.9280983273799726,1.0
Fat,endothelial cell,Regulation Of Chemotaxis (GO:0050920),0.9279954047143444,1.0
Fat,endothelial cell,Regulation Of DNA Biosynthetic Process (GO:2000278),-0.9277049048629338,1.0
Fat,endothelial cell,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),-0.9273909684937668,1.0
Fat,endothelial cell,Translation (GO:0006412),-0.926459972655165,1.0
Fat,endothelial cell,Neuron Projection Morphogenesis (GO:0048812),0.9263924179726444,1.0
Fat,endothelial cell,Nervous System Development (GO:0007399),0.9262741804843064,1.0
Fat,endothelial cell,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),0.9252599532342908,1.0
Fat,endothelial cell,Cellular Response To Peptide (GO:1901653),0.9242975350511808,1.0
Fat,endothelial cell,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),-0.9241551746780116,1.0
Fat,endothelial cell,Maturation Of LSU-rRNA (GO:0000470),-0.9240377239183808,1.0
Fat,endothelial cell,Membrane Organization (GO:0061024),-0.9234381012328624,1.0
Fat,endothelial cell,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),-0.9226202882925292,1.0
Fat,endothelial cell,Circulatory System Development (GO:0072359),-0.9220241830896364,1.0
Fat,endothelial cell,Lysosome Organization (GO:0007040),-0.9219948335711168,1.0
Fat,endothelial cell,Regulation Of Protein Localization To Cell Surface (GO:2000008),-0.9217937282976032,1.0
Fat,endothelial cell,RNA Export From Nucleus (GO:0006405),0.9203522266087406,1.0
Fat,endothelial cell,Regulation Of Cell Growth (GO:0001558),0.9202595324430952,1.0
Fat,endothelial cell,Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),-0.92003572902093,1.0
Fat,endothelial cell,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),0.9198062040535208,1.0
Fat,endothelial cell,DNA Integrity Checkpoint Signaling (GO:0031570),0.9196895997693668,1.0
Fat,endothelial cell,Nucleic Acid-Templated Transcription (GO:0097659),0.9175911932821004,1.0
Fat,endothelial cell,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),-0.917203895447644,1.0
Fat,endothelial cell,Positive Regulation Of Gene Expression (GO:0010628),-0.9171685160444212,1.0
Fat,endothelial cell,Negative Regulation Of Protein Kinase Activity (GO:0006469),-0.91712739836483,1.0
Fat,endothelial cell,Positive Regulation Of Organelle Assembly (GO:1902117),-0.9171080919241608,1.0
Fat,endothelial cell,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),-0.916693192591702,1.0
Fat,endothelial cell,Cellular Respiration (GO:0045333),-0.916488618786218,1.0
Fat,endothelial cell,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),-0.916392578537666,1.0
Fat,endothelial cell,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),-0.915514724576302,1.0
Fat,endothelial cell,Synaptic Vesicle Exocytosis (GO:0016079),-0.9152307492614504,1.0
Fat,endothelial cell,Regulation Of Vesicle-Mediated Transport (GO:0060627),0.9150946835280792,1.0
Fat,endothelial cell,Regulation Of Protein Kinase Activity (GO:0045859),-0.9148772982851362,1.0
Fat,endothelial cell,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),0.9147196867065328,1.0
Fat,endothelial cell,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),-0.9146711286117308,1.0
Fat,endothelial cell,Negative Regulation Of Protein Phosphorylation (GO:0001933),-0.9143964086283968,1.0
Fat,endothelial cell,Multivesicular Body Assembly (GO:0036258),-0.914325908871488,1.0
Fat,endothelial cell,Peptidyl-Lysine Modification (GO:0018205),0.9140220217120576,1.0
Fat,endothelial cell,Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),-0.912650729916342,1.0
Fat,endothelial cell,Mitochondrion Disassembly (GO:0061726),-0.9125505150697836,1.0
Fat,endothelial cell,Negative Regulation Of Gene Expression (GO:0010629),0.9123565751929348,1.0
Fat,endothelial cell,Glycosaminoglycan Metabolic Process (GO:0030203),-0.9120500600989296,1.0
Fat,endothelial cell,Glucose Metabolic Process (GO:0006006),-0.9115736091528828,1.0
Fat,endothelial cell,Gene Expression (GO:0010467),-0.9110853581412236,1.0
