__mclCluster,EnrichmentMap::-log10(pvalue) (non_human_up),EnrichmentMap::-log10(pvalue)*sign(NES) (non_human_up),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (non_human_up),EnrichmentMap::ES (non_human_up),EnrichmentMap::fdr_qvalue (non_human_up),EnrichmentMap::fwer_qvalue (non_human_up),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (non_human_up),EnrichmentMap::pvalue (non_human_up),name,selected,shared name
6,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.6802744E-3,,TOR1A|KRT5|KRT16|KRT75|DSP|KRT2|EVPLL|KRT15|KRT23|NEFH|KRT24|NEFL|KRT19|KRT26|KRT3|EPPK1|KRT31|KRT32|KRT4|KRT12|KRT33A|KRT34|DST|KRT35|KRT37|FAM83H|KRT38|KRT40|KRT6C|KRT7|KRT72|KRT73|KRT74|KLHL24|KRT77|KRT78|KRT36|KRT79|KRT80|KRT84|KRT81|KRT82|KRT85|KRT86|KRT9|NEFM|PPL|PRPH|EVPL|KRT10|KRT20|SYNC|TCHH|ATP8A2|KRT1|KRT76|KRT6B|ARHGEF28|PKP2|ATXN3|KRT25|VIM|DNAJB6|KRT27|KRT28|KRT33B|KRT83|PKP1|NES|BFSP1|CSNK1A1|BFSP2|BBLN|INA|AGFG1|AGFG2|ATF2|GFAP|KRT6A|ERBIN|KRT13|SYNM|MTM1|SHH|NDEL1|PLEC|KRT17|KRT18|VPS54|KRT14|CLN8|MACF1|DES|RAF1|SOD1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,95,ENR,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,1,0,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,FALSE,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS
9,2.6785183912003601,2.6785183912003601,2.6785183912003601,0.99790356400000002,,1.0929416000000001E-2,,BMP4|MYC|AMPD2|WNT11|SGPL1|LIF|SIX1|SNX17|HMGCS2|RARB|WNK4|DLG1|BMP10|NPNT|GLI3|CD34|COMT|TCF21|ARG2|EFNB2|CENPF|PDGFRB|RDH10|PCSK9|CAT|PDGFA|LAMA5|PDGFB|MAGED1|FRAS1|MTSS1|NUP107|NUP133|PKD1|SLC34A1|OSR2|NKX3-1|SPRY1|SIX4|SALL1|HEYL|SIX2|SMO|FOXC1|NFIA|HOXD11|POU3F3|PTCH1|GDF6|SMAD5|EDNRB|PCSK5|VEGFA|ADAMTS16|PKD2|PKHD1|PRICKLE1|PROX1|AGTR2|FADD|MMP17|ZMPSTE24|BAX|SOX11|BCL2|FOXJ1|PRDM1|AQP11|BCL2L11|ENPEP|GATA3|BAG6|GCNT1|DYNC2H1|MME|NOTCH2|TACSTD2|SOX17|CD24|SOX4|GCNT4|GREM1|RPGRIP1L|BMI1|PLCE1|C1ORF54|CYP4A22|IL6R|ASS1|DCHS1|ARL3|CALB1|CASP9|KCNJ8|ITGA3|CITED1|NDUFS6|UMOD|FGFR2|ITGB3|EDN1|STRA6|EDNRA|LGR4|ERBB4|HOXB7|WT1|EPHA7|NUP160|WNT2B|WNT9B|AHI1|MAGI2|RHOA|EZH2|MEF2C|GDNF|BMP6|DACT2|KLF15|HES5|LIN28A|NOTCH3|NF1|NUP85|REN|CUL3|SMAD6|KIRREL3|PDGFD|PECAM1|WNT7B|PYGO1|SEC61A1|CRLF1|PYGO2|WWTR1|PAX2|AMER1|PAX8|PODXL|PTPRO|APH1A|MMP9|RET|MPV17|ANKS6|GREB1L|SHH|LRP4|FGF1|TGFBR1|GFRA1|NLE1|CC2D2A|ADAMTS6|PTCD2|CNTRL|VANGL2|TREX1|BMP7|SLIT2|BMP2|EYA1|LRRK2|FGF10|FGF8|SOX8|TGFB2|CD2AP|ANGPT1|HELLS|DLL1|CFLAR|IQGAP1|HOXC11|PRKX|WNT5A|RRM2B|CTNNBIP1|ADAMTS1|EGR1|FOXF1|SMAD3|CER1|GZF1|HOXA11|HNF1A|TMEM59L|HNF1B|DCHS2|TNS2|SERPINF1|KCNJ1|DLG5|TBX18|CDKN1C|LZTS2|MYOCD|AKR1B1|DTNBP1|SMAD2|COL4A4|AQP2|TFAP2B|ZBTB16|MPST|OSR1|SMAD7|TTC8|BASP1|IFT25|IFT20|IFT27|IFT88|ID2|KANK2|KLHL3|TP73|AP1B1|ACE|EPCAM|ACVR2B|FBN1|FOXC2|NOG|OVOL1|PBX1|NIPBL|SDC4|LGR5|SFRP1|C1GALT1|CYP4A11|CTSH|HAS2|JMJD6|ILK|APAF1|BLOC1S6|ANGPT2|JAG1|NPHS1|WFS1|DDC|GDF11|ITGA8|HS2ST1|HS3ST3A1|COL4A3|HS3ST3B1|CYP26A1|ACTA2|CYP26B1|EPHA4|TFAP2A|AGT|FOXD1|TRAF3IP2|BICC1|WNT1|INVS|PLXND1|CTNNB1|EXT1|AQP1|KIF26B|SMAD1|HES1|EMX2|LAMB2|PTK7|LRP2|NID1|TSC1|ZBTB14|SMAD4|AP2B1|SLC22A1|GPC3|IRX1|IRX2|IRX3|ODC1|HYAL2|TIPARP|WNT6|RARA|TGFB1|NOTCH1|UPK3A|FGF2|FGFR1|GCNT3|NRP1|CEP290|PDGFRA|GLI2|WDPCP|YAP1|SIM1|GPR4|ACAT1|FREM2|TBC1D32|ADIPOQ|ROBO2|LHX1|NPHP3|SLC22A6|COL4A1|PROM1|ID3|GLIS2|PPP3CA|ZNG1A|ASXL1|HPGD|TEK|BMPER|ALDH1A2|RBP4|TRAF3IP1|FLCN|MYO1E|SERPINB7|NPHS2|WNT4|AGTR1|STAT1|SOX9|SULF1|ARID5B|SULF2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RENAL_SYSTEM_DEVELOPMENT,334,ENR,GOBP_RENAL_SYSTEM_DEVELOPMENT,1,2.0964360000000001E-3,GOBP_RENAL_SYSTEM_DEVELOPMENT,FALSE,GOBP_RENAL_SYSTEM_DEVELOPMENT
,1.97863693518192,1.97863693518192,1.97863693518192,0.98949579799999998,,8.8729370000000002E-2,,CYP39A1|SCARF1|SNX17|SPP1|SRD5A1|SRD5A2|STS|SULT1E1|CYP1A2|YWHAH|CYP24A1|CYP27A1|CYP27B1|CYP3A4|CYP46A1|AKR1D1|CYP7A1|SCARB1|FGF23|HSD11B1|HSD17B11|HSD17B14|HSD17B6|APOE|CYP19A1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_STEROID_CATABOLIC_PROCESS,25,ENR,GOBP_STEROID_CATABOLIC_PROCESS,1,1.0504202000000001E-2,GOBP_STEROID_CATABOLIC_PROCESS,FALSE,GOBP_STEROID_CATABOLIC_PROCESS
8,2.6989700043360201,2.6989700043360201,2.6989700043360201,0.998,,3.7526405999999998E-2,,IZUMO1|LLCFC1|PLCZ1|SPACA5|SPACA6|SPATA46|SPESP1|TMEM95|WDR54|NPM2|IGSF8|RAB3A|DRC1|CD46|IQCF1|GLRA1|CD9|TRIM36|BSPH1|ZP3|CCDC87|CDK1|ELSPBP1|ROPN1B|FAM170B|CLGN|LHFPL2|COL6A1|CRKL|SLIRP|DEFB126|HOXA10|HOXA11|CNTLN|DKKL1|HVCN1|NOX5|HOXD9|ATP8B3|H3-3A|H3-3B|TCP1|ITPR1|SNU13|FREY1|IRAG2|AP3B1|DCST1|TPST2|AKAP3|PPP3R2|FBXO24|FETUB|NPR2|GLRB|PLA2G10|AR|SPINK1|FCRL3|ASTL|CCDC136|FOLR2|LYZL4|LYZL6|VDAC2|SLC9B1|SPINK13|ANTXR2|EQTN|HOXA9|PRSS37|GARIN4|CCDC159|SPAG1|CFAP119|PLB1|PLCB1|CFAP57|GARIN1B|RNASE10|STXBP1|GARIN3|RIMS1|WDR48|CECR2|TUBGCP3|UMODL1|UBXN8|BBOF1|POC1B|SYT6|UNC13B|SERPINA5|ASH1L|ZP4|SMCP|KDM5B|CCT2|CCT3|CCT4|PARK7|CCT5|CCT7|CCT8|PITHD1|FOXL2|LCN6|CCNO|ALDOA|SERPINA10|STX2|CFAP52|OR1D2|MYH9|ODAD3|SPACA3|HYAL3|SYT8|FOLR1|FOLR3|PRND|TMPRSS12|SMAD4|UBE3A|MST1R|CCDC146|IFTAP|IQCH|ZPBP|OR10J1|ZPBP2|HOXD10|FCRL5|SPACA7|SPAG8|TEX46|LRRC46|PLAT|UBAP2L|WBP2NL|GMNC|WEE2|HEXB|MFGE8|ADAM18|ADAM32|NLRP5|LY6K|PRSS55|SPA17|SPACA4|TEX101|TMEM81|ZAN|ZP1|HSPA1L|PKDREJ|ZP2|B4GALT1|PAEP|PCSK4|TRPC7|CACNA1H|SLC22A16|ADCY3|ABHD2|ADAM20|MCIDAS|ADAM21|OVGP1|ADAM2|ACR|SPAM1|CRISP1|GNPDA1|DCST2|TRPC3|TARBP2|GLIPR1L1|PLCD4|TRPC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SINGLE_FERTILIZATION,181,ENR,GOBP_SINGLE_FERTILIZATION,1,2E-3,GOBP_SINGLE_FERTILIZATION,FALSE,GOBP_SINGLE_FERTILIZATION
3,2.71432976660709,2.71432976660709,2.71432976660709,0.99806949810000001,,2.5157783E-2,,RPS28|MYC|RPS6|NAF1|NAT10|ZNHIT3|ZNHIT6|IPPK|RPUSD4|RRP1B|DDX56|BRF1|DHX37|SART1|NVL|NUDT16|SDE2|NOP9|RPS15|ISG20|DROSHA|MTOR|SNU13|MACROH2A1|XRN1|MACROH2A2|TP53|RPS7|UTP25|RPL11|TAF1B|DDX49|DEDD2|TCOF1|DIS3|NOP53|DIS3L|WBP11|PELO|ERI1|LYAR|ANG|EXOSC1|RRP7A|EXOSC4|EXOSC5|FBLL1|GTF2H5|NIFK|BUD23|DIMT1|EMG1|MRTO4|FBL|FDXACB1|EXOSC2|FTSJ3|EXOSC7|EXOSC8|METTL15|NSUN4|EXOSC9|METTL25B|METTL5|MRM1|MRM3|NSUN5|GTF3C1|GTF3C2|MAPT|RPUSD1|GTF3C3|SPOUT1|GTF3C4|TSR3|GTF3C5|ZCCHC4|GTF3C6|POLR1B|BMS1|BYSL|REXO4|C1D|CHD7|ERN2|DDX10|MARS1|DDX18|DDX27|DDX51|DDX52|POLR1D|DDX54|POLR1E|POLR1F|EBNA1BP2|POLR2E|ESF1|SLFN12|FCF1|SLFN14|MYG1|RPS19|GTF3A|HEATR1|CDKN2A|IMP3|IMP4|POP4|KRI1|POP5|RIOK3|KRR1|POP7|LAS1L|SBDS|MAK16|METTL18|MPHOSPH6|TRIR|NGDN|DDX11|NOB1|WDR43|NOC4L|NOL10|NOL11|NOL6|NOL7|RPP25|NOL8|RNASEL|NOL9|RPP30|NOLC1|RPP38|ERCC6|RPP40|NOP14|GAR1|NOP56|RPUSD2|SLFN13|NOP58|CAVIN1|NHP2|NPM3|RIOK2|NOP10|NSA2|PA2G4|PAK1IP1|PDCD11|PELP1|PES1|PIN4|POLR1G|PPAN|TENT4B|PWP1|RBFA|RBM34|TRMT112|RCL1|TRMT61B|REXO1|REXO5|TRMT2B|RIOK1|RPF1|XRN2|RPL14|RPL26|RPL27|RPL35|RPL35A|RPL7|RPL7A|RPL7L1|RPS16|RPS17|RPS21|RPS24|RPS25|DDX21|RPS8|RRP1|SPIN1|RRP15|SIRT7|RRP36|RRP8|RRP9|SLX9|SRFBP1|TBL3|TSR1|TSR2|DDX17|URB1|YTHDF2|UTP11|UTP14A|UTP15|UTP18|UTP20|UTP23|DDX47|PRKDC|UTP3|UTP4|UTP6|WDR12|WDR3|WDR36|WDR46|WDR55|WDR74|WDR75|YBEY|EIF4A3|EXOSC10|FRG1|SMARCA4|GEMIN4|SMARCB1|SUV39H1|RRS1|TOP1|KAT2B|LSM6|METTL16|MPHOSPH10|MTREX|NCL|DKC1|DEDD|ERCC2|EXOSC3|EXOSC6|USP36|GTPBP4|DCAF13|NSUN3|ABT1|BOP1|BRIX1|EIF6|MRM2|MTERF4|NOP2|PIH1D1|PIH1D2|PWP2|RPF2|AK6|RPL5|TFB1M|RPS14|TFB2M|WDR18|RPS27,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RRNA_METABOLIC_PROCESS,262,ENR,GOBP_RRNA_METABOLIC_PROCESS,1,1.9305018999999999E-3,GOBP_RRNA_METABOLIC_PROCESS,FALSE,GOBP_RRNA_METABOLIC_PROCESS
,2.71432976660709,2.71432976660709,2.71432976660709,1,,0,,RPS28|RPL24|RPL29|RPS5|RPS6|RPSA2|RPS13|RPS26|RPL3|CSDE1|RPL14|SMYD5|RPL26|GTPBP1|RPL26L1|AKT2|RPL27|RPL35|RPL35A|RPL7|RPL7A|RPLP0|RPS11|RPS12|EIF2B1|RPS16|EIF2B3|EIF3A|RPS17|EIF2B4|EIF3B|EIF3D|EIF4A1|RPS21|EIF3F|RPS24|EIF3G|RPS25|EIF3L|RPS27A|RPS3A|DRG1|RPS4X|RPS8|RPS9|PKM|ZC3H15|RPL10|RPS15|RPL22|EEF2|RACK1|YTHDF2|EIF2B5|EIF4G1|RPS23|FAU|RPL10A|MTOR|DHX9|NEMF|RPS3|NCK1|PAIP1|NMNAT2|PARP16|FMR1|RPSA|RPL13|SYNCRIP|RPS7|HNRNPU|RPL23|RPL30|RPL39|RPL37|RPS20|RPL11|CPEB3|SH3BGRL|DENR|EIF2D|EIF2B2|CPEB4|EIF4A2|IMPACT|MCTS1|MIF4GD|AARS1|UBA52|YBX1|EIF3E|METTL3|ETF1|NCBP1|NCBP2|IGF2BP1|PABPC1|LIN28A|DRG2|RPL12|ALKBH3|RPL15|RPL17|RPL18|RPL18A|RPL19|UNK|ZNF385A|CPEB1|FTSJ1|RPL21|RPL22L1|PIWIL2|RPL23A|PKP1|RPL27A|RPL28|RPL31|RPS15A|RPL32|RPL34|RPL36|RPL36A|RPL37A|RPL4|DHX36|RPL41|RPL6|RPL8|RPL9|HHEX|RPS10|RPS18|RPS29|RPS2|RWDD1|RPL13A|RPS19|CNBP|EIF3H|HNRNPD|DHX29|EIF2S2|EIF2S3|EIF2S3B|EIF3C|EIF3CL|CPEB2|EIF3I|EIF3J|RBM24|YBX3|EEF1D|EIF3K|EIF3M|EIF4B|RPLP1|EIF4H|RPLP2|EIF5|RBM4|MCTS2|SARS1|SLBP|RPL38|RPL5|RPS14|RPS27,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CYTOPLASMIC_TRANSLATION,169,ENR,GOBP_CYTOPLASMIC_TRANSLATION,1,0,GOBP_CYTOPLASMIC_TRANSLATION,FALSE,GOBP_CYTOPLASMIC_TRANSLATION
7,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.1804276000000001E-2,,C3|C1QBP|TREM2|C4BPA|C4BPB|MASP2|CD46|CR1|CR1L|CR2|C1QA|C1QB|C1QC|C1R|C1RL|C1S|C2|MBL2|C4A|C4B|C6|C7|C8A|C8B|C8G|C9|C5|CD55|CFI|SERPING1|CLU|SUSD4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,32,ENR,GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,1,0,GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,FALSE,GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY
8,2.7109631171712398,2.7109631171712398,2.7109631171712398,0.99805447469999997,,4.1683853E-2,,IZUMO1|LLCFC1|PLCZ1|SPACA5|SPACA6|SPATA46|SPESP1|TMEM95|WDR54|NPM2|TSSK4|DRC1|IQCF1|GLRA1|CD9|CDK1|ROPN1B|PRDM9|COL6A1|KLHL10|CRKL|DEFB126|CNTLN|DKKL1|HOXD9|H3-3A|H3-3B|TCP1|SNU13|FREY1|AP3B1|DCST1|TPST2|FETUB|NPR2|GLRB|PLA2G10|AR|BAX|FCRL3|FOLR2|LYZL4|BCL2L1|LYZL6|EQTN|GARIN4|NR2F2|CCDC159|SPAG1|CFAP119|PLB1|PLCB1|CFAP57|RNASE10|RIMS1|CECR2|BBOF1|SYT6|SERPINA5|BBS1|CLIC4|PARK7|UBE2Q1|FOXL2|LCN6|NECTIN3|INTS13|OR1D2|MYH9|PRND|UBE3A|CCDC146|WBP2NL|WEE2|CATSPER2|ADAM18|ADAM32|SPTBN4|LY6K|PRSS55|SPA17|SPACA4|TEX101|TMEM81|ZAN|ZP1|HSPA1L|PKDREJ|ZP2|NECTIN2|YBX3|PCSK4|TRPC7|ABHD2|ADAM20|ADAM21|APOB|PRDM14|ACR|TRPC3|TARBP2|TRPC6|AAAS|IGSF8|RAB3A|CD46|ATP1A4|TRIM36|BSPH1|ZP3|CCDC87|CFAP69|ELSPBP1|FNDC3A|FAM170B|CLGN|LHFPL2|TDRD12|SLIRP|TDRD9|HOXA10|HOXA11|HVCN1|NOX5|TDRKH|ATP8B3|MAEL|ITPR1|IRAG2|AKAP3|PPP3R2|FBXO24|ACRBP|SPINK1|ASTL|CCDC136|RIMBP3|RIMBP3C|VDAC2|SLC9B1|SPINK13|ANTXR2|HOXA9|PRSS37|SPATA22|SYCP2|GARIN1B|STXBP1|GARIN3|WDR48|REC8|TUBGCP3|UMODL1|UBXN8|POC1B|UNC13B|ASH1L|ZP4|SMCP|KDM5B|CCT2|CCT3|CCT4|CCT5|CCT7|CCT8|PITHD1|CCNO|ALDOA|SERPINA10|STX2|CFAP52|ODAD3|SPACA3|HYAL3|SYT8|FOLR1|FOLR3|TMPRSS12|EHMT2|SMAD4|MST1R|IFTAP|IQCH|ZPBP|OR10J1|ZPBP2|HOXD10|OVCH2|FCRL5|SPACA7|SPAG8|TEX46|LRRC46|NELL2|PLAT|UBAP2L|GMNC|HEXB|MFGE8|KLK14|NLRP5|B4GALT1|PAEP|CACNA1H|SLC22A16|ADCY3|MCIDAS|ZFY|OVGP1|ADAM2|SPAM1|TEX11|CRISP1|GNPDA1|DCST2|GLIPR1L1|PLCD4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_FERTILIZATION,218,ENR,GOBP_FERTILIZATION,1,1.9455252999999999E-3,GOBP_FERTILIZATION,FALSE,GOBP_FERTILIZATION
,2.4005380048094001,2.4005380048094001,2.4005380048094001,0.99602385699999996,,4.5832484999999999E-2,,ABCC11|NR0B2|SLC10A2|NR1H4|SLC10A3|SLC51B|SLC10A4|SLC10A5|SLCO1C1|SLC10A6|ABCC2|AKR1C4|ABCC3|CYP7A1|SLC10A1|ABCB11|ABCD3|SLCO1B3-SLCO1B7|AKR1C1|SLC51A|SLCO1A2|ABCC4|SLC27A5|SLCO1B1|SLCO1B3|SLCO2B1|FGF19|ATP8B1|CEACAM1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,29,ENR,GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,1,3.9761429999999997E-3,GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,FALSE,GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT
,2.3961993748905801,2.3961993748905801,2.3961993748905801,0.99598393600000001,,9.276914E-2,,WNT7A|ERRFI1|ASH1L|LHCGR|KDM5B|STRA6|ESR1|WNT5A|WNT9B|GREB1L|LHX1|COL6A1|FOXL2|GATA3|ANTXR2|HOXA9|NIPBL|FSHR|HOXA10|HOXA11|RBP4|SRC|CDKN1C|MYOCD|SMAD4|CITED2|CYP19A1|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_UTERUS_DEVELOPMENT,28,ENR,GOBP_UTERUS_DEVELOPMENT,1,4.0160639999999997E-3,GOBP_UTERUS_DEVELOPMENT,FALSE,GOBP_UTERUS_DEVELOPMENT
7,2.6910814660653002,2.6910814660653002,2.6910814660653002,0.99796333999999998,,6.1792100000000003E-2,,C3|C1QBP|TREM2|C4BPA|C4BPB|BCL3|MASP2|CD46|PTPN6|CD81|FCGR2B|CR1|CR1L|CR2|ZP3|C1QA|C1QB|EXO1|C1QC|FOXJ1|C1R|C1RL|C1S|C2|MBL2|C4A|PTPRC|C4B|C6|C7|C8A|C8B|C8G|C9|C5|CD55|TNF|HPX|CFI|SERPING1|CLU|FCER2|LTA|SUSD4|FCMR,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,45,ENR,GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,1,2.03666E-3,GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,FALSE,GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN
,2.71432976660709,2.71432976660709,2.71432976660709,1,,6.2461240000000001E-2,,HAND2|CHRNB2|GIPC1|SRD5A1|CTSB|MOXD1|RAB38|COMT|MC1R|ATP7A|RAPGEF2|WNT5A|AOC2|MAOA|RTL4|SLITRK1|SNCAIP|APPL1|HPN|HTR1A|CRYM|CTNS|CTSK|KL|CDH3|HPRT1|TYRP1|DBH|DDT|HDC|SULT1A1|SULT1A2|SULT1A3|SULT1B1|DRD2|MAOB|NPR1|PAH|NT5DC2|CGA|BCL2|TRPC1|CPQ|VPS35|ALDH2|DIO1|GATA3|DIO3|DUOX1|NPY|FOXE1|PNKD|GCNT4|CYP1A1|CYP2E1|RNF180|IYD|INSM1|CITED1|PMEL|DDC|DIO2|SLC16A10|GCH1|SLC16A2|EDNRA|SLC5A5|SLCO1C1|EPAS1|ITGAM|TG|PARK7|ITGB2|TPO|DRD1|DRD3|DRD4|FAH|SULT2A1|DUOX2|SNCA|DCT|SLC7A11|TPH1|MED1|GRIN2A|ZEB2|BTBD9|MFSD12|PRKN|OCA2|DAO|SLC45A2|SNCB|TH|TPH2|TYR|DUOXA1|GPR37|PAX8|DUOXA2|NR4A2|SLC1A1|ASIP|OPN3|PDE1B|GNAT2|SLC6A3|ABAT|TACR3|SLC24A5|PNMT|SLC26A7|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,114,ENR,GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,1,0,GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,FALSE,GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS
6,2.71432976660709,2.71432976660709,2.71432976660709,1,,6.4984220000000004E-4,,KRT5|KRT16|KRT75|DSP|KRT2|KRT15|KRT23|NEFH|KRT24|NEFL|KRT19|KRT26|KRT3|EPPK1|KRT31|KRT32|KRT4|KRT12|KRT33A|KRT34|KRT35|KRT37|KRT38|KRT40|KRT6C|KRT7|KRT72|KRT73|KRT74|KLHL24|KRT77|KRT78|KRT36|KRT79|KRT80|KRT84|KRT81|KRT82|KRT85|KRT86|KRT9|NEFM|PRPH|KRT10|KRT20|TCHH|KRT1|KRT76|KRT6B|PKP2|KRT25|VIM|DNAJB6|KRT27|KRT28|KRT33B|KRT83|PKP1|BFSP1|BFSP2|BBLN|INA|AGFG1|AGFG2|GFAP|KRT6A|KRT13|MTM1|SHH|PLEC|KRT17|KRT14|DES,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,73,ENR,GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,1,0,GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,FALSE,GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION
2,2.7007036893501701,2.7007036893501701,2.7007036893501701,0.99800796800000002,,7.1172059999999995E-2,,THBS1|PLAT|PLAU|S100A10|SERPINE2|PGK1|CLEC3B|CTSZ|F11|ANXA2|F12|FGG|HPN|SERPINE1|ENO1|PLGRKT|MELTF|KLKB1|RUNX1|SERPINF2|FGA|DHCR24|FGB|PLAUR|APOH,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PLASMINOGEN_ACTIVATION,25,ENR,GOBP_PLASMINOGEN_ACTIVATION,1,1.9920319999999999E-3,GOBP_PLASMINOGEN_ACTIVATION,FALSE,GOBP_PLASMINOGEN_ACTIVATION
,2.6875289380233101,2.6875289380233101,2.6875289380233101,0.99794661179999999,,2.258545E-2,,HBA2|HBG1|RHAG|HBG2|BPGM|HBM|HBQ1|HBZ|IPCEF1|RHBG|RHCG|MB|AQP6|AQP1|AQP5|CA2|CYGB|NGB|HBB|HBA1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GAS_TRANSPORT,20,ENR,GOBP_GAS_TRANSPORT,1,2.0533881999999998E-3,GOBP_GAS_TRANSPORT,FALSE,GOBP_GAS_TRANSPORT
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.5957718999999999E-4,,ODAD4|AAAS|TOGARAM1|TPPP2|TPPP3|CFAP206|STK36|CCDC66|CLXN|DRC1|ODAD2|RSPH4A|TTLL3|MAP1B|TTLL6|TTLL8|CDK5RAP2|CEP131|CFAP69|FES|SPAG16|PLK1|DNAJB13|KIF20A|CLASP1|MAP1S|DNAAF10|MAPRE1|DNAAF2|CFAP46|CFAP74|LRGUK|CFAP91|CLUAP1|HOATZ|LRRC23|HYDIN|OFD1|SPACA9|UBE2B|CFAP58|FBXO24|IFT56|PSRC1|SPEF2|JHY|SPAST|DNAI3|FOXJ1|PLA2G3|CPLANE2|TTLL1|CFAP100|CFAP73|DNAAF5|DNAAF6|DNAH2|DNAH7|SPAG1|TEKT2|CFAP157|CFAP47|CFAP57|CAPN6|CCSER2|CFAP65|CFAP97D1|TTLL13|DNAH1|DNAI1|DRC7|MEIG1|TTC12|TTLL5|PDCL2|PIERCE1|ZMYND12|TPGS1|DAW1|TRIM46|BBOF1|CCDC40|BBS2|DNAI4|DNAAF1|NEURL1|DCX|CCDC39|NAV1|CHP1|NUMA1|CCDC88C|TPPP|DNAAF4|MTCL1|MARK4|GAS2L1|GAS2L2|DNAI2|MNS1|PIERCE2|ODAD3|RP1|RSPH1|RSPH9|ARMC2|CCDC146|CFAP43|CFAP44|TBC1D21|SPAG6|NCKAP5|NCKAP5L|DNAH5|LRRC46|DNAAF3|RSPH6A|ZMYND10|CCDC63|SPEF1|DNAAF8|SPAG17|DNAH17|DNAH8|DNAL1|LRRC61|ODAD1|RP1L1|CC2D2A|DNAAF11|ZNF207|CLIP1|FSIP2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MICROTUBULE_BUNDLE_FORMATION,133,ENR,GOBP_MICROTUBULE_BUNDLE_FORMATION,1,0,GOBP_MICROTUBULE_BUNDLE_FORMATION,FALSE,GOBP_MICROTUBULE_BUNDLE_FORMATION
