__mclCluster,EnrichmentMap::-log10(pvalue) (noncon_human_down),EnrichmentMap::-log10(pvalue)*sign(NES) (noncon_human_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (noncon_human_down),EnrichmentMap::ES (noncon_human_down),EnrichmentMap::fdr_qvalue (noncon_human_down),EnrichmentMap::fwer_qvalue (noncon_human_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (noncon_human_down),EnrichmentMap::pvalue (noncon_human_down),name,selected,shared name
18,2.71432976660709,2.71432976660709,2.71432976660709,1,,3.4817749999999999E-3,,NSF|OPTN|OSBPL5|PHAF1|PKDCC|PREPL|RAB10|RAB11A|RAB11FIP3|RAB13|RAB14|RAB26|RAB31|RAB34|RAB3IP|RABEP1|RABIF|RACK1|RBSN|RP2|RSC1A1|SCAMP1|SCAMP2|SCAMP3|SCFD1|SEC16A|SNAP23|SORCS1|SORL1|SORT1|SPTBN1|STEAP2|STXBP5|STXBP5L|SYS1|WIPI1|ACSL3|AMN|ANK3|ANKFY1|ANXA13|AP1AR|AP1G1|AP1G2|AP2A1|AP3D1|AP3S1|AP3S2|AP4M1|ARFGEF2|ARFRP1|ARL3|ATP2C1|BBS1|BBS2|VAMP2|VAMP3|VAMP4|VAMP5|VPS13A|BLZF1|VPS13C|VPS35L|CCDC22|CCDC91|CCDC93|VPS52|VTI1A|VTI1B|CLN3|CNST|COMMD1|CORO7|CSK|DNM2|DOP1A|DOP1B|EHD3|EPS15|EXOC1|EXOC2|EXOC4|EXOC5|EXOC6|EXOC6B|EXOC8|GAK|GBF1|GCC2|GGA1|GGA2|GGA3|GOLGA4|GOLGA7|GOLPH3|GOLPH3L|GOPC|KIF13A|KIF16B|KLHL20|KRT18|LAMP1|LAPTM5|LLGL1|LLGL2|VPS54|LYPLA1|LYPLAL1|MACF1|MON2|MYO1B|MYO5A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,112,ENR,GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,1,0,GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,FALSE,GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT
13,2.71432976660709,2.71432976660709,2.71432976660709,1,,5.5684727000000003E-3,,PTX3|HSPA1B|ATG12|RAN|CD4|CDK1|GSK3A|GSK3B|BANF1|HMGB1|INPP5K|INSR|EPHA2|CNOT7|PIK3C3|GBP7|IDE|CSNK1A1|PIKFYVE|PARD6A|EIF2AK2|FBXL2|TP53|OAS2|HCFC2|IFI16|IFIH1|IRF7|ARL8B|ITCH|SLPI|BRD4|ST3GAL2|PLSCR1|CCNK|DENR|CCNT1|CCNT2|EIF2D|CTDP1|MCTS1|LTF|SCARB1|HEXIM1|MAVS|MBL2|N4BP1|NECTIN4|SMPD1|TNF|OAS3|OASL|VCP|EPS15|PCBP2|PVR|OAS1|DEK|LAMP1|RSAD2|EGFR|CD55|MVB12B|JUN|APOE|TARBP2|CAV1|HMGA2|BST2|P4HB|TNIP1|CD46|TRIM11|CD80|TRIM15|TRIM21|CD86|TRIM25|CLEC4G|TRIM31|RAB1A|CR2|RAB1B|TRIM5|TRIM6|TRIM62|TYRO3|ZC3HAV1|DDX5|ZNFX1|LGALS1|DHX9|IGF2R|MON1B|FMR1|TNFRSF4|SMARCA4|SMARCB1|LIG4|RCC1|TBC1D20|PARP9|TOP2B|CBL|TRIM28|HSPA1A|ILF3|LARP7|APCS|UVRAG|VAPA|VAPB|CD28|FURIN|PABPC1|PPIE|PPIH|PRKN|PRMT1|NOTCH1|NR5A2|NRP1|TPCN2|CSNK2B|VPS18|PTBP1|DDB1|AVP|BSG|EP300|KPNA2|USF1|ACE2|AGTR1|CCL2|ANPEP|APOBEC3B|APOBEC3D|APOBEC3G|APOBEC3H|ARK2N|ATP7B|AVPR1B|BICD1|CCL3|REST|BTBD17|CCL4|CD209|CCL5|CDHR3|CFL1|CCL8|CLDN1|CLDN6|CLDN9|CLEC4M|HTR2A|CCR5|CSDE1|CTBP2|RRP1B|CTSB|CTSL|CXCR6|HSP90AB1|DAG1|DDX56|IFI27|NUCKS1|DDX6|DYNLT1|EEF1A1|EFNB2|CD74|EFNB3|CD81|EIF2AK4|EIF3A|EIF3B|EIF3D|EIF3F|CH25H|EIF3G|EIF3L|FAM111A|FKBP6|FUT8|GALNT1|GRK2|GYPA|CREB3|HACD3|CHD1|HAVCR1|HCFC1|HDAC1|HPN|CSF1R|HS3ST5|IFIT1|IFIT5|IFITM1|IFITM2|IFITM3|GTF2B|ISG20|ITGA5|ITGAV|ITGB5|ITGB6|JPT2|KPNA3|LAMP3|SMC5|SRC|CXCL8|LRRC15|SMC6|MDFIC|MGAT1|MGAT2|MGAT4A|CXCR4|MGAT4B|MGAT4C|MGAT5|MID2|MITD1|MOG|MOGS|SNW1|MRC1|MYH10|NCAM1|NECTIN1|SRPK1|NFIA|SRPK2|NMT2|NUP153|OAZ1|OAZ2|DPP4|OAZ3|PAIP1|PARP10|PC|PCBP1|PCSK5|PEG10|PKN2|POU2F3|PPID|F11R|PROX1|RPSA|SERPINB3|SHFL|SIGLEC1|SLC10A1|SLC1A5|SLC20A2|BCL2|SLC38A8|SLC3A2|SLC52A1|SLC52A2|SLC6A19|SLC7A1|SP1|GAS6|SP100|ST3GAL1|ST3GAL3|ST6GAL1|ST6GALNAC2|ST6GALNAC3|TARDBP|PSMC3|ST6GALNAC4|STAU1|GPR15|TFAP4|TMEM250|CAV2|TMPRSS2|TMPRSS4|TPCN1|CHMP4A|TRIM14|CHMP4B|TRIM8|UBP1|USF2|ICAM1|USP6NL|XPR1|YTHDC2|RAD23A|ZBED1|ZDHHC8|RSF1|ZFP36|ZNF502|ZNF639|ITGA2|TAF11|CXADR|ITGB1|ITGB3|ITGB7|LGALS9|NECTIN3|TRIM38|NPC1|ADAR|ADARB1|MYH9|AICDA|RAB7A|CDK9|MAN2A1|SCARB2|PPIA|PPIB|WWP1|WWP2|STOM|PDE12|SELPLG|NECTIN2|VPS37A|VPS37B|SLAMF1|VPS37C|VPS37D|RNASEL|SSB|ST3GAL4|PHB1|ZDHHC20|SPCS1|SPCS3|ZDHHC9|TNFRSF14|ATG16L1|ATG16L2|ATG5|APOBEC3A|APOBEC3C|APOBEC3F|CALCOCO2|CANX|SIVA1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|CHMP3|CHMP4C|CHMP5|CHMP6|EDEM2|CHMP7|TFRC|CTBP1|RNASEK|MAN1B1|PARP16|LARP1|LRSAM1|MX1|MVB12A|NEDD4|PDCD6IP|DDX3X|KIAA0319L|RAB43|AXL|CR1|HLA-DRB1|TMEM39A|TMEM41B|CLEC5A|ISG15|TRIM13|TRIM32|TSG101|HYAL2|VAMP8|IL32|TRIM27|KPNA6|LAMTOR5|VPS28|ZC3H12A|VPS4A|VPS4B|ZFYVE1|LEF1|LDLR|STAT1|TOP2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VIRAL_PROCESS,404,ENR,GOBP_VIRAL_PROCESS,1,0,GOBP_VIRAL_PROCESS,FALSE,GOBP_VIRAL_PROCESS
,1.81291336750022,1.81291336750022,1.81291336750022,0.98461538500000001,,5.1490843000000001E-2,,NDUFC2|CCN3|CYLD|DAB2IP|CPNE1|PPM1B|HDAC7|ZC3H12A|PPM1A|TRIM15|ADGRG3|NLRP2|RELA|FOXJ1|TRIM40|TRIM60|C1QTNF3|RASSF2|ADIPOR1|BMP7|UACA|NLRC3|SPI1|IFI35|NLRP12|DDX3X|NLRP3|NMI|LITAF|MKRN2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,30,ENR,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,1,1.5384615000000001E-2,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,FALSE,GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION
1,2.6665179833343702,2.6665179833343702,2.6665179833343702,0.99784482760000004,,1.0037681E-2,,ADRB2|PCSK9|C9ORF72|AP3M1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|RAB7B|CHMP3|CHMP4C|CHMP5|CHMP6|CHMP7|RBSN|ALS2|BIN1|CDX2|DENND3|GNPTG|GPRASP1|EPG5|HGSNAT|HMGXB4|IGF2R|LRP1|PIK3C3|M6PR|MFSD1|DTX3L|MGRN1|PIK3R4|NCOA4|PCDHGA3|AP3B1|PLEKHF1|HGS|PLEKHF2|PSAP|RAB12|RHOB|RILP|SCYL2|SLC17A9|SLC30A2|ATP13A2|SLC30A3|LAMP2|SLC30A4|SLC48A1|SNX16|SORL1|SNX27|SORT1|SPTBN5|TGFBRAP1|UEVLD|VPS53|ZFYVE16|MVB12A|VPS35|NDP|NEDD4|ANKFY1|CHMP4A|AP1G1|CHMP4B|HSPA1A|HSPA8|PLEKHM1|AP3D1|AP4M1|CLU|ARL8B|ATG14|TRAK1|TRAK2|BECN1|USE1|RUFY4|SNAPIN|VPS41|CCDC91|VPS51|VPS52|CLN3|PINK1|LYST|AKTIP|ARSB|NPC1|FHIP1B|GNPTAB|GRN|LIPA|HOOK1|HOOK2|HOOK3|RAB7A|TSG101|LYSET|EHD3|VCP|NAGPA|PRKN|UBXN6|SCARB2|TMEM106B|VIPAS39|GAK|VPS16|TPCN2|GCC2|VPS11|VPS18|GGA3|VPS33A|VPS33B|VPS39|VPS4A|VPS4B|MTM1|KIF13A|LAMP1|LAPTM5|VPS54|LRRK2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LYSOSOMAL_TRANSPORT,127,ENR,GOBP_LYSOSOMAL_TRANSPORT,1,2.1551724E-3,GOBP_LYSOSOMAL_TRANSPORT,FALSE,GOBP_LYSOSOMAL_TRANSPORT
,2.38827886877975,2.38827886877975,2.38827886877975,0.99591002049999999,,4.2824354000000002E-2,,TNFRSF8|WNT11|ANKRD1|ITGA2|TLR5|TNFSF14|CDA|ITGB3|TNFRSF1A|DAG1|ATP1A2|LTBR|BAG3|CD40|GCLC|CNN2|ABCB1|SLC38A2|BCL10|BMP6|HDAC3|PTPN11|AQP1|MYD88|CASP1|CASP8|GADD45A|IL13|NFKB1|MAP3K14|PECAM1|TGFB1|FGF2|TLR3|CASP2|TLR4|CASP5|CASP8AP2|CYBA|TLR7|COL1A1|PTGER4|TLR8|CRADD|KCNJ2|MAG|MAP2K4|MAP3K1|FAS|MAP3K2|PIEZO1|NPPA|PIEZO2|SCX|SLC2A1|TMEM150C|F11R|FADD|BAD|BAK1|SLC9A1|TNFRSF10A|HABP4|MAPK8|CHEK1|PLEC|TMEM87A|GAB1|BNIP3|TEK|PDE2A|MAPK3|GOT1|SOX9|IL1B|TNFRSF10B|IRF1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,77,ENR,GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,1,4.0899795000000003E-3,GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,FALSE,GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS
4,1.7332864473841101,1.7332864473841101,1.7332864473841101,0.98151950700000001,,7.3103619999999994E-2,,AP3B2|AP3M1|AP3M2|BLOC1S2|TRIM46|BLOC1S6|BLOC1S3|BLOC1S4|BLOC1S5|AP3B1|BORCS5|KIF1B|SNAPIN|AP3D1|AP3S1|MAP2|AP3S2|BLOC1S1|DTNBP1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,19,ENR,GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,1,1.8480493000000001E-2,GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,FALSE,GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT
,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.5328542999999999E-2,,PKD2L1|ITPR3|RGS21|TAS1R1|TAS1R2|TAS1R3|TAS2R1|AZGP1|TAS2R10|TAS2R13|TAS2R14|TAS2R19|TAS2R20|TAS2R3|TAS2R30|TAS2R31|TAS2R39|TAS2R4|TAS2R42|TAS2R43|TAS2R46|TAS2R5|TAS2R50|TAS2R60|TAS2R9|TRPV1|WNT10B|FFAR4|SCNN1A|SCNN1D|SCNN1G|CD36|REEP2|RTP2|RTP3|RTP4|RTP5|LPO|ASIC2|GNAT2|LEF1|P2RX2|ASIC1|ASIC3|CA6|CALHM1|PLCB2|CALHM3|P2RX3|CST1|CST2|CST4|GNAT1|GNAT3|GNB1|GNG13|PIGR|SCNN1B|PIP|PKD1L3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SENSORY_PERCEPTION_OF_TASTE,60,ENR,GOBP_SENSORY_PERCEPTION_OF_TASTE,1,0,GOBP_SENSORY_PERCEPTION_OF_TASTE,FALSE,GOBP_SENSORY_PERCEPTION_OF_TASTE
29,2.71432976660709,2.71432976660709,2.71432976660709,1,,8.0774160000000005E-3,,UBAC2|UBE2G2|AFG2B|BCAP31|SLC35D3|CD81|AUP1|SYVN1|UFD1|DERL2|DERL3|SEL1L|BRSK2|EDEM2|CRYZL2P-SEC16B|RANGRF|ERLEC1|TECPR2|TM9SF4|TMEM30A|TMEM30B|NPLOC4|VCP|HM13|SEC13|SEC16A|SEC16B|SEC61B|GCC2|SLC51B|UBE2J1|SORL1|DERL1|YOD1|RHBDD1|STEEP1|EDEM1|MAP1LC3C|FAF2|INSIG1|SELENOS|HERPUD1|SURF4|LMAN1|SVIP|OS9|HSP90B1|TMEM129|TMED9|MIA2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,50,ENR,GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,1,0,GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,FALSE,GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM
4,2.71432976660709,2.71432976660709,2.71432976660709,1,,8.0511634999999998E-3,,TMEM201|ACTR10|AGBL4|ANKFN1|APOLD1|ARHGAP21|BORCS6|BORCS7|BORCS8|CEP83|CROCC|CLMN|DLG1|DOCK7|ENKD1|EPCIP|FHOD1|GJA1|HSBP1|KIFBP|KXD1|LSG1|LTV1|MAP1B|MARK1|MDN1|RAN|BLOC1S1|NEFH|PAFAH1B1|NEFL|CDK5RAP2|NMD3|CEP120|NOP9|CCNB1|NTN1|CDK1|NUP88|PARD3B|PAX6|PDCD10|PEX14|PKD1|RIPOR1|RPS15|SAPCD2|SDAD1|SPRY1|SPRY2|BTK|STK25|SUN2|SYNE2|TACC1|TACC2|TLE6|TRIM58|UBB|ZBED3|CLNK|KIF25|PIK3CD|MCPH1|PIK3CG|NDC80|NUP62|PCM1|PKHD1|FGR|PLA2G3|SGO1|SPICE1|TUBA1A|UXT|WIPI1|AP1AR|AP1G1|AP3D1|AP3S1|AP3S2|SEH1L|ARFGAP2|ARFGAP3|ATP9A|BBS2|BICD2|MAP4|CEP19|CLN3|PINK1|SNCA|COPG1|COPG2|CSNK1D|SMPD3|CUL3|SYNJ1|DNM2|EXOC1|EXOC2|PDPK1|EXOC4|ABRAXAS1|EXOC5|EXOC6|EXOC6B|EXOC8|GBF1|IFNG|HTT|NR4A3|KIF13A|KIF16B|KIF1C|BIRC5|KLHL12|BUB3|CDCA8|LAMP1|ESPL1|LLGL1|LLGL2|INCENP|MAD2L1|LRRK2|NUF2|SIRT2|RIOK2|MAPK15|SPC24|SPC25|FGF10|SPDL1|TACC3|FMN2|TEX14|TTK|ZNF207|MYO5A|ZWILCH|ZWINT|ABRAXAS2|ADORA2B|ANKRD53|AURKC|PDCD6|BCCIP|KAT5|PEF1|BOD1|CCDC66|PPP6C|PREB|CD84|CENPQ|RAB11A|CEP55|CHAMP1|RAB1A|DSN1|DYNC1H1|ECT2|EML3|FERRY3|OOEP|EML4|FES|FAM83D|RAB6A|FOXF1|GAB2|GEM|GATA1|GPSM2|GATA2|HDAC3|KIF18A|PLK1|KIF22|KIF2C|YWHAZ|IL13RA2|KIFC1|IL4R|KNSTRN|KPNB1|SAR1A|SAR1B|CDCA5|MAP1S|MAPRE1|SEC16A|MISP|NSL1|NUDC|NUSAP1|SNAP23|SIRT1|PMF1|UNC13D|PSRC1|SPAST|KASH5|SPIRE1|RAB24|SPIRE2|RACGAP1|MAJIN|RCC2|RMDN1|MEIOC|RRS1|SEPTIN1|SKA2|SPAG5|SPDYA|TFG|CBL|TMED10|SUN1|TMED2|HNRNPU|TMED9|TRAPPC1|TRAPPC10|TTL|FCER1A|TRAPPC11|TRAPPC12|TRAPPC13|TRAPPC2|TRAPPC2B|TRAPPC2L|TRAPPC3|KAT2B|GRP|TRAPPC4|TRAPPC5|TRAPPC6A|TRAPPC6B|TRAPPC8|TRAPPC9|TRIP11|VAMP2|AURKB|SPO11|VAMP3|LAT|LAT2|MILR1|MRGPRX2|TERB1|TERB2|PTGDR|PTGDS|RAB44|S100A13|SCN11A|YKT6|ZW10|CDT1|NPM1|CTNNB1|APC|MAP2K1|HOOK3|MYO7A|NAGLU|PRKN|EZR|CDC23|ADGRE2|ASIP|RBM10|SLIT1|EIF6|MLH1|BICD1|HIF1A|CFL1|NEK2|CD300A|DYNLT1|CENPA|CENPC|CENPE|CENPF|CDC42|PINX1|CHGA|KIF14|PSEN1|UCHL1|TERF1|MYH10|AGTPBP1|AP3B1|UBE2B|ARMCX3|ATP13A2|FCER1G|ARL6|KNTC1|BLOC1S2|MIS12|CDK5|GPR15LG|CHMP4A|CHMP4B|RB1|ITGA4|ITGB1|DNM1L|KIT|LGALS9|FEZ1|LYN|MYO1C|HDAC6|PARD3|MYH9|RAB11B|RAB7A|RABGEF1|LMNA|MAPT|SCRIB|SDCBP|MGARP|XPO1|RAC2|SYNE3|MYO19|NECTIN2|OPA1|SYK|RAB3A|RHOT1|RHOT2|WASL|ACTN4|AP1M2|AP3B2|AP3M1|AP3M2|BAIAP3|BBS5|BBS7|BICDL1|CHMP1A|BICDL2|CHMP1B|BLOC1S3|CHMP2A|BLOC1S4|CHMP2B|BLOC1S5|CHMP3|BORCS5|CHMP4C|CHMP5|CHMP6|CHMP7|BTBD8|C17ORF75|CADPS|CADPS2|CCDC186|CDH3|IL13|CDR2L|CLASP1|CLASP2|COPS5|DCTN1|DCTN2|DNM1|DNM3|DTNBP1|DYNC1I1|EXOC3|EXOC7|F8A1|F8A3|FAM91A1|FBXW11|FNBP1L|FYCO1|GPR143|HAP1|SLC18A2|IRAG2|KIF1A|GPSM1|KIF1B|HGS|KIF3A|KIF3B|KIF5A|KIF5B|KIF5C|IKBKG|KIFAP3|KIFC2|LIMK2|LIN7A|LIN7B|LIN7C|MAP2|MAP4K2|MKKS|MLPH|MREG|MX1|MX2|NDE1|NDEL1|NLGN1|WASF1|CPLX2|PDZD11|PPFIA2|RAB17|RAB27A|SPHK2|RASGRP1|SDC1|TCIRG1|SDC4|NSFL1C|SEPTIN5|SHROOM2|SLC2A4|PDCD6IP|SNAP25|STARD3|STARD3NL|STK11|STXBP1|STXBP2|STXBP3|SYBU|SYT11|KNL1|SYT4|TANC2|TBC1D23|TESK1|TMEM230|TOR1A|TRAK1|ATM|LRPPRC|TRAK2|BECN1|TRIM46|BLOC1S6|UNC13A|UNC13B|UNC13C|WDR11|MAD1L1|SNAP29|SNAPIN|NUMA1|SNF8|SKA1|SKA3|SNX4|SNX6|SPG11|STAM|TSPAN9|TSG101|UBXN2B|VAMP8|VPS4A|VPS4B|NLRP5|INPPL1|PIBF1|NHERF1|LMNB1|LMNB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,485,ENR,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,1,0,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,FALSE,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION
5,1.70567369651763,1.70567369651763,1.70567369651763,0.980306346,,9.8434759999999996E-2,,MSH6|HELB|ANKLE1|C1QBP|NDFIP1|KAT5|BCL6|KLHL15|BLM|KMT5A|MAD2L2|MAGEF1|PARP3|PARPBP|PLK1|POLQ|RADX|RECQL5|RIF1|RMI2|ABL1|RTEL1|FOXP3|SENP3|SHLD1|SHLD2|SHLD3|H1-0|H1-1|MSH2|H1-10|H1-2|H1-3|H1-4|H1-5|H1-6|H1-7|H1-8|ZSCAN4|SMCHD1|CGAS|CSNK2A1|TERF2|TERF2IP|TP53BP1|UBQLN4|FANCB|FBH1|MLH1|MSH3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,50,ENR,GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,1,1.9693654000000001E-2,GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,FALSE,GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION
5,2.71432976660709,2.71432976660709,2.71432976660709,1,,8.2058349999999999E-3,,HDGFL2|ZNF365|HELB|HELQ|C1QBP|ING3|KAT5|KDM1A|KLHL15|KMT5A|MAD2L2|MAGEF1|MBTD1|MEAF6|MORF4L1|MORF4L2|MRGBP|MRNIP|NBN|OOEP|PARPBP|PELI1|PIAS4|PLK1|POLQ|SIRT6|PPP4C|RAD51|RAD51AP1|RADX|PARP1|RECQL5|PPP4R2|RIF1|RMI2|RNF126|PRMT1|RNF8|RPA2|ABL1|RTEL1|ACTB|RUVBL1|ACTL6A|RUVBL2|SENP3|ACTR2|SETD2|SHLD1|SHLD2|SHLD3|ARID2|SKP2|FUS|BRD8|SMCHD1|SPIDR|CGAS|CHEK1|CREBBP|CSNK2A1|TERF2IP|TEX15|DMAP1|TIMELESS|TP53BP1|EP400|EPC1|EPC2|ERCC6|UBQLN4|USP51|FANCB|VPS72|FBH1|WAS|WDR48|FIGNL1|TRRAP|WRAP53|YEATS4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,81,ENR,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,1,0,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,FALSE,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION
31,1.85387196432176,1.85387196432176,1.85387196432176,0.98599999999999999,,9.9909339999999999E-2,,ITPK1|CAV1|ITCH|TLR3|AIFM1|RNF31|CYLD|CFLAR|ADPRS|SLC25A4|FAS|OGT|MUTYH|TRPM7|RIPK3|FADD|PPIF|PYGL|FZD9|ARHGEF2|SPATA2|TP53|IPMK|BIRC2|BIRC3|BOK|PELI1|YBX3|TNF|CASP6|CASP8|FASLG|RBCK1|RIPK1|ZBP1|PGAM5|NLRP6|MLKL|PARP1|PRKN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NECROPTOTIC_PROCESS,40,ENR,GOBP_NECROPTOTIC_PROCESS,1,1.4E-2,GOBP_NECROPTOTIC_PROCESS,FALSE,GOBP_NECROPTOTIC_PROCESS
6,1.54759892813551,1.54759892813551,1.54759892813551,0.97165992000000001,,9.1437920000000006E-2,,OPTN|AKT1|AKT2|ABCA7|FUT1|AGR2|AMFR|ATF3|ATF4|ATF6|ATF6B|BAG3|BHLHA15|CCND1|DNAJB9|CREB3L1|CDK5RAP3|CREB3|CREBRF|CREBZF|CTH|DERL2|DAXX|DERL3|DNAJC10|EDEM2|EDEM3|RACK1|EIF2AK3|ERLEC1|DDRGK1|ERMP1|ERO1A|COPS5|EIF2S1|FICD|HERPUD2|MANF|ERN1|AKT3|MBTPS2|NCK1|DAB2IP|NCK2|HSPB8|PARP16|ATAD3A|PARP6|PARP8|EIF2AK2|PIGBOS1|PPP1R15A|PPP1R15B|QRICH1|BAK1|BAX|BBC3|RHBDD1|RHBDD2|SELENOS|BCL2L11|RPAP2|BOK|SERP1|SERP2|STC2|TMED2|TBL2|TMBIM4|HSPA1A|TMBIM6|TMEM33|TMTC4|PACRG|RNF7|TM7SF3|UMOD|WFS1|VAPB|HSPA5|DDIT3|STUB1|NFE2L2|HSPD1|PIK3R1|ABCB10|ASB11|MBTPS1|VCP|BFAR|PRKN|UFL1|XBP1|ERN2|PTPN1|PTPN2|HSF1|DERL1|YOD1|HERPUD1|OS9,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,101,ENR,GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,1,2.834008E-2,GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,FALSE,GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN
9,2.1055101435119998,2.1055101435119998,2.1055101435119998,0.99215686199999997,,3.8166753999999997E-2,,EXOSC3|EXOSC6|PPP2R1A|TRNT1|EXOSC10|DIS3|DXO|ZCCHC7|XRN1|PELO|ARMC5|EXOSC4|EXOSC5|PPP2CA|INTS1|INTS10|INTS11|INTS12|INTS13|INTS14|WDR82|INTS2|ZC3H4|INTS3|INTS4|INTS5|INTS6|INTS7|INTS8|INTS9|EXOSC2|EXOSC7|EXOSC8|INTS15|EXOSC9|SUPV3L1|RBX1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RNA_SURVEILLANCE,37,ENR,GOBP_RNA_SURVEILLANCE,1,7.8431379999999995E-3,GOBP_RNA_SURVEILLANCE,FALSE,GOBP_RNA_SURVEILLANCE
