__mclCluster,EnrichmentMap::-log10(pvalue) (noncon_human_down),EnrichmentMap::-log10(pvalue)*sign(NES) (noncon_human_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (noncon_human_down),EnrichmentMap::ES (noncon_human_down),EnrichmentMap::fdr_qvalue (noncon_human_down),EnrichmentMap::fwer_qvalue (noncon_human_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (noncon_human_down),EnrichmentMap::pvalue (noncon_human_down),name,selected,shared name
15,2,2,2,0.99,,7.7346600000000001E-2,,IRF3|HDAC4|IRF7|PPARG|CACTIN|SAMHD1|DNAJA3|TRAF3|NR1H2|IFI27|NR1H3|WNT5A|LSM14A|TRIM41|CR2|METTL3|TRIM56|TRIM6|TRIM65|AZI2|TTLL12|CDC37|ARG1|MAVS|IFNL1|UBE2K|USP18|MMP12|USP27X|USP29|TBK1|PTPN11|IFITM1|ADAR|IFITM2|MYD88|IFITM3|YTHDF2|YTHDF3|STAT2|ISG15|MED1|NLRC5|ZBP1|IFNAR2|JAK2|CIITA|IFNGR2|IRGM|OTOP1|OAS3|OASL|EPG5|CNOT7|IFNGR1|PARP14|TBKBP1|DCST1|TXK|IFNE|TYK2|PTPN1|PTPN2|IFNAR1|PTPN6|EIF4E2|IFNA5|IFNG|IFNLR1|JAK1|IL10RB|FADD|MUL1|OAS1|GIGYF2|SP100|TP53|RNF185|GPR108|OAS2|STING1|PARP9|TREX1|HPX|HCK|IFIH1|RBM47|SIN3A|IFNK|IKBKE|RAF1|SMIM30|STAT1|IRAK1|TANK|IRF1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,96,ENR,GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,1,0.01,GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,FALSE,GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY
6,1.94035043222255,1.94035043222255,1.94035043222255,0.98852772450000004,,9.3453099999999997E-2,,PMAIP1|CAV1|XBP1|USP13|ERN1|WFS1|NCK1|DAB2IP|NCK2|BCAP31|SGTA|AGR2|PTPN1|SIRT1|PTPN2|ATF6|FCGR2B|BAK1|DDIT3|BAX|BBC3|APP|BCL2L11|RNF183|HERPUD1|RNFT1|STUB1|RNFT2|BAG6|RNF185|BOK|SERINC3|NFE2L2|PIK3R1|TMX1|TMEM259|TMEM33|ATXN3|UBQLN1|UBQLN2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,40,ENR,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,1,1.14722755E-2,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,FALSE,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
21,2.71432976660709,2.71432976660709,2.71432976660709,1,,3.5047709999999998E-3,,MYC|TAF1|TAF11|TAF13|TAF3|TAF4B|TAF8|TBP|CAND1|WNT10B|PAXIP1|SETX|CREB1|GTF2A1|GTF2A2|HNF1A|HNF1B|NFKBIA|MED1|MED10|MED12|MED11|MED13|MED14|MED15|MED16|MED17|NFKB1|ERCC1|MED18|NKX2-5|MED19|MED20|SUB1|MED21|MED22|MED23|MED24|MED25|MED26|MED27|MED28|MED29|SRF|MED30|MED31|MED4|MED6|DHX36|MED7|MED8|MED9|XPA|ZNHIT1|KAT8|FOSL1|TAF2|TAF4|TAF5|CEBPA|TAF10|TAF6|TAF12|TAF7|TP53|TAF9|TWIST1|ERCC6|PSMC6|BCLAF1|JUN|MITF,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,72,ENR,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,1,0,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,FALSE,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION
4,2.6830469956779899,2.6830469956779899,2.6830469956779899,0.99792531100000004,,1.0292137E-2,,ARFGAP3|SEC16A|TRAPPC4|TRAPPC5|TRAPPC6A|TRAPPC8|PDCD6|PEF1|GBF1|PPP6C|PREB|CEP19|KLHL12|WIPI1|TFG|TMED10|TMED2|CSNK1D|AP1AR|TMED9|TRAPPC1|CUL3|MAPK15|SAR1A|SAR1B|TRAPPC11|TRAPPC12|TRAPPC2|TRAPPC2B|TRAPPC2L|ARFGAP2|TRAPPC3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI,32,ENR,GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI,1,2.0746889999999998E-3,GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI,FALSE,GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI
20,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.1787291E-2,,TRIM16|CARD18|CCL3|HK1|CD33|ERRFI1|FFAR1|TLR6|PYCARD|TNFAIP3|CCR7|ACP5|IL1R2|NR1H4|P2RX7|ARG2|WNT5A|SERPINB1|AIM2|TYROBP|ARRB2|EGR1|HMGB1|HDAC3|IGF1|SMAD3|USP50|CX3CL1|CX3CR1|CARD8|PML|CASP1|CASP8|STMP1|CD36|CEACAM1|FOXP1|PANX1|CPTP|FZD5|GSDMD|F2RL1|GBP5|GAS6|NOD1|NOD2|TMED10|F2R|IFI16|RAD21|IL16|IL17A|INAVA|APOA1|RIPK2|CARD16|LILRA2|CLEC7A|LGALS9|S100A13|ELF4|HAVCR2|SPHK1|FFAR4|MEFV|NLRP7|NAIP|MYD88|GSTP1|TNF|NLRC4|ISL1|JAK2|NLRP1|NLRP12|NLRP10|NLRP2B|NLRP3|LILRB4|HDAC2|HSPB1|STAT3|TREM2|GHRL|TLR4|GHSR|TLR8|AGER|LILRA5|ZC3H12A|IFNG|PYDC1|APP|NLRP2|RELA|ANXA1|SAA1|IL10|ORM1|IL6|ORM2|AZU1|PANX2|PANX3|SIRPA|CALCA|MALT1|CCL19|LPL|S1PR3|GIT1|TMEM106A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTERLEUKIN_1_PRODUCTION,112,ENR,GOBP_INTERLEUKIN_1_PRODUCTION,1,0,GOBP_INTERLEUKIN_1_PRODUCTION,FALSE,GOBP_INTERLEUKIN_1_PRODUCTION
12,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.0693168000000001E-2,,FEM1A|AHR|PPARG|TNFAIP6|NDFIP1|CCN3|ENPP3|IER3|TNFAIP3|MVK|ACP5|CD200|CD200R1|NR1H2|NR1H3|NR1H4|YES1|ACOD1|TRIM65|SHARPIN|TYRO3|PPARD|PTPRC|FOXF1|IGF1|SMAD3|CX3CL1|INS|CXCL17|IL13|SRC|NFKB1|NR1D1|CYP19A1|CYLD|SOCS5|IL22RA1|ELANE|TNFRSF1B|DUSP10|PLK2|PLA2G10|PSMA1|FCGR2B|ADORA1|FGR|FPR2|SELENOS|PSMB4|VPS35|GATA3|GPS2|NPY|HCK|RB1|IL17A|PLCG1|SYT11|APOA1|IL33|FYN|ADORA2A|NT5E|APCS|ASH1L|C1QTNF12|TNFRSF1A|CDH5|PRKCD|CST7|DSG2|ELF4|LYN|EXTL3|HLA-DRB1|FAM76B|MDK|FFAR4|C1QTNF3|GPER1|IL12B|MEFV|GPX1|MFHAS1|FNDC4|FURIN|FXR1|HGF|GNAS|TRIM45|IL20RB|GPR17|GPR31|CLEC12A|GRN|GSTP1|IL22|IL22RA2|NLRC3|IL2RA|ISL1|NLRP12|SMPDL3B|IRGM|KRT1|NLRP3|LRFN5|RABGEF1|NLRX1|MACIR|NLRP6|MAPK7|METRNL|PGLYRP1|PPARA|MKRN2|MMP26|OTULIN|STAT3|TMSB4X|NPY5R|TREM2|NR1D2|NR5A2|GHRL|FOXP3|GHSR|AOAH|PTGER4|IL10RA|PPP1R13L|GBA1|PTPN2|PROC|PTPN6|PTGIS|SLC39A8|IL4|RHBDF2|ADIPOQ|MAPK14|RPS19|SBNO1|ALOX5|ARNT|SAA1|IL10|IL2|SIGLEC10|SOCS3|TAFA3|BCR|TEK|SIRPA|TNFAIP8L2|ADA|LDLR|SLAMF8|KLF4|UACA|RORA|SPN|LPCAT3|WFDC1|SOD1|GIT1|APOE|SYK,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,168,ENR,GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,1,0,GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,FALSE,GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE
17,2.71432976660709,2.71432976660709,2.71432976660709,1,,3.2365934E-3,,NAT10|NEK2|ARL2|CCNL1|CCNL2|CROCC|CDK11A|CDK11B|ARHGEF10|ATF5|BBS4|BNIP2|C10ORF90|C2CD3|CCDC102B|CCDC15|CCDC57|CENATAC|CCDC61|CCDC78|PAFAH1B1|CCP110|CDK5RAP2|CEP120|CEP131|CDK1|CEP135|CEP152|CEP192|CEP250|CEP295|CEP295NL|FES|CEP44|CEP68|CHMP1A|CEP72|CHMP1B|RAB6C|CEP76|CHMP2A|CEP85|CHMP2B|CETN2|CHMP3|CETN3|CHMP4C|BRSK1|CHD3|CHMP5|CHORDC1|PLK1|CKAP5|CNTLN|CNTROB|DEUP1|DZIP1|E2F4|GADD45A|HAUS1|HAUS2|CLASP1|HAUS3|BRCA2|CLASP2|HAUS4|HAUS5|CEP63|HAUS6|DCTN1|HAUS7|HAUS8|HEPACAM2|ITGB1BP2|KIAA0753|KIAA1614|KIF11|KIF15|KIF25|SLC16A1|MAP9|FBXW11|MCPH1|MDM1|NDC80|NIN|NUBP1|NUP62|ODF2|KIF3A|OFD1|KIF3B|PARD6A|PARD6B|GEN1|PARD6G|PCLAF|PCM1|SIRT1|PDE4DIP|PKD2|PKHD1|PLK2|PLK4|POC1A|POC5|AURKA|PPP1R12A|PPP1R35|RANBP1|RTTN|SAC3D1|SASS6|NDE1|SDCCAG8|FOXJ1|NDEL1|SGO1|BCL2L10|CCDC42|SPICE1|SSX2IP|STIL|TRIM37|TUBA1A|TUBE1|USP33|UXT|WDR62|WDR90|NSFL1C|PDCD6IP|CHMP4B|TMEM67|KAT2A|KAT2B|POC1B|UVRAG|XRCC2|XRCC3|ALMS1|CDK2|MARK4|NPM1|CTNNB1|DNM2|UBXN2B|CCNF|CDC20B|XPO1|GCC2|GOLGA2|VPS4B|BRCA1|CHEK1|RBM14|ROCK2|MCIDAS|FBXW5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,159,ENR,GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,1,0,GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,FALSE,GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION
,2.41246054221843,2.41246054221843,2.41246054221843,0.99613152800000004,,7.1438150000000006E-2,,TICAM1|HDAC4|CAV1|CBLB|ANGPT1|FZR1|NDFIP1|PDCD6|PEF1|PSMD10|UBE2L3|KDM1A|NGF|TNIP1|NSMCE3|HSPBP1|BIRC7|PAXIP1|PIAS3|CDK5RAP3|GSK3A|GSK3B|EGR1|BCL10|BIRC2|BIRC3|PELI1|HDAC3|PIAS4|PLK1|SENP2|XIAP|KLHL40|PTTG1IP|UBB|NHLRC1|MAPK9|CRY1|DCUN1D3|FBXW7|RWDD3|FAM107A|GABARAP|NDFIP2|FANCM|SKP2|PRICKLE1|RNF111|MTA1|NOD2|UBE2N|UBE2V1|PHF23|UBE2V2|RASSF1|PIAS1|BMI1|DDX3X|INAVA|RCHY1|RBX1|RNF180|RIPK2|AXIN1|WFS1|DNAJA3|NOP53|SKP1|HSPA5|TSPYL5|PINK1|SPSB4|SPHK1|ARRDC4|COMMD1|MYCBP2|STUB1|TRIB3|NPM1|MARCHF7|RASD2|UBE2C|HUWE1|UBE2D1|TRAF6|TOLLIP|UBA2|UBE2S|CUL3|UBE3A|NMI|UBQLN1|VCP|PRKN|BTRC|PTPN22|FBXO4|ARRDC3|CDC20|TBC1D7|CHFR|HAMP|AIMP2|AMER1|DCUN1D1|DCUN1D2|GNL3|DCUN1D4|DCUN1D5|ZC3H12A|FANCI|FBXO33|RASSF5|RPS2|SEPTIN4|SPRTN|WBP1L|DERL1|CENPS|CENPX|DNAJB2|CDKN2A|ARNT|MUL1|LAPTM5|MALT1|LRRK2|CDC14B|SAE1|TANK,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,130,ENR,GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,1,3.868472E-3,GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,FALSE,GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,8.0241770000000004E-3,,TMEM170A|TMEM201|TOR1A|UBE2I|CTDNEP1|PAFAH1B1|CDK1|GPER1|VRK1|BANF1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|CHMP3|CHMP4C|PRKCA|CHMP5|CHMP6|PLK1|CHMP7|DCTN1|ANKLE2|LMNA|BROX|EMD|UBXN2A|LEMD2|UBXN2B|NEMP1|PRKCB|REEP3|REEP4|TMEM43|TOR1AIP1|TOR1B|ATR|VPS4A|VPS4B|SPAST|ZMPSTE24|RCC1|TARDBP|NSFL1C|CHMP4A|CHMP4B|NEK6|AKAP8L|SIRT2|LPIN1|DES|DMPK|LMNB1|LMNB2|NUP155|NUP93|PARP11,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,57,ENR,GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,1,0,GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,FALSE,GOBP_NUCLEAR_ENVELOPE_ORGANIZATION
14,2.2463344253355002,2.2463344253355002,2.2463344253355002,0.99432892260000005,,5.004757E-2,,UGCG|PGAP1|SUMF1|FUT1|GAL3ST1|PGAP2|PGAP3|PGAP4|PIGA|PIGB|PIGC|PIGF|PIGG|B4GALT5|PIGH|PIGK|PIGL|PIGM|PIGN|PIGO|PIGP|PIGQ|PIGS|PIGT|PIGU|PIGV|PIGW|PIGX|PIGZ|M6PR|BAX|B3GALNT1|B3GALT2|B3GALT4|FUT2|FUT4|FUT6|FUT9|GAL3ST4|ST3GAL1|ST3GAL3|ABCA2|ST6GALNAC3|A3GALT2|ST6GALNAC4|ST3GAL6|ST6GALNAC5|ST6GALNAC6|ST8SIA1|ST8SIA2|ST8SIA3|B3GALT1|ST8SIA4|ST8SIA5|ST8SIA6|FA2H|GBGT1|ST3GAL2|PNLIPRP2|KIT|PRKCD|CWH43|LARGE1|B4GALNT1|CLN6|DPM1|SLC30A5|DPM2|DPM3|ENPP7|SMPD1|HEXA|ITGB8|NAGLU|A4GALT|SCARB2|B3GNT5|GPAA1|B4GALT3|B4GALT4|B4GALT6|AOAH|CERK|CREM|GAL3ST2|SCCPDH|ST3GAL5|TM9SF2|HEXB|UGT8|GBA1|MFSD8|FUCA1|GALC|GBA2|GBA3|GLA|GLB1|GM2A|LCT|NAGA|ST3GAL4|NEU1|NEU3|PRKAA1|NEU4|MPPE1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,107,ENR,GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,1,5.6710774000000002E-3,GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,FALSE,GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS
19,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.9439921000000001E-4,,MTMR10|MTMR11|MTMR12|MTMR14|MTMR2|MTMR3|MTMR4|MTMR6|MTMR7|MTMR8|HTR2A|MTMR9|NAAA|NAPEPLD|NR1H2|NR1H3|NR1H4|OCRL|OSBPL10|OSBPL8|PAFAH1B1|PCYT1A|PCYT1B|PCYT2|PDGFA|PDGFB|PEMT|PGAP2|PGAP3|PGAP4|PGP|PGS1|PI4K2A|PI4K2B|PI4KA|PI4KB|PIGA|PIGB|PIGC|INPP5K|PIGF|PIGG|PIGH|PIGK|PIGL|PIGM|PIGN|PIGO|PIGP|PIGQ|PIGS|PIGT|PIGU|PIGV|PIGW|PIGX|PIGZ|PIK3C2A|PIK3C2B|PIK3C2G|PIK3C3|PIK3CB|PIK3CD|PIK3CG|PIK3R3|PIK3R4|PIK3R5|PIKFYVE|PIP4K2A|PIP4K2B|PIP4K2C|PIP4P1|PIP4P2|PIP5K1A|PIP5K1B|PIP5K1C|PIP5KL1|PITPNM1|PITPNM2|PITPNM3|PLA1A|PLA2G10|PLA2G15|PLA2G1B|PLA2G2A|PLA2G2C|PLA2G2D|PLA2G2F|PLA2G3|PLA2G4A|PLA2G4B|PLA2G4C|PLA2G4D|PLA2G4E|PLA2G4F|PLA2G5|PLA2G6|PLA2G7|PLAAT1|ACSL3|PLAAT2|PLAAT3|PLAAT4|PLAAT5|PLB1|PLCB1|PLCB2|PLCB3|PLCB4|PLCD1|PLCE1|PLCG1|PLCG2|PLCH1|PLCH2|PLCL1|PLCL2|PLD1|PLD2|DDHD1|PLSCR1|PNLIPRP2|PNPLA3|PNPLA6|PNPLA7|PNPLA8|PON1|PTDSS1|PTDSS2|PTEN|PTPMT1|CLN3|PTPRQ|SACM1L|SCARB1|SELENOI|SERAC1|SERINC1|SERINC2|SERINC5|SH3GLB1|SH3YL1|SLC30A5|SLC44A1|SLC44A2|SLC44A3|SLC44A4|SLC44A5|SMG1|SMPD4|SYNJ1|SYNJ2|TAMM41|THEM5|TMEM150A|TMEM86B|TNFAIP8L3|TPTE2|TTC7A|TTC7B|VAC14|MTM1|PIK3CA|MPPE1|PISD|OSBPL5|PGAP1|RAB38|SPATA18|PHB2|ABCA3|ABHD12|ABHD12B|ABHD16A|ABHD3|ABHD4|ABHD5|ABHD6|ABHD8|ACP6|AGPAT1|AGPAT2|AGPAT3|AGPAT4|AGPAT5|AJUBA|ALOX15|APOA1|APOA2|APOA4|APOC1|ATG14|ATM|BECN1|BMX|BPNT1|BPNT2|UVRAG|CAPN2|CDIPT|CDS1|CDS2|CEPT1|CETP|CHAT|CHKA|CHKB|CHPT1|CHRM5|CRLS1|CWH43|DBI|DGKA|DGKB|DGKD|DGKE|DGKG|DGKH|DGKI|DGKK|DGKQ|DGKZ|DNAJC19|DPM1|DPM2|DPM3|EFR3A|EFR3B|ENPP2|ENPP6|ETNK1|ETNK2|PIK3R1|FABP3|FABP5|FAR1|FIG4|GALR2|GDE1|GDPD1|PRDX6|TAFAZZIN|GDPD3|GNPAT|GPAA1|GPAM|GPAT2|GPAT3|GPAT4|GPCPD1|GPLD1|HADHA|HDHD5|HTR2B|HTR2C|HYCC1|HYCC2|IMPA1|IMPA2|INPP1|INPP4A|INPP4B|INPP5A|INPP5B|INPP5D|INPP5E|INPP5F|INPP5J|INPPL1|IP6K1|IP6K2|IP6K3|IPMK|ITPKA|ITPKB|ITPKC|LCAT|LCLAT1|LDLR|LIPC|LIPH|LIPI|LPCAT1|LPCAT2|LPCAT3|LPCAT4|LPGAT1|LPIN1|MBOAT1|MBOAT2|MBOAT7|MECP2|MFSD2A|MTMR1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,294,ENR,GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,1,0,GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,FALSE,GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS
3,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.1092296E-2,,ATM|MTMR3|BECN1|RNF186|RNF5|ATG2A|SMCR8|NUPR1|SNX18|SNX30|PINK1|SNX4|FEZ1|RAB1B|C9ORF72|SNX7|CHEK2|SH3GLB1|TBC1D12|TMEM39A|RAB3GAP1|RAB3GAP2|TRIM32|EFNB1|EHMT2|MTOR|ELAPOR1|SCFD1|UBQLN2|EPHB2|SEC22B|FEZ2|ULK1|PIKFYVE|PIP4K2A|PIP4K2B|PIP4K2C|IFT20|IFT88|MOAP1|LRSAM1|MTM1|WDR45|TBC1D14|WIPI1|PHF23|LRRK2|RAB5A|RALB,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,49,ENR,GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,1,0,GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,FALSE,GOBP_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY
,1.90308998699194,1.90308998699194,1.90308998699194,0.98750000000000004,,9.1295260000000003E-2,,ARHGAP21|OPTN|HIKESHI|PRKD1|RAB1A|BHLHA15|CDC42|RAB1B|RAB29|RAB2A|CDK1|RAB33B|PDCD10|RAB6B|PI4K2A|PI4K2B|RAB8A|STK25|PLK1|RBSN|YWHAZ|CLASP1|CLASP2|ATP8B1|ATP8B2|ATP8B3|ATP8B4|SEC16A|SEC16B|CSNK1A1|SEC23IP|PLK3|PDE4DIP|SPTBN5|STX17|STX18|ARFGEF1|STX5|ARMH3|SURF4|DYM|DYNC2H1|FAM174B|FHDC1|TBC1D20|GARIN4|GOLGA6A|GOLGA6B|NSFL1C|TMED1|GOLGA6C|TMED10|GOLGA6D|TMED2|GOLGA8A|TMED3|GOLGA8B|TMED4|GOLGA8H|TMED5|GOLGA8J|TMED6|GOLGA8K|TMED7|GOLGA8M|TMED9|GOLGA8N|USP6NL|GOLGA8O|GOLGA8Q|GOLGA8R|RAB2B|TRAPPC11|AP5Z1|GOLGA8S|TRAPPC12|GOLGA8T|GOLGB1|RAB43|KIFC3|LYSMD3|RAB30|SYNE1|TANGO2|TJAP1|ZFP69B|ZNF501|TRAPPC8|TRIP11|HACE1|USO1|GORASP1|CAMSAP2|GORASP2|VAMP4|BET1|AKAP9|BLZF1|CAMSAP3|ARHGEF7|PLEKHM2|VPS51|VTI1A|VTI1B|COG1|YIPF4|COG2|YIPF5|COG3|COG4|YIPF7|COG5|COG6|ZW10|COG7|COG8|VRK1|ARL1|CORO7|CRYZL2P-SEC16B|CSNK1D|HOOK1|HUWE1|MAP2K1|NPLOC4|VPS13B|BAG5|EHD3|NAGLU|UBXN2A|UBXN2B|PRMT5|MAP2K2|GAK|PTK2B|VMP1|GBF1|GCC2|GOLGA2|GOLGA5|GOLPH3|GOLPH3L|HTT|VCPIP1|LMAN1|CUL7|LRRK2|MAPK1|MAPK3|MYO18A|FBXW8|MYO5A|OBSL1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GOLGI_ORGANIZATION,153,ENR,GOBP_GOLGI_ORGANIZATION,1,1.2500000000000001E-2,GOBP_GOLGI_ORGANIZATION,FALSE,GOBP_GOLGI_ORGANIZATION
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,4.2984290000000003E-3,,ATG14|BECN1|UMOD|RRAGC|TNFAIP3|AKT1|SMURF1|VPS13A|VPS13C|SNF8|VPS41|CD81|AP3M1|STAM|STAM2|SH3GLB1|GNPTAB|SQSTM1|RAB7A|IRGM|LAMTOR1|TSG101|GNPTG|GBP1|NAGPA|PIK3C3|M6PR|MFSD1|SCARB2|MON1A|MON1B|PIK3R4|NCOA4|AP3B1|HGS|VPS25|GCC2|LAMTOR5|VPS28|GGA3|ATP13A2|VPS36|LAMP2|VPS4A|SNX16|SORL1|SORT1|RTN4|GLMP|VPS53|GPR137B|VPS8|KICS2|ZFYVE16|KPTN|LAMTOR4|LMBRD1|MEAK7|RNF128|VPS13D|MVB12A|RRAGA|SH3BP4|NDP|NEDD4|SZT2|VPS37A|LAPTM5|VPS37B|VPS37C|VPS37D|VPS54|MVB12B|PTPN23|ROCK2|HSPA8|UBAP1|AP3D1|AP4M1|CLU,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,80,ENR,GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,1,0,GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,FALSE,GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE
1,2.6839471254531202,2.6839471254531202,2.6839471254531202,0.99792960659999996,,5.5614122999999996E-3,,LEMD2|UBXN2B|NEMP1|PRKCB|TOR1A|REEP3|UBE2I|REEP4|TMEM43|TOR1AIP1|TOR1B|CTDNEP1|ATR|VPS4A|VPS4B|SPAST|PAFAH1B1|RCC1|CDK1|GPER1|VRK1|BANF1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|CHMP3|TARDBP|CHMP4C|PRKCA|CHMP5|CHMP6|NSFL1C|PLK1|CHMP7|CHMP4A|CHMP4B|NEK6|AKAP8L|SIRT2|LPIN1|DCTN1|ANKLE2|BROX|EMD|UBXN2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,46,ENR,GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,1,2.0703933999999999E-3,GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,FALSE,GOBP_NUCLEAR_MEMBRANE_ORGANIZATION
22,2.7007036893501701,2.7007036893501701,2.7007036893501701,0.99800796800000002,,2.6149540999999998E-2,,CNOT2|WRAP73|CNOT6|BECN1|POC1B|CROCC|CAPG|ATG2A|BBS4|ARHGAP35|NUMA1|ATG5|ATMIN|SNX18|CCDC15|RAB11FIP3|SNX30|CCDC88A|SNX4|CCP110|KCTD17|RHOA|SNX7|CEP120|CEP135|FUZ|DYNC1H1|MARK4|FSCN1|CEP295|GSK3B|SH3GLB1|GPSM2|MSN|MNS1|LCP1|TNF|CSF2|DZIP1|RP1|RAB3GAP1|SAXO1|RAB3GAP2|SEPTIN7|SRC|TRIM32|SEPTIN9|IL5|TAPT1|ELAPOR1|MAPK9|CNOT6L|ENTR1|ULK1|SDCBP|HAP1|NUP62|PIP4K2A|PIP4K2B|PIP4K2C|UBAP2L|IFT20|IFT88|ZMYND10|HSF1|MOAP1|PLK4|VPS4B|PPP1R35|LRSAM1|HTT|SASS6|PAN2|STX18|PAN3|ARHGEF5|STIL|SPAG5|WDR45|TTBK2|WIPI1|SDC1|SDC4|PDCD6IP|MAPK15|CAPRIN1|RALB|CNOT1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,88,ENR,GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,1,1.9920319999999999E-3,GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,FALSE,GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY
