__mclCluster,EnrichmentMap::-log10(pvalue) (con_up),EnrichmentMap::-log10(pvalue)*sign(NES) (con_up),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (con_up),EnrichmentMap::ES (con_up),EnrichmentMap::fdr_qvalue (con_up),EnrichmentMap::fwer_qvalue (con_up),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (con_up),EnrichmentMap::pvalue (con_up),name,selected,shared name
4,3,3,3,0.999,,1E-3,,BMP4|HIF1A|HESX1|SLC39A12|CFL1|LHX2|SIX1|GLMN|RARG|MKS1|EDA|BRD2|DLC1|RALA|BBS4|EDAR|FZD3|IFT122|ADM|PLXNB2|TGIF1|WNT5A|DEAF1|CASP3|BCL10|NUP50|HNF1B|YWHAZ|MED12|ATOH8|HOXA1|SIX4|TCAP|OVOL2|STK3|DVL2|MTHFD1|PIK3CD|STK4|SUFU|CLUAP1|PTCH1|SEC24B|DAB2IP|IFT172|OSR1|IFT52|VEGFA|IFT57|HAND1|PRICKLE1|PROX1|NCKAP1|CTHRC1|SALL4|SDCCAG8|BCL2L11|PFN1|STIL|MMRN2|GATA3|NOG|RPS7|COBL|TULP3|SDC4|FZD6|SFRP1|TMED2|TWIST1|GREM1|CECR2|KAT2A|SKI|MTHFD1L|APAF1|LMO4|MTHFR|FGFR2|VASP|ARHGAP35|WDR83|HS2ST1|ITGB1BP1|PRKACB|WNT9B|MIB1|LIAS|FUZ|GDNF|LUZP1|CTNNB1|TRIM71|HES5|GRHL3|FOLR1|TRAF6|PTK7|SFRP2|TEAD2|LRP2|TSC1|TSC2|TGM2|SEMA4C|CITED2|ZEB2|IRX1|IRX2|IRX3|TCTN1|CELSR1|GRHL2|WNT6|RARA|ST14|TGFB1|NOTCH1|ABL1|FGF2|SCRIB|CEP290|PAX2|PAX8|PODXL|SPINT2|RET|SPECC1L|RGMA|GDF7|SHH|NFIB|NODAL|CDK20|ALX1|PHACTR4|PRKACA|CC2D2A|BMP5|VANGL2|BMP7|OPA1|KDM2B|SPINT1|EGF|WNT4|FGF10|FGF8|SOX9|KIF20B|SOX8|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TUBE_FORMATION,152,ENR,GOBP_TUBE_FORMATION,1,1E-3,GOBP_TUBE_FORMATION,FALSE,GOBP_TUBE_FORMATION
28,3,3,3,0.999,,1E-3,,ATM|CCL7|KDM1A|RPL26|HRAS|TSPYL5|XRCC2|XRCC6|TLK2|CDKN1A|GTF2H5|CHEK2|PTPRC|EGR1|GPX1|ELK1|CXCL10|PML|APOBEC1|MEN1|PRKDC|BRCA2|TMEM109|RAD51|PARP1|MDM2|DCUN1D3|MAP3K20|CYBA|CRYAB|FANCD2|YAP1|ATR|HSF1|WRN|XRCC5|BAK1|ZMPSTE24|BAX|LIG4|BCL2|BCL2L1|TIGAR|GATA3|TP53|SOD2|CBL|TREX1|POLB|ERCC6|TOP1|PRKAA1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_GAMMA_RADIATION,52,ENR,GOBP_RESPONSE_TO_GAMMA_RADIATION,1,1E-3,GOBP_RESPONSE_TO_GAMMA_RADIATION,FALSE,GOBP_RESPONSE_TO_GAMMA_RADIATION
,3,3,3,0.999,,1E-3,,WDR75|PWP1|ERBB2|BNC1|IPPK|RASL11A|DHX33|MARS1|ATF4|SMARCA4|UBTF|SMARCB1|CARM1|MYBBP1A|DDX21|HEATR1|LYAR|SF3B1|MYO1C|SIRT7|NCL|BAZ1B|DDX11|DEK|WDR43|NOL11|EIF2AK3|PHF8|ERCC6|SMARCA5|UTP15|PIH1D1|MTOR|ACTR6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,34,ENR,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,1,1E-3,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,FALSE,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I
4,3,3,3,0.999,,1E-3,,BMP4|MYC|AMPD2|CD2AP|WNT11|LIF|SIX1|DLL1|RARB|WNK4|DLG1|NPNT|GLI3|IQGAP1|CD34|TCF21|ARG2|EFNB2|CAT|LAMA5|MAGED1|CTNNBIP1|MTSS1|PKD1|SPRY1|SMAD3|CER1|GZF1|HOXA11|TMEM59L|HNF1B|SIX4|LZTS2|SALL1|HEYL|SIX2|SMO|SMAD2|FOXC1|HOXD11|POU3F3|TFAP2B|PTCH1|OSR1|SMAD7|BASP1|SMAD5|EDNRB|VEGFA|ADAMTS16|KANK2|PKD2|KLHL3|AGTR2|EPCAM|BCL2|FOXJ1|AQP11|FOXC2|GATA3|NOG|PBX1|NOTCH2|TACSTD2|SDC4|CD24|SFRP1|GREM1|ILK|DCHS1|CALB1|CITED1|JAG1|UMOD|NPHS1|FGFR2|GDF11|EDN1|EDNRA|LGR4|HOXB7|HS2ST1|WT1|EPHA7|WNT2B|HS3ST3A1|WNT9B|AHI1|HS3ST3B1|MAGI2|EPHA4|AGT|FOXD1|MEF2C|GDNF|WNT1|CTNNB1|EXT1|KLF15|AQP1|KIF26B|SMAD1|HES1|HES5|LAMB2|SMAD4|SMAD6|PECAM1|SLC22A1|GPC3|IRX1|IRX2|IRX3|WNT6|RARA|TGFB1|NOTCH1|FGF2|FGFR1|WNT7B|CRLF1|WWTR1|PAX2|PAX8|PODXL|PTPRO|YAP1|SIM1|RET|ACAT1|ADIPOQ|ROBO2|GREB1L|LHX1|SHH|SLC22A6|FGF1|PROM1|ASXL1|BMPER|BMP7|SLIT2|BMP2|EYA1|MYO1E|NPHS2|WNT4|FGF8|STAT1|SOX9|SOX8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,151,ENR,GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,1,1E-3,GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,FALSE,GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT
155,3,3,3,0.999,,1E-3,,HMGA2|MIF|FBXO5|FZR1|ABL1|TERF2|TP63|WNT1|AKT3|BCL6|TWIST1|SIRT1|SIRT6|ZKSCAN3|RBL1|PLK2|TERT|PTEN|CDK6|YBX1|BCL2L12|TBX2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,22,ENR,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,FALSE,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE
3,3,3,3,0.999,,1E-3,,BMP4|HAND2|HIF1A|CAV3|WNT11|PITX2|POU4F1|SNX17|ADPRHL1|RARB|HECTD1|BMP10|MKS1|DSP|MYH6|FKBP1A|MAML1|MYH7|TBX5|WNT5A|EVA1A|NSD2|ACVR1|ADAMTS1|MYBPC3|GSK3A|MYL2|FOXF1|ANK2|RBPJ|DAND5|MYL3|TGFBR3|MYOCD|PKP2|NKX2-5|OVOL2|FZD2|SALL1|TNNT2|HEY1|SHOX2|RYR2|HEYL|MDM2|MESP1|DLL4|SMO|FOXC1|MYH10|SUFU|SRF|APLNR|ADAMTS19|FGFRL1|SCN5A|SMAD7|ID2|MDM4|HAND1|PROX1|NPRL3|HEY2|TBX20|ZMPSTE24|BMPR2|SMARCD3|SOX11|SALL4|TNNI1|PRDM1|FOXC2|GATA3|NOG|TP53|WNT2|NOTCH2|SAV1|XIRP2|ZFPM2|SOX4|TBX3|FHL2|GJA5|TNNI3|TPM1|TBX2|KCNJ8|LMO4|TRIP11|COL11A1|JAG1|CCN1|FGFR2|STRA6|EDNRA|EGLN1|MEF2C|NACA|MATR3|BMPR1A|NDST1|NRG1|NRP2|FZD1|PLXND1|LUZP1|HES1|TGFBR2|ISL1|MED1|PTK7|SEMA3C|SFRP2|LRP2|ZBTB14|SMAD4|SMAD6|GATA4|TMEM65|AP2B1|HEG1|UBE4B|CITED2|NAGLU|GATA6|GRHL2|RARA|SLIT3|TGFB1|NOTCH1|NPY5R|NRP1|MSX2|CHD7|PAX8|TBX1|PPP1R13L|ZFPM1|ADGRG6|ROBO1|ROBO2|CPE|GREB1L|NPHP3|TNNC1|ENG|CRELD1|DNAH11|TGFBR1|RBM15|PARVA|TEK|ADAMTS6|BMP5|PTCD2|CNTRL|DCTN5|KCNK2|NOS3|VANGL2|RBP4|BMP7|FOXH1|SLIT2|SOS1|BMP2|NPY2R|PDE2A|FGF8|FRS2|HOXA13|TAB1|DHRS3|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CARDIAC_CHAMBER_DEVELOPMENT,175,ENR,GOBP_CARDIAC_CHAMBER_DEVELOPMENT,1,1E-3,GOBP_CARDIAC_CHAMBER_DEVELOPMENT,FALSE,GOBP_CARDIAC_CHAMBER_DEVELOPMENT
20,3,3,3,0.999,,1E-3,,H6PD|AVPR1B|REST|DKK3|LHCGR|P2RY1|P2RY6|CD244|PLEK|PTH1R|SREBF1|SREBF2|DGKQ|SEC14L2|GPER1|BMP6|SNCA|GPR146|DAB2|ERLIN1|ERLIN2|KPNB1|MBTPS1|SCAP|AQP8|PAQR3|MBTPS2|PRKG1|ADCYAP1R1|CYP7A1|PTH|QKI|FGF1|INSIG1|ABCG1|ABCG4|PRKACA|ABCA2|BMP5|GNAI1|NTSR1|CLCN2|BMP2|MAPK1|LPCAT3|WNT4|APOB|PRKAA1|APOE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,49,ENR,GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,1,1E-3,GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,FALSE,GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS
15,3,3,3,0.999,,1E-3,,NR5A1|TNFAIP6|PGR|SGPL1|GPR149|LFNG|PTX3|SRD5A1|SRD5A2|LHCGR|NPPC|INHBB|WNT5A|EIF2B4|PCYT1B|ZP3|CEBPB|CASP3|LHFPL2|TYRO3|ADAMTS1|NUP107|AFP|INSR|EIF2B5|UBB|LEP|BRCA2|DACH2|CYP19A1|VGF|DMC1|FOXC1|IDH1|CASP2|FST|SIRT1|VEGFA|GAS2|NPR2|RETN|ESR1|BAK1|BAX|CGA|BCL2|BCL2L1|TAF4|ZFPM2|NR2F2|SFRP1|TBX3|BMPR1B|FZD4|GDF9|UMODL1|MERTK|ATM|TP63|PTPRN|AXL|SPO11|EIF2B2|NUPR1|GNRH1|STRA6|KIT|NOTCH4|KITLG|WT1|FANCG|AMH|NRIP1|ANG|DMRTA1|FOXL2|MMP14|MMP2|ZNF830|DACH1|HYAL3|INHA|INHBA|LSM14B|LRP2|ZFP42|SMAD4|KDR|UBE3A|EREG|MMP19|TIPARP|CSMD1|SLIT3|NOTCH1|NR5A2|PDGFRA|SCAPER|CHD7|RAC1|FANCA|PLEKHA1|ADCYAP1R1|IMMP2L|ROBO2|LHX1|AMHR2|FANCE|MSH4|FOXO3|FSHR|NOS3|RBP4|SLIT2|CTNNA1|WNT4|STAT5B|ZFY|SOD1|FGF10|LHX9|STAT5A|ARID5B|BCAS2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_FEMALE_SEX_DIFFERENTIATION,124,ENR,GOBP_FEMALE_SEX_DIFFERENTIATION,1,1E-3,GOBP_FEMALE_SEX_DIFFERENTIATION,FALSE,GOBP_FEMALE_SEX_DIFFERENTIATION
27,3,3,3,0.999,,1E-3,,SMO|ZNF365|GNPAT|ABL1|AGTPBP1|DAB1|DLL1|WNT7A|TRNP1|GLI1|GLI2|SKOR2|DLC1|GBA1|HSPA5|COMT|SERPINE2|ATP7A|HERC1|PROX1|CBLN1|FAIM2|SPTBN2|LHX1|LHX5|KIF14|OPHN1|TTC21B|KNDC1|NRXN1|TUBA1A|TTLL1|SLC25A46|WNT1|PTPN11|CBS|CDK5|GRID2|HES1|COQ8B|WHRN|CEND1|LDB1|MAP2K1|RORA|FOXP2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_HINDBRAIN_MORPHOGENESIS,46,ENR,GOBP_HINDBRAIN_MORPHOGENESIS,1,1E-3,GOBP_HINDBRAIN_MORPHOGENESIS,FALSE,GOBP_HINDBRAIN_MORPHOGENESIS
,3,3,3,0.999,,1E-3,,NMB|NMBR|AFG3L2|HPN|SHANK1|ZPLD1|CACNG2|NPNT|ALDH1A3|SLC1A1|GLRA1|GLRB|ADRA1A|FOXP2|SLITRK6|DRD3|ASCL1|NPSR1|SCN11A|USP46|TMC1|NR4A3|TMC2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REFLEX,23,ENR,GOBP_REFLEX,1,1E-3,GOBP_REFLEX,FALSE,GOBP_REFLEX
5,3,3,3,0.999,,1E-3,,GAP43|CRIPT|LRFN1|ABL1|LRFN4|FGFR1|LRRC4B|IL1RAP|LRRTM2|PTK2B|GRID2|LATS1|PTPRD|ABI3|PTPRS|ARHGEF9|PRICKLE1|CASKIN1|CBLN1|SPTBN2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,20,ENR,GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,1,1E-3,GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,FALSE,GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY
32,3,3,3,0.999,,1E-3,,MYO19|MAPT|PKD1|TRAK1|TRAK2|MEF2A|HAP1|ATCAY|SLC4A5|EPCIP|KIF5B|DNM1L|OPA1|LRRK2|TSPAN9|MSTO1|CLUH|ARMC1|BHLHA15|MTM1|KAT2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOCHONDRION_DISTRIBUTION,21,ENR,GOBP_MITOCHONDRION_DISTRIBUTION,1,1E-3,GOBP_MITOCHONDRION_DISTRIBUTION,FALSE,GOBP_MITOCHONDRION_DISTRIBUTION
9,3,3,3,0.999,,1E-3,,ADORA2B|SYT10|EXPH5|RAB27B|SYTL4|KLRC2|RUFY4|CD177|RAB3A|RPH3A|CD160|RPH3AL|S100A10|SNF8|ITGAM|ITGB2|KCNB1|SNX4|ZP3|CFTR|ANXA2|STAM|VSNL1|STX1A|FGG|STX4|CHMP2A|GAB2|SNCA|GATA1|GATA2|PRKCA|SYT1|HYAL3|CADPS|CDK5R2|CADPS2|SMPD3|IL13|CLASP1|IL4R|RAB7A|CLASP2|TSG101|FGA|FGB|SLC4A8|SYT7|SDCBP|VAMP8|HGS|RAB9A|ATP13A2|IFNG|VPS4A|F2RL1|UNC13D|VPS4B|FCER1G|FGR|PLA2G3|NLGN1|RAB3D|STXBP5|CACNA1B|SCAMP5|PPP3CA|RAB27A|SPHK2|LAMP1|SDC1|DOC2A|SDC4|DOC2B|CDK5|HLA-F|PDCD6IP|RAB15|AP1G1|STXBP1|RAB2B|SYK|RAB5A|SYT4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,84,ENR,GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,1,1E-3,GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,FALSE,GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS
63,3,3,3,0.999,,1E-3,,CASQ2|MTMR2|MTMR4|ATXN2|AKT1|AKT2|NR1H2|GJA1|NR1H3|ATG3|PEA15|GNAO1|B2M|ENPP1|PRKG2|MAP1B|PCSK9|KCNE3|APPL1|APPL2|KCNE5|GRB10|GSK3A|HMGB1|INPP5K|INS|IRS1|IRS2|EPPIN|LEP|CD300LF|CD36|CEACAM1|UNC119|REM1|IDH2|PID1|ISCU|PIP4P2|DRD2|LRPAP1|PLA2G10|ARL6IP5|FCGR2B|TACR2|SELENOS|ANK3|HLA-F|ERBB3|ANXA13|TRAT1|MCTP1|GSTO1|SEMG1|SLC30A1|ATP9A|PLSCR1|TNFRSF1A|PARK7|PTEN|PPIF|DRD4|ACTN2|COMMD1|ARF6|NRG1|ARFIP1|ARHGAP1|ARHGAP8|SNCA|PSMD9|HTR1B|PPM1F|CSK|NFKBIA|TNF|UCN|RGS2|MCUB|PRKCE|GOPC|SHH|INSIG1|FKBP1B|SLC43A1|SLC43A2|GPR35|RSAD2|NPFF|LRRK2|NPY2R|LYPLA1|LYPLAL1|APOC3|APOE|CAV1|CAV3|TIFAB|DYSF|ANGPT1|TLR2|EPHA3|BEST3|PKDCC|CAB39|INHBB|CACNA1F|PRKD1|CBARP|CD84|RAB11FIP3|RAB33B|GABRE|GNB5|FOXF1|GPM6B|HDAC3|KCNAB1|PTPN11|RACK1|DDX39A|YWHAE|IL13RA2|RSC1A1|KCNJ11|BIN1|CRY1|KCNRG|KEL|ENY2|NDFIP2|OSR1|PACSIN3|PPP3R2|FMR1|PXK|TNFRSF1B|SNX12|RGS4|UBE2J1|SNX3|SESTD1|SLC26A5|SPINK1|PKIA|PNKD|ASIC1|CYP4F2|GRP|HADH|LGALS3|VAMP3|GRM7|DRD3|CALM2|ANXA2|FAM76B|FFAR4|ADRA2A|CORO1A|HES1|CRH|PRKN|PPP3CB|NEO1|TGFB1|NOTCH1|PACSIN1|NPY5R|GHRL|GHSR|CRYAB|HAMP|CRBN|KCNQ1|PRKG1|MRLN|RANGAP1|RHBDF2|ADIPOQ|ADTRP|NMU|HCRT|NPSR1|OPRK1|RBM10|TXN|ANXA1|APOD|PPP3CA|BCR|PTGER3|SCT|CALCA|MAPK3|TFF2|CABP1|REST|CRY2|NDFIP1|LIF|CCN3|WDR54|WNK3|WNK4|CCR2|HTR2A|NECAB2|CD200|OPRM1|CD300A|CD47|RAP1A|CD74|RAP1B|PFKL|CHGA|CRHBP|CNN2|KCNH2|PKIG|ITGAV|PPP3R1|SIRT6|MDFIC|CTNND1|NEDD4L|SUFU|NUP153|PIM3|OAZ1|OAZ2|OAZ3|F2RL1|FAM3D|ADORA1|FFAR2|BCL2|SP100|BRAF|GNAI1|CALM3|IL1RAPL1|CDK5|SPX|IL12A|TMBIM6|IL1B|KCNK9|ACVR1C|SYTL4|CLDN3|EPO|ITGB3|JAGN1|EDN1|FRMD4A|KCNB1|KCNE1|LGALS9|FIS1|STC1|SUMO1|SFRP4|VSNL1|NOS1|DPH3|NCKAP1L|NF1|BARD1|OXSR1|RAB7A|RABGEF1|UBR3|PRKCB|SDCBP|PRTN3|WWP2|PTK2B|RAC1|SLN|MMP9|RIN3|NDUFAF2|TCAF2|GNAZ|SIRPA|NOS3|OSTN|WNK1|OS9|SPI1|EGF|CTTNBP2NL|STK39|THBS1|YWHAB|YWHAQ|ABCA7|ATP1A2|ANKRD13B|ANKRD13D|PROM2|ATG5|ATF4|YRDC|PPP3CC|C9ORF72|LRRTM1|CALM1|SH3GL3|SIRT4|CERS1|DERL2|DERL3|FOXO1|ERLEC1|KLF7|EI24|ERP29|MIDN|ADRA2B|MTNR1B|ADRA2C|RAB11FIP1|RAB11FIP5|HMGCR|SERGEF|ANKRD27|LRSAM1|BMP8A|VPS35|NEDD4|SCAMP5|WDR41|ABCA2|DLG4|IL11|UCP2|GGCX|SVIP|F2R|GNAI2|STXBP3|RAB23|SYT11|SYT4|APOA2|UBAC2|UBE2G2|APOC1|APOC2|PICALM|PLN|ANKRD13A|PACSIN2|PRRT2|RUBCN|PDE8B|SMCR8|P2RY1|CHP1|SERPINE2|SNX33|TPR|ABCC8|KCNE2|AGT|SREBF1|SREBF2|RHBDF1|IL12B|STX1B|LRRTM2|STXBP6|INHA|INHBA|TBC1D4|FABP5|FERMT1|LILRB1|TSPO|UBQLN1|UBQLN2|UFM1|VAMP8|VDAC1|TLR9|TRIM27|LILRB2|VPS4B|YOD1|FGF23|NMB|ABAT|OSM|ACSL4|PLA2R1|GABBR1|ADA|NHERF1|NTSR1|TRH|NEU3|CYP51A1|CAMK2D,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,406,ENR,GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,FALSE,GOBP_NEGATIVE_REGULATION_OF_TRANSPORT
48,3,3,3,0.999,,1E-3,,BMP4|DUSP2|HMGA2|WNT11|WNT3A|COL12A1|DUSP4|COL7A1|DUSP5|LAMA3|SOX7|FN1|COL5A2|GJA1|HSBP1|BRD3|TRIM15|WNT5A|ARMC5|MSGN1|TWSG1|ACVR1|COL6A1|FOXF1|SMAD3|HOXA11|HNF1B|ITGA5|MESP2|ITGAV|ITGB5|PRKAR1A|EPHA2|ATOH8|LAMB3|WLS|MESP1|SIX2|SMAD2|FOXC1|SRF|EOMES|FZD7|SETD2|MACROH2A1|SCX|ETV2|HAND1|TBX6|TLX2|POU5F1|TBX20|BMPR2|EXT2|TAF10|FOXC2|NOG|GRB2|KDM6B|SOX17|TBX19|SOX2|NANOG|TXNRD1|ITGA2|ITGA3|ITGA4|COL11A1|AXIN1|ITGA7|ITGB1|FGFR2|ITGB3|MIXL1|CTR9|ITGA8|EYA2|ITGB2|COL4A2|DKK1|TAL1|POFUT2|COL8A1|BMPR1A|MMP14|MMP2|CTNNB1|SMAD1|COL5A1|MYH9|LAMB1|INHBA|MAP2K1|DUSP1|SFRP2|SNAI1|CDC73|ELF5|MMP15|GATA6|AHDC1|EXOC4|FGFR1|EPB41L5|NF2|PAX2|ETS2|CRB2|MMP9|LEO1|ITGB4|MMP8|RTF1|LHX1|NR4A3|PAF1|NODAL|LEF1|KIF16B|APELA|PRKACA|KLF4|BMP7|EYA1|VTN|WNT3|NR0B1|GPI,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,128,ENR,GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,1,1E-3,GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,FALSE,GOBP_FORMATION_OF_PRIMARY_GERM_LAYER
4,3,3,3,0.999,,1E-3,,BMP4|HIF1A|CFL1|TP63|FGFR2|WNT5A|WNT2B|AR|RDH10|GDF7|SHH|NODAL|NOG|WNT2|LUZP1|BMP5|CTNNB1|EGFR|HOXD13|BMP7|FGF10|OVOL2|SULF1|SOSTDC1|CECR2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD,25,ENR,GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD,1,1E-3,GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD,FALSE,GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD
1,3,3,3,0.999,,1E-3,,RARA|DDR2|RARB|RARG|MSX2|EVC|NPPC|ECM1|FGFR2|FOSL2|POR|ATF2|COMP|NPR2|IFT80|POC1A|THBS3|FBLN5|STC1|ZMPSTE24|TSKU|BNC2|COL27A1|MATN1|EXT1|CER1|OSTN|TGFBR2|SMPD3|LEP|LEPR|FGFR3|SOX9|MMP13,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_BONE_GROWTH,34,ENR,GOBP_BONE_GROWTH,1,1E-3,GOBP_BONE_GROWTH,FALSE,GOBP_BONE_GROWTH
64,3,3,3,0.999,,1E-3,,CHRNA3|ANKFN1|CHRNB2|CHRNB4|BORCS7|NCOR1|NKX2-1|FGF12|GLRA1|GNAO1|SEZ6|ATP7A|EFNB3|PAFAH1B1|GAA|KCND2|KLHL1|ARRB2|SLURP1|EN1|PPP1R1B|PBX3|LMX1A|CXCL12|PITX3|HPRT1|HOXD9|IDO1|MTOR|UCHL1|DBH|SCN1A|FXN|AGTPBP1|DPP4|ZIC1|DRD2|EPS8|GLRB|ZMPSTE24|GMFB|GIGYF2|TUBA1A|PPT1|NAV2|CLN8|FZD4|MCOLN3|USP2|ZDHHC8|ARCN1|RCAN1|RCAN2|CALB1|DDHD2|C1QL1|LGI4|ATXN1|DSCAM|PAK5|PAK6|PARK7|PTEN|LARGE1|DRD4|DMRT3|GDNF|GRM1|GRM5|SNCA|NPC1|ASTN1|PENK|HTRA2|OPRD1|RASD2|DAB1|CHD7|PRKCE|SLC1A1|PUM1|CNTN1|MYG1|SPTBN4|TMOD1|RNF170|SOD2|FSHR|WDR47|LRRK2|NPY2R|GPR88|SLITRK6|APOE|CIART|ATP1A2|TBCE|LRRTM1|CHL1|EGR1|SLC25A46|GRIN2D|CCND2|GRM6|DMBX1|NTAN1|CLCN3|CTNS|GAD1|KCNJ10|ALS2|ZNF212|ELP6|NTF4|SNCG|ELAVL4|SLC18A2|ID2|SLC4A10|GNG7|CNTN2|CSTB|NLGN2|VPS35|MTA1|APBA2|HOXB8|ABCA2|DLG4|FOXA2|CNP|ABHD12|MEIS1|ANKH|B4GALT2|SNAP25|TMBIM4|GIP|HPGDS|ROGDI|ADORA2A|PLN|GRIA1|PEX13|VPS13A|SELENOP|CWH43|DRD1|DRD3|MYO15A|TAL1|SOBP|EPHA4|HIPK2|SPG11|ASL|GPR52|CLN6|GRN|HEXA|GBX1|TSC1|FIG4|BTBD9|CRH|NAGLU|ZNF385A|PRKN|ZFHX3|HOXD10|PPP3CB|GNB3|ARRDC3|TH|ALK|GHSR|ETV5|GPR37|CDH23|CRBN|PREX2|HEXB|NR4A2|RELN|HTR2C|OXR1|NEGR1|MINAR2|APP|OPRK1|AVP|INPP5F|NPY1R|PDE1B|QRFP|SLC6A3|ABAT|APBA1|CACNB4|ALDH1A3|TNR|NTSR1|CEND1|FKRP|TRH|ADCY5|GPRIN3|ADCY8|NCOA2|SOD1|SPG21|GIT1|MECP2|BSX|STRN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LOCOMOTORY_BEHAVIOR,215,ENR,GOBP_LOCOMOTORY_BEHAVIOR,1,1E-3,GOBP_LOCOMOTORY_BEHAVIOR,FALSE,GOBP_LOCOMOTORY_BEHAVIOR
