__mclCluster,EnrichmentMap::-log10(pvalue) (non_mouse_down),EnrichmentMap::-log10(pvalue)*sign(NES) (non_mouse_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (non_mouse_down),EnrichmentMap::ES (non_mouse_down),EnrichmentMap::fdr_qvalue (non_mouse_down),EnrichmentMap::fwer_qvalue (non_mouse_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (non_mouse_down),EnrichmentMap::pvalue (non_mouse_down),name,selected,shared name
,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,0,,EEF2|RPL10A|RPL12|RPL13|RPL13A|RPL14|RPL15|RPL17|RPL22|RPL23|RPL23A|RPL24|RPL26|RPL27|RPL27A|RPL28|RPL29|RPL32|RPL34|RPL35|RPL35A|RPL36|RPL36A|RPL37|RPL37A|RPL38|RPL4|RPL5|RPL6|RPL7|RPL7A|RPL8|RPL9|RPLP2|RPS10|RPS11|RPS12|RPS14|RPS15A|RPS16|RPS24|RPS26|RPS27A|RPS28|RPS5|UBA52|AKT2|ALKBH3|CKAP5|CNBP|CPEB1|CPEB2|CPEB3|CPEB4|CSDE1|DENR|DHX29|DHX36|DHX9|DRG1|DRG2|EIF2AK4|EIF2B1|EIF2B2|EIF2B3|EIF2B4|EIF2B5|EIF2D|EIF2S2|EIF2S3X|EIF2S3Y|EIF3A|EIF3B|EIF3C|EIF3D|EIF3E|EIF3F|EIF3G|EIF3H|EIF3I|EIF3K|EIF3L|EIF3M|EIF4A1|EIF4A2|EIF4B|EIF4EBP1|EIF4H|EIF5|ETF1|FAU|FMR1|FTSJ1|GTPBP1|HNRNPD|HNRNPU|IGF2BP1|IMPACT|LIN28A|MCTS1|MCTS2|METTL3|MIF4GD|NCBP1|NCBP2|NCK1|NEMF|NMNAT2|PABPC1|PAIP1|PARP16|PIWIL2|PKP1|RBM24|RBM4|RPL11|RPL18|RPL18A|RPL19|RPL21|RPL22L1|RPL3|RPL30|RPL31|RPL39|RPL39L|RPL41|RPLP0|RPLP1|RPS13|RPS15|RPS17|RPS18|RPS19|RPS2|RPS20|RPS21|RPS23|RPS25|RPS29|RPS3|RPS4X|RPS6|RPS7|RPS8|RPS9|RPSA|RWDD1|SH3BGRL|SLBP|SMYD5|SYNCRIP|UNK|YBX1|YTHDF2|ZC3H15|ZFP385A,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_CYTOPLASMIC_TRANSLATION,157,ENR,GOBP_CYTOPLASMIC_TRANSLATION,1,0,GOBP_CYTOPLASMIC_TRANSLATION,FALSE,GOBP_CYTOPLASMIC_TRANSLATION
14,2.21836042871925,2.21836042871925,2.21836042871925,0.99395161300000001,,5.6541226999999999E-2,,AMN1|SLC35F3|STRA6|APOA1|TCN2|SLC25A32|TTPA|SLC52A2|SLC52A3|CUBN|SLC19A2|PDPN|SLC19A3|SLC25A19|SLC2A1|FOLR2|SLC2A10|AMN|SLC2A2|SLC2A3|SLC2A4|SLC2A5|SLC2A8|SLC2A9|LRP2|SCARB1|SLC19A1|ABCC1|SLC22A1|ABCC5|RBP4|ABCG2|SLC22A2|ABCG3|CD320|GC|FOLR1|SLC27A1|SLC44A4|SLC46A1|SLC47A1|ABCD4|SLC23A1|SLC23A2|AFM|SLC5A6,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_VITAMIN_TRANSPORT,46,ENR,GOBP_VITAMIN_TRANSPORT,1,6.0483869999999997E-3,GOBP_VITAMIN_TRANSPORT,FALSE,GOBP_VITAMIN_TRANSPORT
10,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,3.2224460000000003E-2,,BCL2|LY9|STK11|TOX|CD69|DOCK2|IL4|SLAMF6|NFATC3|PTPN2|SHH|TGFB1|BCL11B|SPN|FOXN1|MTOR|ITPKB|STAT6|BRAF|OTUD5|IL23A|OPA1|TBX21|PTPRC|EP300|THEMIS|SKINT1|IL6|IL6RA|STAT3|BATF|IRF4|TNFSF18|BRD2|BRD4|CTSL|FOXP3|CD1D1|H2-DMA|SRF|CD3D|CD3E|CYLD|LGALS1|CD3G|ZAP70|CD74|LOXL3,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_T_CELL_SELECTION,48,ENR,GOBP_POSITIVE_T_CELL_SELECTION,1,0,GOBP_POSITIVE_T_CELL_SELECTION,FALSE,GOBP_POSITIVE_T_CELL_SELECTION
7,2.41077722729709,2.41077722729709,2.41077722729709,0.99611650480000002,,3.8922768000000003E-2,,RGS2|RBM10|ACVR1B|NOTCH1|PDCD4|SPRY1|PPARA|TGFBR3|ADRA1A|RGS4|ASB2|DYRK1A|FDPS|SLC8A1|MYH6|TOMM70A|COL14A1|CTDP1|PBRM1|SLC25A4|ACTC1|ADPRHL1|AKAP13|GATA4|CSRP3|FHOD3|HDAC2|PLEC|NKX2-5|HEY2|MYH10|MYH11|MYL2|HNRNPU|DDX39B|MYLK3|ADRA1B|ACTN2|ADRB1|MAP2K4|NEB|MEIS1|NEBL|MET|NRAP|PDGFRA|DICER1|PDGFRB|SIRT1|AKAP6|PROX1|SMAD4|SRF|TCAP|VEGFA|ATG5|MYOCD|GSK3A|TTN|GSK3B|XIRP1|BMP4|IGF1|PARP2|PDLIM5|PI16|PIN1|CAMK2D|CAV3|MTOR|AGT|INHBA|SGCD|SORBS2|ATG7|TBX3|CDK1|ISL1|TRIP10|PRKG1|YY1|ZFP418|ALPK2|CTCF|ALPK3|CXADR|BMPR1A|FHL2|LRRC10|MAML1|FOXP1|MYO18B|NAGLU|PITX2|POPDC2|SGCB|SHOX2|SMAD6|EP300|PRICKLE1|SPEG|TBX18|TBX5|G6PDX|ZMPSTE24|LMNA|JAG1|NR3C1|MEF2A|PAK1|HAMP|HAMP2|EDN1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_CARDIAC_CELL_DEVELOPMENT,113,ENR,GOBP_CARDIAC_CELL_DEVELOPMENT,1,3.8834951999999999E-3,GOBP_CARDIAC_CELL_DEVELOPMENT,FALSE,GOBP_CARDIAC_CELL_DEVELOPMENT
2,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,0,,IDO1|IDO2|IL4I1|KMO|UROC1|ACMSD|KYNU|PAH|AMDHD1|GSTZ1|HAAO|FAH|FTCD|HAL|HDC|AFMID|HGD|HPD|TAT|QDPR|TDO2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,21,ENR,GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,1,0,GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,FALSE,GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
4,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,1.9578979999999999E-2,,DHPS|EFNB1|MEF2C|FGF10|NCKAP1L|FLT3L|PPP3CA|PNP|H2-DMB2|GPAM|TIRAP|PTPN22|PTPRC|TLR4|AIF1|PDCD1LG2|CSF1|SLC4A1|IGFBP2|IL15|PRKCQ|IL21|IL2RA|IL5|PYCARD|IL7|MAPK1|ITGAL|TAC1|CD38|KITL|RIPK2|CHRNB2|IL34|MPL|MIF|NCK2|SASH3|XCL1|NR5A2|IFNG|IL4|PELI1|TLR9|SLAMF1|PRLR|RAC2|SHH|RASAL3|ADA|SPN|MYD88|TFRC|AGER|SLC39A10|SYK|TNFRSF13C|ATAD5|KIT|TNFSF13|BCL6|TNFSF13B|TNFSF4|BTK|NCK1|TRAF6|STAT5A|CD1D1|TYK2|CD1D2|TCF3|CD24A|TGFBR2|TICAM1|CD274|VTCN1|CD28|TNFRSF4|CD3E|ZAP70|CD40|TNFSF9|CD40LG|BCL2|GSK3B|CSF2|CSF2RA|HMGB1|IGF1|IGF2|CD80|IL6ST|VAV3|CD86|VCAM1|SLC7A1|WNT3A|IRS2|OCSTAMP|RPS3|PTK2|ZFP335|CSF2RB|ST6GAL1|CSF2RB2|CD4|MAPK3|CORO1A|BMI1|STAT5B|NFATC2|EPHB2|TACR1|FADD|HES1|ANXA1|FOXP3|CCL19|CD209D|H2-DMB1|CCL5|CD74|CCR2|CCR7|CD46|CD55|CD59A|HAVCR2|CD59B|DNAJA3|CD81|ICOSL|IL12A|IL12B|IL12RB1|IL13|IL18|IL1A|IL2|IL23A|ADK|BLM|IL6|BST1|IRGM1|BTNL2|CARD11|CCDC88B|CD209C|JAK2|NMB|CD209E|JAK3|CD276|CD320|GPR183|CD6|H2-T23|CDKN1A|BCL2L1|CSF1R|IL1B|LYN,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,163,ENR,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,1,0,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,FALSE,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION
,1.7976137296102099,1.7976137296102099,1.7976137296102099,0.98406374500000005,,8.007251E-2,,SLC25A27|GPR89|VDAC3|MCOLN1|P2RX5|SLC12A2|SLC17A7|SLC17A8|SLC4A1|SLC4A4|CLCN2|SLC19A1|RIPK1|SLC1A1|SLC1A2|SLC1A4|SLC22A18|UCP2|SLC22A6|BSND|SLC12A9|VDAC2|MFSD8|SLC26A1|SLC26A11|SLC26A3|SLC26A6|MCOLN3|SLC26A9|CLNS1A|WNK4|SLC12A1|SLC12A3|CLIC4|SLC13A1|ABCB1A|ABCB1B|PCYOX1|SLC39A14|TG|P2RY6|ANO6|SLC4A10|SLC4A11|SLC4A2|SLC4A3|SLC5A5|SLC4A5|SLC4A8|SLC4A9|SLC5A6|SLC6A2|SLC1A3|SLC5A8|GABRB3|SLC6A14|SLC4A7|ANO1|ANO10|ANO2|ANO3|ANO4|ANO8|TSPO|ANO9|CLCA1|CLCA2|MTOR|CLCC1|CLCN6|CLCNKA|CFTR|CLDN17|CAR2|CLIC1|SLCO1A4|CAR7|CLIC3|CLIC5|CLIC6|GABRA2|GABRA3|GABRA4|GABRB1|GABRB2|GABRD|GABRE|GABRP|GABRR2|GLRB|OSTM1|ABCC3|SLC26A10|TTYH1|SLC26A2|TTYH2|SLC26A4|TTYH3|TMC4|ATP8B1|BEST1|BEST2|GOPC|CASR|PDZK1|PRKG2|RAB11B|AQP6|STC1|CLCN5|CLCNKB|CLDN4|KCNK1|KCNK2|KCNE2|LRRC8A|LRRC8B|LRRC8C|VDAC1|LRRC8D|LRRC8E|AHCYL1|SLC12A5|KCNN4|KCNQ1|PANX1|CLCN3|CLCN7|SLC12A4|SLC12A6|SLC12A7|SLC12A8|SLC25A14,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_MONOATOMIC_ANION_TRANSPORT,133,ENR,GOBP_MONOATOMIC_ANION_TRANSPORT,1,1.5936255E-2,GOBP_MONOATOMIC_ANION_TRANSPORT,FALSE,GOBP_MONOATOMIC_ANION_TRANSPORT
3,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,3.1119120000000001E-3,,CYB5R4|CUBN|CYP1A1|SLC6A9|CLYBL|MMAB|MMACHC|MMADHC|UROS|SLCO1A6|SLCO1B2|HNF1A|MTR|TMEM14A|ABCD4|COX10|CYP1A2|CPOX|SLC25A39|AMN|CYP2A5|FXN|MMAA|ABCB10|ABCB6|ABCB7|ALAD|ALAS1|ALAS2|ANK1|BLVRB|COX15|EIF2AK1|FECH|HEBP1|HMBS|HMOX1|HMOX2|IREB2|BLVRA|PGRMC1|PPOX|RSAD1|SLC11A2|SLC48A1|SNX3|SRRD|TMEM14C|MTRR|UGT1A1|BDH2|UROD|HPX,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_TETRAPYRROLE_METABOLIC_PROCESS,53,ENR,GOBP_TETRAPYRROLE_METABOLIC_PROCESS,1,0,GOBP_TETRAPYRROLE_METABOLIC_PROCESS,FALSE,GOBP_TETRAPYRROLE_METABOLIC_PROCESS
1,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,1.3139105E-2,,AOC3|GPD1L|PRKCB|PRKCD|ERBB4|AKT2|CHRM3|NPPA|FMR1|KLF15|PDE4D|MET|P2RY6|PID1|RHOQ|SPHK2|TGFB1|PRKCA|PIK3C2A|AHI1|BPIFA1|APPL1|ASPSCR1|PIK3CG|CLIP3|CNIH2|CREBL2|CTTNBP2NL|DAPK1|C3|ERBB3|FGF21|GPC3|AKT1|GSG1L|MAPK8IP2|MINK1|ATP7A|NLGN2|PLCG1|OAZ2|PLCG2|OCLN|OSBPL8|PEA15A|PIM1|ACE|PRKCI|ACE2|PRRT1|PTPN11|RASGRF1|RASGRF2|RTN2|SH2B2|SHANK1|ARHGEF11|SHISA7|ARL6IP1|SHISA9|ARL6IP5|STXBP4|UPK3B|YES1|CX3CL1|CXCL10|TMEM38B|CXCL11|ISCU|MFN2|CXCL9|VDAC1|F2|MYC|AHCYL1|GIMAP3|GIMAP5|HAMP|HAMP2|IL1B|SLC25A27|REPIN1|RGS2|RPS6KB1|PARK7|PPIF|PTPN6|SLC17A8|SNCA|SLC1A2|TNF|ABCC9|BAX|XCL1|IFNG|IL4|NR4A3|SLC26A6|CHD7|OPN3|BRAF|ADRB1|CRHBP|C1QTNF2|SLC43A1|SLC43A2|ENPP1|PLCB1|GRB10|GSK3A|IGF1|INPP5K|INS1|INS2|INSR|IRS1|IRS2|MTOR|SLC7A5|PER2|NFE2L2|NLGN1|THBS1|SORBS1|ACACB|NOL3|ACTB|G6PDX|HK2|P2RX7|RNASEL|PSEN1|SIRT6|UCP2|ACSL5|ADIPOQ|ABCB1A|ABCB1B|ABL1|ACTN2|ADRB2|AFG3L2|AGRN|AGTR1A|ARG1|AHNAK|ARG2|AKAP5|SLC34A1|AKAP6|ATP2B4|AKAP7|AKAP9|AMIGO1|ANK2|ANK3|ANO6|APLNR|ARF1|ASPH|ATG5|ATP1B2|ATP1B3|ATP2A1|ATP4A|BAK1|BCL2|BDKRB1|BMP4|CACNA1C|CACNA1D|CACNA1F|CACNA2D1|CACNB1|CACNB2|CACNB3|CACNG1|ACSL1|CALM1|CALM2|CALM3|ACSL6|CAMK2D|CAPN3|CASQ1|CASQ2|CAV3|CD19|CD4|CD63|ADIPOR2|CFTR|AGT|CLEC4B1|DBI|AHR|CNKSR3|COMMD1|CORO1A|CRBN|CTSS|CXCR3|CYBA|DHRS7C|DLG1|DMD|DPP10|DPP6|DRD4|DYSF|EDN3|EDNRA|EHD3|F2R|F2RL3|FBXO11|FCRL5|FGF12|FGF13|FGF14|FHL1|FKBP1A|FKBP1B|FLNA|FXYD1|APPL2|FXYD2|FXYD3|FXYD4|CAPN10|FXYD5|FXYD6|FXYD7|FYN|GAL|CAV1|GALR2|GJC2|GNB2|GNB5|GOPC|GPR35|GPR39|GRIA1|GRIN1|GRIN2C|GRM6|GRP|GSTO1|HAP1|HEPH|HOMER1|HPCA|HRC|HSPA2|IKBKB|IL13|ITGB1|ITGB3|JPH2|JPH3|JSRP1|KCNAB1|KCNAB2|KCNAB3|KCNC1|KCNC2|KCNE1|KCNE2|KCNE3|KCNG4|KCNH2|KCNIP1|KCNIP2|KCNIP3|KCNIP4|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ13|KCNJ15|KCNJ16|KCNJ2|KCNJ5|KCNJ6|KCNJ8|KCNMB1|KCNN2|MEF2A|KCNN4|KCNQ1|KCNRG|KCNS1|KEL|LCN2|LIME1|LRRC26|LRRC52|LRRC55|LYN|MMP9|EDN1|MS4A1|MS4A2|NDUFA4|NEDD4|NEDD4L|NGF|NLGN3|NR3C2|OAZ1|OSR1|OXSR1|P2RX1|RAP1A|P2RX4|P2RX5|PCSK9|PDPK1|PHB2|PKD2|PLN|FABP5|PML|PPP3CA|PPP3CB|PPP3CC|PPP3R1|PRKCE|PRKD1|PRNP|PRSS8|PSEN2|PTGER3|PTK2B|PTPN22|PTPN3|RANGRF|RAPGEF3|RELN|REM1|RGS4|GSTM7|RGS7|RGS9|RIPK1|RNF207|RYR2|SCN1B|SCN2B|SCN3B|SCN4B|SCN5A|SESTD1|SLC30A1|SLC31A2|SLC36A2|SLC8A1|SLC9A1|SLC9A6|SLMAP|SLN|MAPK14|SNTA1|SPG7|SRI|STAC|STAC2|STAC3|STIM1|STIM2|MYO5A|STK39|STOM|SUMO1|TCIRG1|TESC|TGFB2|THY1|TLR9|TMBIM6|TMEM168|TMEM38A|TRDN|TRPC1|TRPC3|TRPC6|TSPAN13|UBASH3B|UBQLN1|UBR3|VAMP2|VMP1|WNK1|WNK2|PLP1|WNK4|WWP2|YWHAE|YWHAH|YWHAQ|ESR1|SCO1|GH|TRIB3|AZIN1|CAR2|HTT|TACO1|SLC38A1|COX17|AK1|RASA1|BIN1|ATP1A2|ATP1B1|CACNB4|ADCYAP1R1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,419,ENR,GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,1,0,GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT
14,1.4904851937486201,1.4904851937486201,1.4904851937486201,0.96767676599999997,,9.3382800000000002E-2,,SCARB1|STRA6|SLC19A1|SLC25A32|SLC19A2|SLC19A3|SLC22A1|ABCC5|SLC25A19|RBP4|SLC22A2|GC|SLC27A1|SLC44A4|SLC46A1|SLC47A1|SLC23A1|SLC23A2|LRP2|SLC5A6,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,20,ENR,GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,1,3.2323233999999999E-2,GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT
13,2.4014005373071901,2.4014005373071901,2.4014005373071901,0.996031746,,1.7378075E-2,,ACACB|G6PDX|TALDO1|TKT|PGD|ALDOB|PGLS|H6PD|MTOR|PRPS1|PRPS2|RBKS|HSD11B1|RPE|RPIA|RPTOR|MLST8|SHPK|TRP53,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_PENTOSE_PHOSPHATE_SHUNT,19,ENR,GOBP_PENTOSE_PHOSPHATE_SHUNT,1,3.9682540000000001E-3,GOBP_PENTOSE_PHOSPHATE_SHUNT,FALSE,GOBP_PENTOSE_PHOSPHATE_SHUNT
5,2.07918121130407,2.07918121130407,2.07918121130407,0.99166666599999997,,5.8712684000000001E-2,,RBM34|RPL14|RPL24|FTSJ3|RPL26|RPF1|RPF2|RPL7L1|RPL35|RPL35A|GTF3A|RRP15|GTPBP4|RPL5|HEATR3|RPL7|RPL7A|RRS1|RSL24D1|SDAD1|LAS1L|MAK16|MDN1|MRTO4|SURF6|BOP1|BRIX1|NIP7|NLE1|TRMT112|NOC2L|FASTKD2|URB1|CINP|NOL9|EIF6|NOP16|NOP2|DDX18|NPM1|NSA2|DDX28|WDR12|NVL|PAK1IP1|WDR74|PES1|DHX30|PPAN|ZFP622|ZNHIT3|EBNA1BP2|ZNHIT6|RPL11,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,54,ENR,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,1,8.3333339999999995E-3,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,FALSE,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
3,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,1.4267513000000001E-3,,CYB5R4|CPOX|SLC25A39|CYP1A1|SLC6A9|UROS|CYP2A5|FXN|SLCO1A6|SLCO1B2|ABCB10|ABCB6|ABCB7|ALAD|ALAS1|HNF1A|ALAS2|ANK1|BLVRB|COX15|EIF2AK1|FECH|HEBP1|HMBS|HMOX1|HMOX2|IREB2|BLVRA|PGRMC1|PPOX|RSAD1|TMEM14A|SLC11A2|SLC48A1|SNX3|SRRD|TMEM14C|UGT1A1|BDH2|COX10|UROD|HPX|CYP1A2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,43,ENR,GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,1,0,GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,FALSE,GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS
6,2.3953264113314301,2.3953264113314301,2.3953264113314301,0.99597585529999999,,3.8530460000000002E-2,,NEDD4L|RGS2|RPS6KB1|P2RX4|PGAM2|PLN|PRKD1|3425401B19RIK|PSEN2|ADRA1A|GPD1L|RANGRF|REM1|CACNA1H|RNF207|ATP2A2|RYR2|ATP8A2|SCN1B|SCN2B|CACNA1S|SCN3B|TNF|SCN4B|TRPV4|SCN5A|CCDC78|SLC8A1|SLC9A1|MYH6|CHRNA1|MYH7|ABCC9|CHRNB1|SNTA1|CHRNE|SRI|STAC|STAC2|ATP1A1|STAC3|CTNNA3|SUMO1|DDIT3|SRSF1|DSC2|NPPA|DMPK|DSG2|DSP|ACTC1|TMEM38A|HCN4|GATA4|SMAD7|CSRP3|GJA5|GRCC10|PIK3CA|NKX2-5|LMOD3|SCN4A|MYBPC3|JUP|KCND3|MYL2|KCNE4|VPS54|ADCY10|PDE4D|ADRA1B|PDE5A|ADRB1|MAP2K3|ADRB2|AGRN|MET|ARG2|AKAP6|TRPM4|AKAP9|MYL1|ANK2|MYL3|MYL4|GAA|TCAP|MYLK2|TNNT1|TNNT2|ATP2A1|TNNT3|TPM1|TTN|NR4A1|ZC3H12A|NUP155|CACNA1C|CACNA1D|CACNA2D1|CACNB2|CALM1|PKP2|CALM2|PPP1R13L|CALM3|CAMK2D|CASQ1|CASQ2|RCSD1|CAV3|MTOR|RYR1|RYR3|SGCD|SMAD5|SMTN|DLG1|HSP90AA1|DMD|CXCR4|SYNM|ACTN3|EHD3|FGF13|TNNC1|TNNC2|TNNI1|ACE2|TNNI2|ADORA1|FKBP1B|TNNI3|FLNA|FXYD1|KCNA5|CHGA|UTY|ATP1A3|VEGFB|CAV1|ALDOA|STC1|HOMER1|JSRP1|TMEM38B|GSN|KCNE1|KCNE2|KCNE3|KCNH2|MAP2K6|BIN1|KCNJ2|KCNJ5|KCNJ8|HDAC4|ATP1A2|KCNN2|ATP1B1|KCNQ1|MYH14,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_STRIATED_MUSCLE_CONTRACTION,162,ENR,GOBP_STRIATED_MUSCLE_CONTRACTION,1,4.0241447000000001E-3,GOBP_STRIATED_MUSCLE_CONTRACTION,FALSE,GOBP_STRIATED_MUSCLE_CONTRACTION
