gene,slope_z,r,p,n_cells_expr,gene_symbol
ENSG00000287524,-0.0161564620432334,-0.0281848028480157,0.3650262352525988,1035,LOC124907968
ENSG00000231531,-6.206949173264495e-05,-0.0007496170311287,0.9807831310100864,1035,HINT1P1
ENSG00000234488,0.0501545233123711,0.1241753194442891,6.186530604056591e-05,1035,RPL27P6
ENSG00000230946,-0.0127738469542494,-0.0155616112272654,0.6172003110768061,1034,HNRNPA1P68
ENSG00000241186,0.0084124097511724,0.0113510543745088,0.7154299625719283,1034,CRIPTO
ENSG00000146469,-0.036433600405891,-0.0619358863923903,0.0465755420387813,1033,VIP
ENSG00000100314,0.0153129805269041,0.0519477632597316,0.0951723103855229,1033,CABP7
ENSG00000258884,0.0189056590030434,0.0265706524115472,0.3936006038970555,1033,LINC02321
ENSG00000224714,0.0042528259731884,0.0064422367902368,0.8362389849412526,1032,LINC02671
ENSG00000211776,-0.0113357809113679,-0.0448433295119023,0.1499920968834016,1032,TRAV2
ENSG00000232938,0.0356402176066824,0.0586855719217624,0.0594839497725488,1032,RPL23AP87
ENSG00000222448,0.0236624170477469,0.0275444598842136,0.3769526823355104,1031,RN7SKP150
ENSG00000235436,0.0109147075558408,0.0180848654677972,0.5618921196648011,1031,DPY19L2P4
ENSG00000262831,0.0129440742869946,0.0194273277095544,0.5334193598193047,1030,P4HB-AS1
ENSG00000250508,-0.0109661606878495,-0.0354133227029127,0.2563900322389086,1029,LINC02701
ENSG00000163737,-0.189214227922187,-0.1652722673918449,9.720535636956052e-08,1029,PF4
ENSG00000162992,-0.011947009530672,-0.0320683698566871,0.304089028344637,1029,NEUROD1
ENSG00000198765,-0.0004940404719552,-0.0012086507284295,0.969110419479105,1029,SYCP1
ENSG00000240497,-0.0192188420983396,-0.0481710969314651,0.1227095377209031,1028,LOC102724479
ENSG00000136197,0.002840892709101,0.0077560787259776,0.8039341315939136,1027,C7orf25
ENSG00000229241,0.0040795798189239,0.0075846808473582,0.808181607985293,1027,PNPT1P1
ENSG00000244381,2.0739280224705743e-32,7.47211381562655e-16,0.9999999999999808,1027,SDHDP3
ENSG00000264151,-0.0144397417416048,-0.0249240420842583,0.4251615521512673,1026,LOC107985126
ENSG00000271631,0.0172841313872938,0.0225949012751786,0.4697089855362621,1026,SLC46A2-AS1
ENSG00000237510,0.0396505084908372,0.0600300948277618,0.0545770986714494,1026,LOC128966744
ENSG00000286733,-0.0080402733862583,-0.0144647453112625,0.6435198688497722,1026,LINC02348
ENSG00000233707,0.009291953392187,0.1709529916484419,3.593071963328156e-08,1026,RPL22P11
ENSG00000147432,0.0086365329813948,0.0152878078161565,0.6249266493719968,1025,CHRNB3
ENSG00000247699,-0.0042465796581939,-0.0053988044957578,0.862937213701199,1025,FABP6-AS1
ENSG00000248996,-0.036772548045539,-0.0742613089732212,0.0174113189752319,1025,PDLIM7-AS1
ENSG00000225077,-0.00047019825901,-0.0011623322997175,0.9703515346884802,1025,ICMT-DT
ENSG00000196468,-0.0121272159798314,-0.0136664085975527,0.6620931551490896,1025,FGF16
ENSG00000260420,0.0020964683996238,0.0028304229583992,0.9279192233120424,1024,LINC02182
ENSG00000234473,0.0042603625135722,0.0061688408851133,0.8436994530713491,1024,ZNF101P2
ENSG00000238247,0.002111967348737,0.0168668207810749,0.5898058611249988,1024,RDXP3
ENSG00000174562,0.0058454914273397,0.014084710546873,0.6525788002455228,1024,KLK15
ENSG00000132692,0.0116022154396389,0.0181125264527025,0.5626293762143809,1024,BCAN
ENSG00000214415,-0.0255658173347178,-0.0784319837167358,0.0120517184695514,1024,GNAT3
ENSG00000271146,-0.0219068097297186,-0.0335279666252233,0.2840071077362339,1023,BNIP3P45
ENSG00000211800,-0.0233900212913535,-0.0678987840260214,0.0298895275012938,1023,TRAV20
ENSG00000261517,-0.0112443977354486,-0.0045513236148045,0.8843997985953324,1023,LINC00558
ENSG00000187762,-0.0253855341473557,-0.0411651826355488,0.1885281528790108,1022,HSPE1P11
ENSG00000235097,-0.0185741975051566,-0.0330347408354797,0.2913912891867891,1022,LINC00330
ENSG00000255306,-0.0008423285982793,-0.0014716331807321,0.9625406036032412,1021,GLTC1
ENSG00000228877,-0.0028498758593842,-0.0040350191372754,0.8975365440717563,1021,LOC100506532
ENSG00000185385,0.0182323902032301,0.0274269741644065,0.3815533123129555,1020,OR7A17
ENSG00000227933,0.0125918514983825,0.026716244093707,0.394017469935686,1020,LOC101926948
ENSG00000248709,0.006549722246893,0.0068659211974827,0.8266394204309297,1020,LOC124901048
ENSG00000286647,0.0005020010146661,0.0006237833707217,0.984125046012418,1020,LOC124900989
ENSG00000265273,-5.031987823287703e-33,-1.8129647304936816e-16,0.9999999999999952,1019,PGDP1
ENSG00000120500,-0.0131185412039416,-0.0263436321995218,0.4008807729286858,1019,ARR3
ENSG00000229184,0.0072403251307815,0.0553467178240311,0.0774040822389488,1019,ATP5PDP2
ENSG00000234568,0.0052994912690141,0.0634587901700766,0.0429417369224964,1018,BIN2P1
ENSG00000255171,0.0028586747846635,0.0049008680423121,0.8758939219550935,1018,LINC01499
ENSG00000114124,-0.0055614857865438,-0.0088622994849329,0.7776217344102893,1018,GRK7
ENSG00000267589,0.0195060333040149,0.0244549577410155,0.4359580913288449,1017,RPL32P37
ENSG00000257907,0.001868613258933,0.0245840789869704,0.4335383085420555,1017,EEF1A1P17
ENSG00000240919,0.0369074338578925,0.0557496576077409,0.075699852655689,1016,RPL21P79
ENSG00000214896,0.0046187999740383,0.0484599422222038,0.1226721121347723,1016,RPSAP55
ENSG00000179270,0.0312002549816171,0.0599365951166121,0.0562766439691675,1015,PCARE
ENSG00000188937,0.0348979624399589,0.0398478835464661,0.2046352351945722,1015,NYX
ENSG00000234173,-0.0194503895123899,-0.0424870685737428,0.1762022854905345,1015,LOC105378311
ENSG00000259182,-0.0047804315458248,-0.0062406983640795,0.8425914939285365,1015,LOC124903564
ENSG00000249506,0.0110848137340326,0.0235284555689886,0.4539930889926933,1015,ZEB2P1
ENSG00000267015,-0.0082328725631452,-0.0143664767446901,0.6475545294873603,1015,LOC124904332
ENSG00000239921,0.0051469447627886,0.0091929663694602,0.7699960176874918,1014,LINC01471
ENSG00000233278,0.0584365730618514,0.2140293091457744,5.69953074780454e-12,1014,RPS26P2
ENSG00000189090,-0.0356647139660384,-0.0605366704156341,0.0539695022506401,1014,FAM25G
ENSG00000233131,0.0092661752246384,0.0127576425661489,0.6849176869261738,1014,RPS15AP14
ENSG00000274049,0.0098979743487695,0.0132788863394545,0.6727757615656889,1014,INO80B-WBP1
ENSG00000162873,-0.0135573608857758,-0.0165404854477378,0.5988249314006429,1014,KLHDC8A
ENSG00000146352,0.0013401565078642,0.0030545968584896,0.9226081485263516,1014,CLVS2
ENSG00000279328,-0.027006279141687,-0.0460755911085153,0.1426017243703514,1014,LOC124906280
ENSG00000286322,0.0186792343629528,0.0256729456067462,0.4141346095032046,1014,LOC105376020
ENSG00000128313,-0.0511514999971533,-0.0574560481935194,0.0676938621042659,1012,APOL5
ENSG00000177465,-0.0050851079749558,-0.0496584246423935,0.114392745301916,1012,ACOT4
ENSG00000175336,-0.0085964605941349,-0.0118278333863941,0.707054778082821,1012,APOF
ENSG00000176194,-0.0271153213108642,-0.0497276073519289,0.113888304503914,1012,CIDEA
ENSG00000262402,0.0043046436700289,0.0044942901502607,0.8865070533677719,1011,MCUR1P1
ENSG00000239201,-0.0446856317658436,-0.0576212743296368,0.067041714345901,1011,RPL21P106
ENSG00000183171,0.0232407123514921,0.0693965011843276,0.0273505760779589,1011,NOL11P1
ENSG00000183476,-0.0527326432927647,-0.0831630977621235,0.0081549710899082,1011,SH2D7
ENSG00000179636,0.0014368035160576,0.0024167019553837,0.9388550502124168,1010,TPPP2
ENSG00000235281,-0.0082025364667861,-0.0107028380293037,0.7340598396663495,1010,LOC105376350
ENSG00000268182,-0.0008438212163448,-0.0015011366924029,0.9619969200876148,1010,SMIM17
ENSG00000204113,0.0008064767381839,0.0012408549100847,0.9685825079902884,1010,BMP2KL
ENSG00000197251,-0.0150347306268239,-0.0374258245763371,0.2349260610838199,1009,LINC00336
ENSG00000168619,-0.0132006933979254,-0.0307523179113124,0.3291338657396448,1009,ADAM18
ENSG00000181997,-0.0018512537113492,-0.0035969015420664,0.9091478528906785,1009,AQP7P2
ENSG00000228290,0.0486523390783525,0.062851647346939,0.0459375801485122,1009,TBX18-AS1
ENSG00000166862,-0.0334392509335193,-0.0687742584738679,0.028927231705536,1009,CACNG2
ENSG00000287189,-0.0160861284069817,-0.0182562433549475,0.5624308594010734,1009,LOC107986669
ENSG00000080572,0.0054482638680759,0.0076798552269268,0.8075019274143205,1009,DNAAF6
ENSG00000237186,0.0793699761532642,0.0780989359248455,0.0130827067844879,1009,RPS8P5
ENSG00000213735,0.0260739070715894,0.0626178997005367,0.046862520425445,1008,ANAPC10P1
ENSG00000171496,0.0068495830453534,0.013401586296761,0.6708524796197598,1008,OR1L8
ENSG00000136297,-0.0332560681022685,-0.0509223035019971,0.1061428967455867,1008,MMD2
ENSG00000265019,0.0289284772292642,0.1629470086485239,1.9737676470412065e-07,1008,NCOR1P2
ENSG00000161133,0.0164718967686823,0.0691791357943647,0.0280722054398837,1008,USP41P
ENSG00000214646,0.0546512641988865,0.0958497638213343,0.0023161791793496,1008,COMMD4P1
ENSG00000256977,0.0271074799537821,0.1261694269961586,5.948390049106505e-05,1007,LIMS3
ENSG00000286632,0.0169272820923462,0.020253189471698,0.5208943541414306,1007,LOC124904784
ENSG00000277142,-0.0158446157109222,-0.0249260926591869,0.4296835921041189,1006,LINC00235
ENSG00000205456,-0.0294619485400067,-0.0402715053792553,0.2018702304475622,1006,TP53TG3D
ENSG00000227001,0.0041910637098896,0.0061077583148263,0.8466556043502532,1005,NBPF2P
ENSG00000263715,-0.0052576243154822,-0.0077071867791913,0.8072070059488733,1005,LINC02210-CRHR1
ENSG00000279727,-0.010563106412031,-0.0217351859245723,0.491284722064607,1005,LINC02033
ENSG00000228411,-0.0207545044352872,-0.0472320156043268,0.1347678140473653,1004,CDY4P
ENSG00000220771,0.0185153940090591,0.0349591373106683,0.2684356994683699,1004,BOLA2P3
ENSG00000255087,0.0157845301547026,0.0399223171050686,0.2064908010449559,1003,LOC101929473
ENSG00000159495,0.0388607191214805,0.0386594418988157,0.2214542199383746,1002,TGM7
ENSG00000243232,-0.0196013397729505,-0.0576213238155732,0.0682722383108432,1002,PCDHAC2
ENSG00000161609,0.0151099231312397,0.024381160622199,0.4407532455104039,1002,KASH5
ENSG00000260494,0.04463404634543,0.0766626944997733,0.0152135986690369,1002,RPL7L1P16
ENSG00000231776,9.380788139699436e-05,0.0001415427439228,0.9964295936094852,1002,LINC01611
ENSG00000166492,-0.0049040119517094,-0.0078707495132465,0.803583503841792,1001,FAM86GP
ENSG00000095917,-0.0159611115696408,-0.022391806289254,0.4791635118960656,1001,TPSD1
ENSG00000231508,-0.0273893003085348,-0.037488743950679,0.2360074209860827,1001,RPL34P20
ENSG00000211809,-0.0225837975149253,-0.0642992886885751,0.0419615214967847,1001,TRAV27
ENSG00000273777,-0.0010521181695695,-0.0018161916763318,0.9542345417493436,1001,CEACAM20
ENSG00000179709,0.0114366416496846,0.0211360144370855,0.504163819898193,1001,NLRP8
ENSG00000233521,0.0276923126783096,0.0444486011331525,0.1601627607236061,1000,LINC01638
ENSG00000248971,0.0041160808535512,0.0075433542822754,0.8116896436089407,1000,KRT8P46
ENSG00000255745,0.0217490757585952,0.0230764616020021,0.4660468357286756,1000,LOC124902897
ENSG00000268117,-0.0049629583892927,-0.0080258130141373,0.7998933400084562,1000,VN1R84P
ENSG00000236289,0.0019603309298719,0.0040814143884008,0.8974330043361998,1000,GACAT3
ENSG00000286847,0.0063224969369556,0.0110324974974142,0.7275004112112053,1000,LOC105375216
ENSG00000277117,0.0016879431104863,0.0034938393880499,0.9121341416992376,1000,LOC102723996
ENSG00000205274,0.0037429461279667,0.0058968807882353,0.8522533152911668,1000,TRBV20OR9-2
ENSG00000137090,-0.020839957540466,-0.0305516486729272,0.334714635228954,999,DMRT1
ENSG00000272856,0.0299327181942983,0.0310059680106221,0.3275736177193005,999,SCPPPQ1
ENSG00000260615,0.0393078337944508,0.0607838822812617,0.054908359797412,998,RPL23AP97
ENSG00000220586,0.0273219922427368,0.0441626493502702,0.1632934213058922,998,TUBBP9
ENSG00000253314,0.0082709383003903,0.0236195781848354,0.4560672858382213,998,LINC00293
ENSG00000226839,-0.047042641183151,-0.0740405718489993,0.0193804644641586,997,MTND6P11
ENSG00000176979,0.0131712155647431,0.0230270959127513,0.4676721655217647,997,TRIM60
ENSG00000148965,-0.0022724970768465,-0.0064544884629669,0.8387860239242673,996,SAA4
ENSG00000254783,-0.0242829244415025,-0.0427443332262116,0.1781242176897255,994,LOC100289518
ENSG00000244389,-0.018464087882362,-0.0344478357933896,0.2779133511455705,994,RN7SL242P
ENSG00000213871,-0.0093906064088028,-0.0198329156633479,0.532258460378525,994,TAF9BP1
ENSG00000227154,0.0250052094812896,0.0303416369477898,0.3392640696088009,994,MKRN6P
ENSG00000224243,0.004086747917634,0.0116072928738585,0.714735331113354,994,SOX1-OT
ENSG00000273265,-0.0342965147095343,-0.0523617257256632,0.0989627975632091,994,CNNM3-DT
ENSG00000172967,0.0125096949569639,0.0164973156354179,0.603409048968421,994,XKR3
ENSG00000006116,-0.0125759812099278,-0.0180277843893354,0.570428618410108,993,CACNG3
ENSG00000171956,-0.0057801135630138,-0.0158785980195089,0.6174174915060251,992,FOXB1
ENSG00000179253,-0.006227442375426,-0.0071910039776707,0.821041629250774,992,CDH4-AS2
ENSG00000264573,-0.0137350195094384,-0.019309881194369,0.5435360880833512,992,RN7SL15P
ENSG00000202059,0.0154198929661598,0.0174168208056124,0.583753246417487,992,LOC124900525
ENSG00000258099,-0.0033931087059727,-0.0049412877147391,0.8764778565877497,992,ATXN2-AS
ENSG00000188991,0.0125788590224205,0.0213213976176759,0.5025837495971566,991,SLC15A5
ENSG00000268089,0.0143688954303885,0.0238043022712442,0.4543729083122753,990,GABRQ
ENSG00000225787,0.0284426430635327,0.174689075685386,3.1640176512759535e-08,990,LSM3P3
ENSG00000249848,-0.0561654337083195,-0.0851606816665206,0.0073401480625352,990,LOC100420053
ENSG00000243095,1.6334998904954215e-32,5.885303533213941e-16,0.9999999999999852,990,RPL3P10
ENSG00000225698,-0.0012034813256934,-0.0044084219791243,0.8898190370371637,990,IGHV3-72
ENSG00000225934,0.0133512776273365,0.0324183913357245,0.3084480144080361,989,FAM133FP
ENSG00000243669,0.008324301095419,0.0124579849978108,0.6955732469929512,989,RPL34P23
ENSG00000184647,-0.0229546952908429,-0.037802591512065,0.2349315216857077,989,PRSS55
ENSG00000274423,5.683149548335008e-33,2.0475702413571622e-16,0.9999999999999948,989,SEC22B2P
ENSG00000235631,0.0325351085994463,0.0454674251237294,0.1532680470389836,988,RNF148
ENSG00000231346,-0.0012765796997292,-0.0020677089371915,0.9482448728543886,988,LINC01160
ENSG00000176840,-0.0204768783170563,-0.0291603555147868,0.3598681737007776,988,MIR7-3HG
ENSG00000188585,0.0079853021301277,0.0100298630860196,0.752858716337687,988,CLEC20A
ENSG00000184330,0.0334875286950975,0.054217318487728,0.0885157533256306,988,S100A7A
ENSG00000258925,-5.589094956095596e-33,-2.0136837717277155e-16,0.9999999999999948,988,NPM1P5
ENSG00000271849,-0.0083940854933381,-0.0123197942501556,0.6990747837779393,987,MAN2A1-DT
ENSG00000261399,0.0040614482871642,0.0062412242763268,0.8448201498168311,986,MAPK8IP3-AS1
ENSG00000198183,-0.0077731977284847,-0.011171113041823,0.7260790201358063,986,BPIFA1
ENSG00000241397,-0.025157991838155,-0.0415412203621896,0.192688821042814,985,LINC00903
ENSG00000101197,-0.0266852706991962,-0.0560742812336678,0.0785733455511172,985,BIRC7
ENSG00000241230,0.00124124824571,0.0021482465110368,0.9463137725107138,985,RN7SL801P
ENSG00000240253,0.0004571187621489,0.0013140857848923,0.9671445451755152,985,FAR2P3
ENSG00000231148,-0.0142079870612331,-0.0148824327711909,0.6408479305967436,985,HMGB1P7
ENSG00000253199,0.0350744127900162,0.0476531672169172,0.1350369243332563,985,LINC02153
ENSG00000174156,0.0291781553282659,0.0447975864096918,0.1602699704623168,984,GSTA3
ENSG00000222001,0.0042500468186145,0.0137548299941806,0.666509007335876,984,LOC101928881
ENSG00000287402,-0.0079018499719703,-0.0097340107641213,0.7603942577574677,984,LOC105376473
ENSG00000226036,0.0696586161765271,0.0804611977483715,0.0115745842523477,984,RFKP5
ENSG00000264448,-0.0071506153393454,-0.0188010999990933,0.5558143884887562,984,MIR378D2HG
ENSG00000263724,-0.0036868717833919,-0.0092586406856699,0.7718763223471895,983,DLGAP1-AS3
ENSG00000170820,0.0212352847817991,0.029261054910645,0.3594330962482448,983,FSHR
ENSG00000149300,-0.013425305189935,-0.0417035766708801,0.1914064010217793,983,C11orf52
ENSG00000239351,0.006013540641188,0.0128619966819025,0.6871221613472271,983,NPM1P29
ENSG00000164816,-0.0006184810302484,-0.0135809589925564,0.6707911688224129,982,DEFA5
ENSG00000042304,0.0066618636695239,0.0084345617497881,0.7917946409810659,982,SLC19A4P
ENSG00000241464,0.0382367241366221,0.0676568568844017,0.0341989224716028,980,RPL39P38
ENSG00000283518,-0.0035998836429297,-0.0039138169873109,0.9026092032540908,980,LINC02775
ENSG00000198711,-0.0104918040618301,-0.0197453459265831,0.5371803017818872,979,SSBP3-AS1
ENSG00000179840,-0.0523514072637029,-0.0683288259552861,0.032540580834477,979,PIK3CD-AS1
ENSG00000216316,-0.0078519706999066,-0.0150371467414382,0.6384104618624861,979,RPL13AP15
ENSG00000240270,0.0107209408152974,0.0131680864517288,0.6807005152085825,979,RPL12P37
ENSG00000233347,-1.8532994189726307e-32,-6.67721476768365e-16,0.9999999999999832,979,ERP29P1
ENSG00000183185,0.0303310369229518,0.0420661258572976,0.1884740813712407,979,GABRR3
ENSG00000275743,-0.052842220242033,-0.069988190790314,0.0286240917636319,978,TRBV14
ENSG00000272034,-0.0001310093639993,-0.000660040033264,0.9835527500862852,978,SNORD14A
ENSG00000283503,0.0265492304198989,0.0577162476567792,0.0712069347341537,978,LINC01902
ENSG00000280969,0.0143353716672482,0.0391038996828064,0.2217835279059373,978,RPS4Y2
ENSG00000188029,0.0582124489047541,0.148994309393097,2.873191899300704e-06,978,CTSL3P
ENSG00000277182,0.0240042647154078,0.0298225765517217,0.3517614810695726,977,LOC100287808
ENSG00000287893,0.0061713177916165,0.0065990759725519,0.8367866181351923,977,LOC124901616
ENSG00000227589,-0.0059349512577714,-0.0193168785575837,0.546461478014742,977,TP73-AS3
ENSG00000242515,-0.0070325230938073,-0.0521351986166348,0.1033953221568741,977,UGT1A10
ENSG00000216676,0.0310458692063608,0.0765112845536845,0.0168148714985592,976,RPL8P1
ENSG00000285964,0.0490755813688513,0.0452323413870817,0.1579454376654128,976,LOC107986821
ENSG00000244391,-0.0336972788458432,-0.0456429042815046,0.1542019546851901,976,RN7SL330P
ENSG00000273409,-0.0402372321242482,-0.0708410022439817,0.0268915509173807,976,LINC02712
ENSG00000231150,-0.0277254518027623,-0.0534731473628366,0.095166819739839,975,DNAH8-AS1
ENSG00000137252,-0.0400595915646331,-0.0637188993217696,0.046691133513837,975,HCRTR2
ENSG00000227848,-0.005643857882275,-0.019920733241436,0.5344098797111683,975,SUCLA2-AS1
ENSG00000248873,0.0500725047588847,0.0804913353732734,0.0119303649457174,975,SERBP1P6
ENSG00000222222,0.0325648937188331,0.0391188854361366,0.2223182003844029,975,RNU2-17P
ENSG00000269546,0.0597731394059058,0.0592413525106305,0.0644488854631855,975,CLIC4P2
ENSG00000186118,-0.0148199021034027,-0.0212712851480189,0.507062438763879,975,TEX38
ENSG00000169344,0.0002136845339918,0.0012362636206314,0.9692469228388606,975,UMOD
ENSG00000179938,0.0162964944470977,0.0457348613520169,0.1537957563691985,974,GOLGA8J
ENSG00000188011,-0.0225383759613894,-0.049500951818607,0.1226279343514405,974,RTP5
ENSG00000136275,0.0068467244879179,0.0120502960753058,0.7072082887584435,974,PKD1L1-AS1
ENSG00000266265,-0.0590478163655058,-0.0690928125742018,0.0310740000253226,974,KLF14
ENSG00000224324,0.0149044736760867,0.0338136623595531,0.2917748711865524,974,THAP5P1
ENSG00000237628,-0.0104720213418736,-0.0186198007187324,0.5618403269793812,973,MTCO2P19
ENSG00000282600,-0.0041461801741629,-0.0124740280072223,0.6975597438372272,973,IGHV3-69-1
ENSG00000266401,-0.01221835779928,-0.0308939685420557,0.3359647716473389,972,DLGAP1-AS6
ENSG00000251321,-0.0613145890415984,-0.0721931061983813,0.0243982378678374,972,PCAT4
ENSG00000239922,0.0402180367250356,0.0454521926973125,0.1567850158269929,972,LOC124909496
ENSG00000288974,-0.0089650057068078,-0.0126862843093886,0.692823585017163,972,LOC105372564
ENSG00000259108,-0.0201600874831898,-0.023439711949115,0.4654281819269994,972,LINC01595
ENSG00000244515,0.0190547789712733,0.0462517566510573,0.1496121702989513,972,KRT18P34
ENSG00000286615,0.0297951868504302,0.0606253671319595,0.0589664773419689,971,LOC105379199
ENSG00000214653,0.0275116912853935,0.154000825826298,1.4254842797416894e-06,971,HNRNPA3P3
ENSG00000264322,-0.0031422765819487,-0.0030020031912181,0.9255661245356516,971,RN7SL448P
ENSG00000233610,-0.0527135501176596,-0.0748414620875308,0.0196800262208315,971,LINC00462
ENSG00000270806,-0.038399750133571,-0.0730047559350838,0.0229060564171135,971,C17orf50
ENSG00000214821,-1.260550851666674e-32,-9.083226439268402e-16,0.9999999999999776,970,HMGB1P4
ENSG00000204967,-0.0008931326902499,-0.0024797995135424,0.9385173833936086,970,PCDHA4
ENSG00000212807,-0.0065164058243574,-0.0137696019377364,0.668579963690688,969,OR2A42
ENSG00000277957,0.0429879418350752,0.0767037357154032,0.0169343693041677,969,SENP3-EIF4A1
ENSG00000235834,-0.0263891662415523,-0.0135705961589358,0.6730906651042767,969,LOC101928389
ENSG00000213226,0.0301849010984953,0.1002280050604594,0.0017852214361579,969,LOC100130018
ENSG00000260115,-0.0286902157927652,-0.0658489081129041,0.0404255616006793,969,CDH8-AS1
ENSG00000236393,0.0656063984165811,0.0593591033885063,0.0648829732742462,968,LINC03099
ENSG00000170290,-0.0379150842622157,-0.1122748358303192,0.0004657288032885,968,SLN
ENSG00000251215,-0.0834381553905172,-0.1023513368119921,0.0014291949745591,968,GOLGA5P1
ENSG00000004848,0.0168528958623175,0.0295590750628256,0.3585146059708189,967,ARX
ENSG00000227528,-0.0129903712892056,-0.0328053877858389,0.3081594728968238,967,DIAPH3-AS1
ENSG00000253439,0.0501554718253629,0.1082665697928998,0.000745466671478,967,CDC42P5
ENSG00000283071,-0.0084401716027377,-0.0162777205973968,0.6133489975197672,966,LBHD2
ENSG00000211820,-0.0256537395566373,-0.0686272713504598,0.0329472271523454,966,TRAV41
ENSG00000260689,0.0094641372255884,0.0204791236909327,0.5249427824241342,966,HNRNPA3P11
ENSG00000260193,-0.0118250027517156,-0.0187392082336526,0.560754155459527,966,LINC02846
ENSG00000277561,0.023357283466609,0.0315096008238738,0.328172005110091,965,GOLGA8IP
ENSG00000274209,0.0105023984843434,0.0257848155491439,0.4236610056071822,965,ANTXRL
ENSG00000237179,-0.0062566553334793,-0.0353348151792522,0.2728266426269012,965,LINC01797
ENSG00000215875,0.0112226237970633,0.0142359743441452,0.6587194089816572,965,ST13P20
ENSG00000236254,-0.0186314450732575,-0.0253147976121399,0.432162302637457,965,MTND4P14
ENSG00000225024,0.0005852815963935,0.0013183958898961,0.9673908252083256,964,RPL37P11
ENSG00000213130,0.019685536666454,0.0579240868343574,0.0722367174614181,964,EEF1DP5
ENSG00000228437,-0.0019840526807151,-0.0038256197290362,0.9055720607686296,964,LINC02474
ENSG00000266208,-0.0232833782637976,-0.0688848437037585,0.0325643324980252,963,GJD3-AS1
ENSG00000175749,-0.0114458491043505,-0.0192402976263983,0.5509419133681506,963,EIF3KP1
ENSG00000272662,-0.0083822322356983,-0.0117145592003949,0.7165530925464865,963,TIMMDC1-DT
ENSG00000254135,0.0180944970254865,0.0285623970665273,0.3759492179774965,963,LOC124901122
ENSG00000227379,0.0112788530812749,0.0261291007934701,0.4179805730109566,963,PPIAP2
ENSG00000232316,0.0055274465536075,0.0092624014850704,0.7740618488784268,963,LINC02518
ENSG00000225951,-0.0195222730412621,-0.0330644640561721,0.3056094082488154,962,ODF2-AS1
ENSG00000184908,-0.0051910166301314,-0.0205397528499538,0.5245793519799722,962,CLCNKB
ENSG00000233435,0.0107992411584712,0.0186686088829309,0.5630443970165404,962,AGGF1P2
ENSG00000241416,0.0007290714422798,0.0177304835777883,0.5828276700049604,962,KRT8P13
ENSG00000127377,0.0050106291549236,0.0099490772057417,0.758061327944519,961,CRYGN
ENSG00000198797,0.0128176606993406,0.0175806787653199,0.5862118007349604,961,BRINP2
ENSG00000284670,0.0073233543071231,0.0618763018768454,0.0551736232178203,961,RPSAP56
ENSG00000276203,0.0219535391370665,0.06486009425233,0.0444139487876667,961,ANKRD20A3P
ENSG00000289342,-0.021888901330165,-0.0467084762479699,0.1479339105173788,961,LOC102724158
ENSG00000289530,-0.0164608985671995,-0.0586112894688189,0.0693478800086918,961,INKILN
ENSG00000251059,-0.0181307043413197,-0.0439641978130424,0.1732689743633838,961,PRKG2-AS1
ENSG00000239345,-4.10865067930296e-34,-1.4802973898156114e-17,0.9999999999999996,960,HNRNPA1P26
ENSG00000211721,-0.0018564763594651,-0.0294609453647312,0.3621128948586526,959,TRBV6-5
ENSG00000211644,-0.0102645496807302,-0.0340738487738221,0.2918282205447466,959,IGLV1-51
ENSG00000250591,0.0073501419313114,0.0486999873070449,0.1317965219335417,959,PRSS3P1
ENSG00000220925,0.0067059491291624,0.0369126952006945,0.2534537976188309,959,IGBP1-AS2
ENSG00000129991,-0.0019820995651942,-0.0042356518196685,0.8958310619439469,958,TNNI3
ENSG00000189295,0.0507326726714168,0.0515762433392419,0.1106354119397875,958,ANKRD62P1-PARP4P3
ENSG00000167414,-0.0246698443606592,-0.0518664755962963,0.1086406484431086,958,GNG8
ENSG00000152192,0.0201191293085199,0.0202253524182083,0.5318049139822658,958,POU4F1
ENSG00000265345,-0.0348612217325108,-0.0730745937106114,0.023780231387236,957,MIR5188
ENSG00000221953,0.001123181217844,0.0021258895539811,0.9476330724369328,957,LINC02897
ENSG00000212901,-0.0158879847123736,-0.016219701009411,0.6162723206676595,957,KRTAP3-1
ENSG00000240108,0.0238680931694387,0.0980025693174023,0.0024045852190306,957,NCOR1P1
ENSG00000229798,-0.0224272848608914,-0.0475419223176707,0.1416598080106092,957,KRT18P26
ENSG00000257488,-0.0035417305035504,-0.0053719332924796,0.8682513581384734,956,LINC02354
ENSG00000257949,0.0051895988217781,0.0147881526485093,0.6479116063823697,956,TEN1
ENSG00000249425,-0.0021087760654597,-0.0249801135202459,0.4404246949709041,956,LINC02477
ENSG00000263905,-0.0212027597515017,-0.0341157972403941,0.2919921066402837,956,RN7SL555P
ENSG00000229414,-0.0235910933210332,-0.0312996227199052,0.3339318581026046,955,KCNQ1-AS1
ENSG00000224334,5.7822273030889285e-33,4.166533598025205e-16,0.9999999999999898,955,ACTR2P1
ENSG00000120337,-0.0332157905802877,-0.0322353593277711,0.3196751605182713,955,TNFSF18
ENSG00000227408,-1.5281599575894708e-32,-1.1011552664831889e-15,0.9999999999999728,955,AMYP1
ENSG00000257319,0.0155548649878469,0.02528027640888,0.4351908968950185,955,DBX2-AS1
ENSG00000223802,-0.0182644098936621,-0.0233316819873191,0.4714176100246308,955,CERS1
ENSG00000254670,-0.0311981520026879,-0.0567836597162917,0.0796044496612552,954,RASSF10-DT
